Date,J&KBANK
2014-01-01,1433.85
2014-01-02,1449.55
2014-01-03,1456.65
2014-01-06,1426.35
2014-01-07,1452.65
2014-01-08,1439.8
2014-01-09,1450.0
2014-01-10,1403.95
2014-01-13,1385.4
2014-01-14,1349.75
2014-01-15,1367.15
2014-01-16,1369.8
2014-01-17,1351.9
2014-01-20,1386.3
2014-01-21,1443.5
2014-01-22,1426.15
2014-01-23,1408.6
2014-01-24,1360.65
2014-01-27,1298.5
2014-01-28,1300.8
2014-01-29,1294.2
2014-01-30,1272.15
2014-01-31,1386.2
2014-02-03,1320.9
2014-02-04,1351.5
2014-02-05,1347.85
2014-02-06,1326.25
2014-02-07,1346.35
2014-02-10,1332.25
2014-02-11,1351.95
2014-02-12,1375.75
2014-02-13,1368.55
2014-02-14,1341.65
2014-02-17,1308.55
2014-02-18,1319.75
2014-02-19,1321.85
2014-02-20,1317.5
2014-02-21,1334.4
2014-02-24,1359.9
2014-02-25,1354.2
2014-02-26,1349.7
2014-02-28,1333.5
2014-03-03,1336.25
2014-03-04,1332.95
2014-03-05,1355.55
2014-03-06,1380.65
2014-03-07,1413.65
2014-03-10,1472.25
2014-03-11,1542.6
2014-03-12,1530.2
2014-03-13,1484.3
2014-03-14,1475.35
2014-03-18,1489.25
2014-03-19,1511.8
2014-03-20,1499.55
2014-03-21,1524.4
2014-03-22,1517.6
2014-03-24,1513.75
2014-03-25,1487.65
2014-03-26,1496.05
2014-03-27,1514.3
2014-03-28,1508.5
2014-03-31,1538.0
2014-04-01,1623.45
2014-04-02,1650.4
2014-04-03,1679.65
2014-04-04,1665.3
2014-04-07,1664.15
2014-04-09,1734.9
2014-04-10,1737.5
2014-04-11,1702.9
2014-04-15,1632.45
2014-04-16,1665.95
2014-04-17,1708.85
2014-04-21,1711.0
2014-04-22,1739.8
2014-04-23,1770.6
2014-04-25,1770.85
2014-04-28,1750.55
2014-04-29,1759.75
2014-04-30,1675.05
2014-05-02,1674.25
2014-05-05,1678.4
2014-05-06,1668.2
2014-05-07,1661.45
2014-05-08,1687.15
2014-05-09,1792.05
2014-05-12,1855.95
2014-05-13,1869.95
2014-05-14,1889.05
2014-05-15,1796.25
2014-05-16,1827.25
2014-05-19,1847.6
2014-05-20,1837.65
2014-05-21,1820.25
2014-05-22,1836.45
2014-05-23,1860.4
2014-05-26,1881.25
2014-05-27,1865.7
2014-05-28,1850.2
2014-05-29,1837.65
2014-05-30,1498.05
2014-06-02,1507.4
2014-06-03,1535.7
2014-06-04,1541.4
2014-06-05,1569.05
2014-06-06,1607.7
2014-06-09,1659.2
2014-06-10,1655.2
2014-06-11,1622.3
2014-06-12,1629.65
2014-06-13,1630.1
2014-06-16,1619.65
2014-06-17,1629.0
2014-06-18,1597.45
2014-06-19,1563.95
2014-06-20,1523.15
2014-06-23,1553.05
2014-06-24,1546.85
2014-06-25,1538.05
2014-06-26,1546.05
2014-06-27,1540.45
2014-06-30,1562.05
2014-07-01,1583.35
2014-07-02,1613.15
2014-07-03,1596.05
2014-07-04,1603.3
2014-07-07,1607.75
2014-07-08,1590.55
2014-07-09,1600.55
2014-07-10,1592.05
2014-07-11,1569.35
2014-07-14,1571.2
2014-07-15,1599.0
2014-07-16,1602.45
2014-07-17,1629.65
2014-07-18,1677.8
2014-07-21,1687.5
2014-07-22,1701.05
2014-07-23,1698.9
2014-07-24,1649.35
2014-07-25,1618.85
2014-07-28,1617.65
2014-07-30,1611.5
2014-07-31,1598.3
2014-08-01,1600.1
2014-08-04,1617.55
2014-08-05,1605.25
2014-08-06,1587.9
2014-08-07,1580.8
2014-08-08,1550.6
2014-08-11,1551.95
2014-08-12,1577.25
2014-08-13,1497.5
2014-08-14,1467.8
2014-08-18,1446.25
2014-08-19,1445.1
2014-08-20,1441.5
2014-08-21,1483.8
2014-08-22,1495.35
2014-08-25,1459.8
2014-08-26,1477.15
2014-08-27,1494.35
2014-08-28,1488.4
2014-09-01,1539.35
2014-09-02,1585.5
2014-09-03,1579.65
2014-09-04,168.7
2014-09-05,171.0
2014-09-08,163.55
2014-09-09,162.15
2014-09-10,155.05
2014-09-11,149.2
2014-09-12,151.0
2014-09-15,149.05
2014-09-16,139.6
2014-09-17,144.5
2014-09-18,145.0
2014-09-19,144.3
2014-09-22,144.65
2014-09-23,145.3
2014-09-24,144.8
