Date,CENTRALBK
2014-01-01,51.95
2014-01-02,51.35
2014-01-03,50.85
2014-01-06,49.95
2014-01-07,49.3
2014-01-08,50.1
2014-01-09,49.65
2014-01-10,49.4
2014-01-13,49.4
2014-01-14,49.05
2014-01-15,49.05
2014-01-16,49.1
2014-01-17,48.4
2014-01-20,48.1
2014-01-21,48.7
2014-01-22,48.65
2014-01-23,48.1
2014-01-24,47.9
2014-01-27,45.8
2014-01-28,46.25
2014-01-29,46.15
2014-01-30,44.65
2014-01-31,45.7
2014-02-03,45.2
2014-02-04,45.55
2014-02-05,45.55
2014-02-06,47.35
2014-02-07,47.05
2014-02-10,46.45
2014-02-11,46.25
2014-02-12,45.6
2014-02-13,45.1
2014-02-14,44.9
2014-02-17,45.05
2014-02-18,44.85
2014-02-19,44.4
2014-02-20,44.3
2014-02-21,44.6
2014-02-24,44.05
2014-02-25,44.15
2014-02-26,44.15
2014-02-28,43.75
2014-03-03,43.8
2014-03-04,43.7
2014-03-05,44.7
2014-03-06,45.5
2014-03-07,46.25
2014-03-10,47.05
2014-03-11,45.8
2014-03-12,44.95
2014-03-13,44.85
2014-03-14,44.45
2014-03-18,45.15
2014-03-19,45.7
2014-03-20,44.85
2014-03-21,45.0
2014-03-22,45.4
2014-03-24,45.85
2014-03-25,45.8
2014-03-26,46.0
2014-03-27,46.3
2014-03-28,49.05
2014-03-31,49.85
2014-04-01,49.75
2014-04-02,51.15
2014-04-03,50.15
2014-04-04,50.25
2014-04-07,50.6
2014-04-09,51.9
2014-04-10,51.15
2014-04-11,51.05
2014-04-15,50.9
2014-04-16,49.45
2014-04-17,50.0
2014-04-21,50.95
2014-04-22,50.75
2014-04-23,50.55
2014-04-25,50.8
2014-04-28,51.2
2014-04-29,50.65
2014-04-30,53.2
2014-05-02,54.4
2014-05-05,53.95
2014-05-06,53.9
2014-05-07,52.5
2014-05-08,52.4
2014-05-09,53.7
2014-05-12,53.3
2014-05-13,55.3
2014-05-14,62.0
2014-05-15,62.15
2014-05-16,62.3
2014-05-19,67.25
2014-05-20,67.1
2014-05-21,66.85
2014-05-22,68.9
2014-05-23,74.5
2014-05-26,78.65
2014-05-27,77.4
2014-05-28,78.0
2014-05-29,77.65
2014-05-30,74.95
2014-06-02,83.4
2014-06-03,82.7
2014-06-04,84.65
2014-06-05,85.65
2014-06-06,85.65
2014-06-09,86.2
2014-06-10,83.7
2014-06-11,81.0
2014-06-12,80.5
2014-06-13,76.7
2014-06-16,77.75
2014-06-17,79.3
2014-06-18,77.85
2014-06-19,76.75
2014-06-20,74.1
2014-06-23,74.85
2014-06-24,75.4
2014-06-25,74.75
2014-06-26,74.4
2014-06-27,74.4
2014-06-30,77.75
2014-07-01,75.95
2014-07-02,75.95
2014-07-03,76.1
2014-07-04,78.7
2014-07-07,78.45
2014-07-08,73.45
2014-07-09,70.6
2014-07-10,72.4
2014-07-11,68.05
2014-07-14,68.2
2014-07-15,70.05
2014-07-16,70.75
2014-07-17,70.7
2014-07-18,69.15
2014-07-21,69.1
2014-07-22,69.3
2014-07-23,68.75
2014-07-24,68.85
2014-07-25,66.85
2014-07-28,71.8
2014-07-30,71.85
2014-07-31,70.15
2014-08-01,69.2
2014-08-04,69.8
2014-08-05,69.5
2014-08-06,67.85
2014-08-07,67.1
2014-08-08,64.9
2014-08-11,65.0
2014-08-12,65.25
2014-08-13,62.7
2014-08-14,63.65
2014-08-18,66.45
2014-08-19,67.0
2014-08-20,66.45
2014-08-21,66.95
2014-08-22,66.95
2014-08-25,65.95
2014-08-26,64.15
2014-08-27,64.15
2014-08-28,64.2
2014-09-01,65.15
2014-09-02,66.05
2014-09-03,65.45
2014-09-04,63.65
2014-09-05,62.2
2014-09-08,62.95
2014-09-09,62.7
2014-09-10,64.05
2014-09-11,65.9
2014-09-12,66.75
2014-09-15,67.7
2014-09-16,64.85
2014-09-17,65.05
2014-09-18,67.1
2014-09-19,67.55
2014-09-22,67.6
2014-09-23,65.4
2014-09-24,63.65
2014-09-25,61.3
2014-09-26,61.85
2014-09-29,61.7
2014-09-30,60.85
2014-10-01,59.9
2014-10-07,58.8
2014-10-08,59.15
2014-10-09,60.65
2014-10-10,59.0
2014-10-13,60.05
2014-10-14,62.2
2014-10-16,61.05
2014-10-17,61.0
2014-10-20,61.45
2014-10-21,61.85
2014-10-22,62.25
2014-10-23,62.75
2014-10-27,62.55
2014-10-28,64.45
2014-10-29,64.7
2014-10-30,65.4
2014-10-31,67.05
2014-11-03,69.5
2014-11-05,71.3
2014-11-07,72.05
2014-11-10,72.95
2014-11-11,73.75
2014-11-12,74.65
2014-11-13,73.85
2014-11-14,74.3
2014-11-17,77.5
2014-11-18,78.3
2014-11-19,76.6
2014-11-20,75.65
2014-11-21,77.05
2014-11-24,76.0
2014-11-25,74.2
2014-11-26,73.4
2014-11-27,75.9
2014-11-28,77.9
2014-12-01,79.05
2014-12-02,80.15
2014-12-03,80.0
2014-12-04,80.45
2014-12-05,81.05
2014-12-08,80.6
2014-12-09,79.2
2014-12-10,80.15
2014-12-11,82.3
2014-12-12,80.95
2014-12-15,81.1
2014-12-16,79.25
2014-12-17,78.95
2014-12-18,80.35
2014-12-19,85.25
2014-12-22,87.35
2014-12-23,88.15
2014-12-24,88.8
2014-12-26,89.5
2014-12-29,90.0
2014-12-30,91.3
2014-12-31,91.55
