Date,VAIBHAVGBL
2014-01-01,681.55
2014-01-02,647.5
2014-01-03,675.9
2014-01-06,680.0
2014-01-07,671.8
2014-01-08,664.4
2014-01-09,672.25
2014-01-10,667.2
2014-01-13,675.0
2014-01-14,672.45
2014-01-15,679.4
2014-01-16,675.9
2014-01-17,670.6
2014-01-20,671.45
2014-01-21,735.9
2014-01-22,740.2
2014-01-23,763.95
2014-01-24,753.5
2014-01-27,695.9
2014-01-28,741.05
2014-01-29,769.3
2014-01-30,744.45
2014-01-31,763.85
2014-02-03,766.6
2014-02-04,765.05
2014-02-05,767.4
2014-02-06,755.7
2014-02-07,756.55
2014-02-10,739.95
2014-02-11,740.55
2014-02-12,728.15
2014-02-13,708.0
2014-02-14,728.3
2014-02-17,712.9
2014-02-18,717.75
2014-02-19,703.6
2014-02-20,694.45
2014-02-21,688.0
2014-02-24,708.25
2014-02-25,713.45
2014-02-26,700.55
2014-02-28,702.0
2014-03-03,724.4
2014-03-04,720.05
2014-03-05,733.9
2014-03-06,722.15
2014-03-07,710.9
2014-03-10,702.4
2014-03-11,701.55
2014-03-12,700.25
2014-03-13,697.25
2014-03-14,697.1
2014-03-18,695.2
2014-03-19,692.3
2014-03-20,682.45
2014-03-21,679.75
2014-03-22,680.0
2014-03-24,650.8
2014-03-25,646.75
2014-03-26,646.75
2014-03-27,670.15
2014-03-28,644.05
2014-03-31,641.4
2014-04-01,663.35
2014-04-02,670.65
2014-04-03,675.45
2014-04-04,711.45
2014-04-07,783.05
2014-04-09,771.45
2014-04-10,746.45
2014-04-11,749.85
2014-04-15,739.0
2014-04-16,754.85
2014-04-17,769.3
2014-04-21,774.95
2014-04-22,758.35
2014-04-23,762.0
2014-04-25,749.15
2014-04-28,744.6
2014-04-29,737.05
2014-04-30,730.45
2014-05-02,751.15
2014-05-05,727.65
2014-05-06,728.1
2014-05-07,713.65
2014-05-08,714.9
2014-05-09,716.95
2014-05-12,749.0
2014-05-13,734.65
2014-05-14,742.75
2014-05-15,784.0
2014-05-16,800.5
2014-05-19,818.75
2014-05-20,791.35
2014-05-21,757.2
2014-05-22,740.8
2014-05-23,723.4
2014-05-26,688.45
2014-05-27,689.1
2014-05-28,710.35
2014-05-29,715.7
2014-05-30,712.85
2014-06-02,717.6
2014-06-03,700.25
2014-06-04,680.1
2014-06-05,661.45
2014-06-06,690.5
2014-06-09,653.75
2014-06-10,664.2
2014-06-11,701.9
2014-06-12,704.45
2014-06-13,710.75
2014-06-16,709.65
2014-06-17,712.2
2014-06-18,703.8
2014-06-19,699.75
2014-06-20,708.85
2014-06-23,711.05
2014-06-24,738.95
2014-06-25,735.1
2014-06-26,746.9
2014-06-27,792.3
2014-06-30,797.35
2014-07-01,774.35
2014-07-02,767.15
2014-07-03,766.35
2014-07-04,788.95
2014-07-07,805.2
2014-07-08,803.45
2014-07-09,812.7
2014-07-10,825.2
2014-07-11,843.35
2014-07-14,835.7
2014-07-15,841.95
2014-07-16,838.8
2014-07-17,883.55
2014-07-18,857.3
2014-07-21,888.55
2014-07-22,877.3
2014-07-23,872.8
2014-07-24,880.5
2014-07-25,869.4
2014-07-28,856.45
2014-07-30,857.9
2014-07-31,846.9
2014-08-01,842.45
2014-08-04,845.8
2014-08-05,850.1
2014-08-06,848.55
2014-08-07,833.3
2014-08-08,834.8
2014-08-11,852.35
2014-08-12,860.25
2014-08-13,852.15
2014-08-14,851.65
2014-08-18,861.8
2014-08-19,856.75
2014-08-20,852.55
2014-08-21,876.4
2014-08-22,879.85
2014-08-25,879.05
2014-08-26,890.05
2014-08-27,885.0
2014-08-28,882.55
2014-09-01,883.85
2014-09-02,884.5
2014-09-03,884.6
2014-09-04,881.35
2014-09-05,884.9
2014-09-08,876.5
2014-09-09,886.25
2014-09-10,883.55
2014-09-11,887.7
2014-09-12,880.45
2014-09-15,881.45
2014-09-16,871.95
2014-09-17,862.3
2014-09-18,863.9
2014-09-19,879.95
2014-09-22,879.35
2014-09-23,863.35
2014-09-24,867.7
2014-09-25,871.1
2014-09-26,852.3
2014-09-29,854.8
2014-09-30,863.2
2014-10-01,871.6
2014-10-07,869.8
2014-10-08,864.8
2014-10-09,859.75
2014-10-10,850.6
2014-10-13,840.2
2014-10-14,831.05
2014-10-16,767.6
2014-10-17,742.5
2014-10-20,730.75
2014-10-21,768.7
2014-10-22,798.75
2014-10-23,819.5
2014-10-27,825.45
2014-10-28,819.8
2014-10-29,829.75
2014-10-30,832.55
2014-10-31,825.7
2014-11-03,816.0
2014-11-05,818.8
2014-11-07,783.75
2014-11-10,747.3
2014-11-11,738.7
2014-11-12,742.65
2014-11-13,743.5
2014-11-14,735.65
2014-11-17,742.1
2014-11-18,676.75
2014-11-19,589.95
2014-11-20,551.9
2014-11-21,601.2
2014-11-24,587.85
2014-11-25,593.1
2014-11-26,601.15
2014-11-27,624.65
2014-11-28,632.5
2014-12-01,636.9
2014-12-02,651.1
2014-12-03,653.9
2014-12-04,657.9
2014-12-05,635.05
2014-12-08,613.0
2014-12-09,570.55
2014-12-10,593.5
2014-12-11,567.2
2014-12-12,585.35
2014-12-15,585.7
2014-12-16,585.75
2014-12-17,578.65
2014-12-18,591.45
2014-12-19,598.55
2014-12-22,614.8
2014-12-23,611.9
2014-12-24,624.4
2014-12-26,649.25
2014-12-29,650.05
2014-12-30,639.85
2014-12-31,627.75
