Date,FACT
2014-01-01,22.15
2014-01-02,21.7
2014-01-03,21.8
2014-01-06,21.05
2014-01-07,21.75
2014-01-08,21.65
2014-01-09,22.65
2014-01-10,22.55
2014-01-13,22.0
2014-01-14,21.55
2014-01-15,21.2
2014-01-16,21.15
2014-01-17,20.55
2014-01-20,20.8
2014-01-21,20.8
2014-01-22,22.85
2014-01-23,21.3
2014-01-24,20.85
2014-01-27,21.05
2014-01-28,20.6
2014-01-29,20.55
2014-01-30,20.35
2014-01-31,20.35
2014-02-03,19.55
2014-02-04,19.15
2014-02-05,19.6
2014-02-06,19.8
2014-02-07,20.15
2014-02-10,19.8
2014-02-11,19.7
2014-02-12,19.7
2014-02-13,19.25
2014-02-14,19.25
2014-02-17,19.55
2014-02-18,19.65
2014-02-19,20.45
2014-02-20,20.2
2014-02-21,19.85
2014-02-24,19.9
2014-02-25,19.75
2014-02-26,21.55
2014-02-28,21.4
2014-03-03,20.85
2014-03-04,20.8
2014-03-05,20.55
2014-03-06,20.5
2014-03-07,20.65
2014-03-10,20.6
2014-03-11,20.3
2014-03-12,20.6
2014-03-13,20.65
2014-03-14,20.4
2014-03-18,20.2
2014-03-19,21.35
2014-03-20,21.25
2014-03-21,21.1
2014-03-22,20.95
2014-03-24,20.85
2014-03-25,20.65
2014-03-26,20.35
2014-03-27,20.4
2014-03-28,20.6
2014-03-31,20.65
2014-04-01,20.9
2014-04-02,20.9
2014-04-03,20.65
2014-04-04,20.85
2014-04-07,21.0
2014-04-09,21.5
2014-04-10,21.45
2014-04-11,22.35
2014-04-15,21.85
2014-04-16,21.45
2014-04-17,21.55
2014-04-21,22.0
2014-04-22,21.6
2014-04-23,21.75
2014-04-25,21.65
2014-04-28,21.55
2014-04-29,21.2
2014-04-30,20.55
2014-05-02,20.75
2014-05-05,20.6
2014-05-06,20.85
2014-05-07,20.6
2014-05-08,20.65
2014-05-09,20.7
2014-05-12,21.3
2014-05-13,21.85
2014-05-14,22.85
2014-05-15,22.4
2014-05-16,22.55
2014-05-19,24.4
2014-05-20,25.5
2014-05-21,30.55
2014-05-22,29.15
2014-05-23,30.4
2014-05-26,28.9
2014-05-27,30.4
2014-05-28,33.65
2014-05-29,33.25
2014-05-30,31.1
2014-06-02,31.5
2014-06-03,33.45
2014-06-04,39.95
2014-06-05,39.1
2014-06-06,37.75
2014-06-09,39.4
2014-06-10,39.4
2014-06-11,38.75
2014-06-12,37.75
2014-06-13,34.25
2014-06-16,34.75
2014-06-17,38.2
2014-06-18,36.55
2014-06-19,36.95
2014-06-20,40.45
2014-06-23,43.3
2014-06-24,40.2
2014-06-25,40.55
2014-06-26,41.1
2014-06-27,39.95
2014-06-30,39.1
2014-07-01,39.75
2014-07-02,39.85
2014-07-03,40.15
2014-07-04,42.55
2014-07-07,45.0
2014-07-08,41.9
2014-07-09,41.3
2014-07-10,40.35
2014-07-11,35.15
2014-07-14,33.35
2014-07-15,35.1
2014-07-16,35.55
2014-07-17,36.5
2014-07-18,35.6
2014-07-21,36.2
2014-07-22,35.55
2014-07-23,35.15
2014-07-24,35.05
2014-07-25,36.2
2014-07-28,35.05
2014-07-30,34.45
2014-07-31,34.4
2014-08-01,34.05
2014-08-04,33.8
2014-08-05,33.7
2014-08-06,34.3
2014-08-07,33.5
2014-08-08,32.1
2014-08-11,32.7
2014-08-12,32.6
2014-08-13,30.95
2014-08-14,31.7
2014-08-18,35.8
2014-08-19,35.45
2014-08-20,34.35
2014-08-21,34.25
2014-08-22,33.7
2014-08-25,32.65
2014-08-26,31.4
2014-08-27,31.35
2014-08-28,31.45
2014-09-01,30.95
2014-09-02,31.25
2014-09-03,31.2
2014-09-04,30.25
2014-09-05,30.65
2014-09-08,31.95
2014-09-09,32.2
2014-09-10,31.65
2014-09-11,34.2
2014-09-12,33.45
2014-09-15,33.95
2014-09-16,31.5
2014-09-17,32.0
2014-09-18,32.4
2014-09-19,31.65
2014-09-22,32.25
2014-09-23,31.3
2014-09-24,29.75
2014-09-25,28.45
2014-09-26,29.0
2014-09-29,32.1
2014-09-30,30.3
2014-10-01,30.55
2014-10-07,30.1
2014-10-08,31.65
2014-10-09,31.25
2014-10-10,30.2
2014-10-13,30.2
2014-10-14,30.15
2014-10-16,28.8
2014-10-17,28.1
2014-10-20,28.7
2014-10-21,28.35
2014-10-22,28.4
2014-10-23,28.6
2014-10-27,28.95
2014-10-28,28.9
2014-10-29,29.65
2014-10-30,29.45
2014-10-31,29.7
2014-11-03,29.95
2014-11-05,35.85
2014-11-07,33.5
2014-11-10,32.9
2014-11-11,34.1
2014-11-12,32.9
2014-11-13,32.25
2014-11-14,33.25
2014-11-17,33.8
2014-11-18,33.25
2014-11-19,32.9
2014-11-20,33.6
2014-11-21,32.8
2014-11-24,32.55
2014-11-25,30.85
2014-11-26,31.85
2014-11-27,33.85
2014-11-28,35.3
2014-12-01,34.05
2014-12-02,33.35
2014-12-03,34.0
2014-12-04,33.45
2014-12-05,33.8
2014-12-08,34.55
2014-12-09,33.15
2014-12-10,33.05
2014-12-11,32.5
2014-12-12,32.05
2014-12-15,31.4
2014-12-16,29.65
2014-12-17,29.95
2014-12-18,31.2
2014-12-19,31.4
2014-12-22,32.8
2014-12-23,33.85
2014-12-24,34.7
2014-12-26,34.4
2014-12-29,34.0
2014-12-30,34.55
2014-12-31,34.15
