Date,TNPL
2014-01-01,125.65
2014-01-02,120.4
2014-01-03,122.2
2014-01-06,129.75
2014-01-07,127.8
2014-01-08,136.15
2014-01-09,133.95
2014-01-10,131.25
2014-01-13,132.5
2014-01-14,131.0
2014-01-15,133.25
2014-01-16,131.05
2014-01-17,127.2
2014-01-20,126.35
2014-01-21,128.05
2014-01-22,129.9
2014-01-23,131.8
2014-01-24,130.0
2014-01-27,124.3
2014-01-28,124.75
2014-01-29,125.45
2014-01-30,124.7
2014-01-31,124.4
2014-02-03,124.15
2014-02-04,122.45
2014-02-05,125.0
2014-02-06,124.45
2014-02-07,125.05
2014-02-10,122.4
2014-02-11,120.9
2014-02-12,120.1
2014-02-13,119.0
2014-02-14,121.2
2014-02-17,119.95
2014-02-18,119.15
2014-02-19,119.65
2014-02-20,121.25
2014-02-21,121.7
2014-02-24,122.35
2014-02-25,122.4
2014-02-26,123.6
2014-02-28,124.5
2014-03-03,122.2
2014-03-04,122.5
2014-03-05,122.05
2014-03-06,123.7
2014-03-07,123.15
2014-03-10,120.6
2014-03-11,120.8
2014-03-12,122.45
2014-03-13,120.2
2014-03-14,120.55
2014-03-18,122.8
2014-03-19,124.95
2014-03-20,123.7
2014-03-21,124.05
2014-03-22,124.6
2014-03-24,128.0
2014-03-25,127.5
2014-03-26,126.95
2014-03-27,125.45
2014-03-28,126.0
2014-03-31,128.3
2014-04-01,128.55
2014-04-02,132.7
2014-04-03,132.05
2014-04-04,134.15
2014-04-07,133.75
2014-04-09,134.0
2014-04-10,132.5
2014-04-11,131.95
2014-04-15,130.1
2014-04-16,130.8
2014-04-17,134.05
2014-04-21,134.1
2014-04-22,133.85
2014-04-23,132.75
2014-04-25,131.0
2014-04-28,130.15
2014-04-29,130.75
2014-04-30,129.2
2014-05-02,128.9
2014-05-05,127.8
2014-05-06,125.8
2014-05-07,124.0
2014-05-08,123.8
2014-05-09,124.7
2014-05-12,127.95
2014-05-13,127.95
2014-05-14,129.35
2014-05-15,129.0
2014-05-16,133.3
2014-05-19,136.0
2014-05-20,143.75
2014-05-21,140.45
2014-05-22,145.6
2014-05-23,148.45
2014-05-26,146.0
2014-05-27,143.7
2014-05-28,146.75
2014-05-29,146.25
2014-05-30,143.9
2014-06-02,144.3
2014-06-03,144.3
2014-06-04,147.65
2014-06-05,146.1
2014-06-06,145.0
2014-06-09,145.1
2014-06-10,145.0
2014-06-11,153.25
2014-06-12,163.95
2014-06-13,159.7
2014-06-16,158.25
2014-06-17,162.85
2014-06-18,171.9
2014-06-19,172.15
2014-06-20,171.75
2014-06-23,172.65
2014-06-24,172.4
2014-06-25,171.25
2014-06-26,167.25
2014-06-27,168.75
2014-06-30,169.25
2014-07-01,170.6
2014-07-02,170.85
2014-07-03,168.75
2014-07-04,169.45
2014-07-07,169.1
2014-07-08,164.15
2014-07-09,157.45
2014-07-10,160.75
2014-07-11,156.8
2014-07-14,157.45
2014-07-15,160.85
2014-07-16,163.1
2014-07-17,166.35
2014-07-18,162.0
2014-07-21,166.65
2014-07-22,168.15
2014-07-23,166.45
2014-07-24,167.15
2014-07-25,165.3
2014-07-28,163.75
2014-07-30,162.6
2014-07-31,161.75
2014-08-01,157.65
2014-08-04,158.4
2014-08-05,166.7
2014-08-06,171.05
2014-08-07,169.9
2014-08-08,168.9
2014-08-11,172.7
2014-08-12,162.8
2014-08-13,158.7
2014-08-14,161.9
2014-08-18,162.85
2014-08-19,164.0
2014-08-20,165.3
2014-08-21,161.85
2014-08-22,162.35
2014-08-25,162.4
2014-08-26,159.95
2014-08-27,161.9
2014-08-28,162.0
2014-09-01,164.0
2014-09-02,165.35
2014-09-03,160.25
2014-09-04,156.8
2014-09-05,157.35
2014-09-08,157.6
2014-09-09,160.15
2014-09-10,160.05
2014-09-11,161.75
2014-09-12,158.7
2014-09-15,160.0
2014-09-16,156.1
2014-09-17,155.5
2014-09-18,162.3
2014-09-19,160.15
2014-09-22,158.4
2014-09-23,155.55
2014-09-24,154.9
2014-09-25,153.5
2014-09-26,153.45
2014-09-29,151.95
2014-09-30,151.55
2014-10-01,150.7
2014-10-07,146.5
2014-10-08,143.05
2014-10-09,143.65
2014-10-10,141.75
2014-10-13,140.05
2014-10-14,140.0
2014-10-16,137.9
2014-10-17,137.6
2014-10-20,137.45
2014-10-21,135.7
2014-10-22,138.05
2014-10-23,139.85
2014-10-27,141.3
2014-10-28,140.95
2014-10-29,139.9
2014-10-30,139.25
2014-10-31,140.2
2014-11-03,141.0
2014-11-05,140.3
2014-11-07,140.3
2014-11-10,140.45
2014-11-11,141.45
2014-11-12,146.2
2014-11-13,139.15
2014-11-14,138.25
2014-11-17,141.5
2014-11-18,140.15
2014-11-19,138.35
2014-11-20,138.9
2014-11-21,139.45
2014-11-24,138.4
2014-11-25,134.65
2014-11-26,134.85
2014-11-27,133.1
2014-11-28,135.4
2014-12-01,136.95
2014-12-02,136.5
2014-12-03,136.9
2014-12-04,137.75
2014-12-05,136.0
2014-12-08,135.55
2014-12-09,133.7
2014-12-10,133.8
2014-12-11,134.4
2014-12-12,132.65
2014-12-15,131.6
2014-12-16,130.0
2014-12-17,130.85
2014-12-18,133.0
2014-12-19,131.7
2014-12-22,130.1
2014-12-23,130.5
2014-12-24,132.1
2014-12-26,130.0
2014-12-29,129.55
2014-12-30,129.25
2014-12-31,132.6
