Date,KPIT
2014-01-01,177.55
2014-01-02,172.65
2014-01-03,177.05
2014-01-06,182.05
2014-01-07,178.7
2014-01-08,179.3
2014-01-09,177.2
2014-01-10,181.05
2014-01-13,181.85
2014-01-14,177.85
2014-01-15,173.4
2014-01-16,172.9
2014-01-17,171.95
2014-01-20,172.4
2014-01-21,181.6
2014-01-22,184.25
2014-01-23,158.85
2014-01-24,150.8
2014-01-27,151.45
2014-01-28,152.25
2014-01-29,156.55
2014-01-30,158.4
2014-01-31,161.0
2014-02-03,164.5
2014-02-04,160.35
2014-02-05,162.15
2014-02-06,159.95
2014-02-07,162.7
2014-02-10,161.95
2014-02-11,162.6
2014-02-12,167.25
2014-02-13,168.35
2014-02-14,168.4
2014-02-17,168.05
2014-02-18,170.1
2014-02-19,172.4
2014-02-20,172.7
2014-02-21,174.15
2014-02-24,174.0
2014-02-25,178.8
2014-02-26,174.6
2014-02-28,169.65
2014-03-03,164.85
2014-03-04,166.1
2014-03-05,166.2
2014-03-06,166.05
2014-03-07,165.8
2014-03-10,162.35
2014-03-11,161.0
2014-03-12,161.25
2014-03-13,157.15
2014-03-14,157.2
2014-03-18,160.1
2014-03-19,158.1
2014-03-20,162.3
2014-03-21,168.1
2014-03-22,166.5
2014-03-24,164.25
2014-03-25,161.15
2014-03-26,161.35
2014-03-27,164.85
2014-03-28,164.2
2014-03-31,160.85
2014-04-01,164.55
2014-04-02,164.85
2014-04-03,164.5
2014-04-04,165.05
2014-04-07,165.15
2014-04-09,167.65
2014-04-10,163.25
2014-04-11,162.85
2014-04-15,160.15
2014-04-16,163.65
2014-04-17,161.2
2014-04-21,170.7
2014-04-22,174.85
2014-04-23,179.4
2014-04-25,174.15
2014-04-28,171.35
2014-04-29,168.55
2014-04-30,172.75
2014-05-02,173.65
2014-05-05,168.1
2014-05-06,165.75
2014-05-07,163.15
2014-05-08,164.45
2014-05-09,161.9
2014-05-12,159.7
2014-05-13,164.25
2014-05-14,161.5
2014-05-15,158.75
2014-05-16,150.8
2014-05-19,142.65
2014-05-20,145.25
2014-05-21,154.6
2014-05-22,156.4
2014-05-23,160.2
2014-05-26,165.9
2014-05-27,160.95
2014-05-28,158.85
2014-05-29,158.1
2014-05-30,159.4
2014-06-02,162.8
2014-06-03,161.75
2014-06-04,161.3
2014-06-05,160.6
2014-06-06,161.15
2014-06-09,163.75
2014-06-10,168.0
2014-06-11,167.45
2014-06-12,165.55
2014-06-13,162.1
2014-06-16,160.6
2014-06-17,161.7
2014-06-18,161.45
2014-06-19,166.2
2014-06-20,165.6
2014-06-23,163.75
2014-06-24,165.95
2014-06-25,164.45
2014-06-26,165.45
2014-06-27,169.1
2014-06-30,172.45
2014-07-01,173.05
2014-07-02,173.05
2014-07-03,170.15
2014-07-04,180.7
2014-07-07,181.7
2014-07-08,180.1
2014-07-09,173.0
2014-07-10,173.85
2014-07-11,172.45
2014-07-14,172.8
2014-07-15,182.45
2014-07-16,186.15
2014-07-17,181.3
2014-07-18,180.45
2014-07-21,177.2
2014-07-22,175.2
2014-07-23,154.55
2014-07-24,158.6
2014-07-25,156.15
2014-07-28,156.25
2014-07-30,154.85
2014-07-31,155.45
2014-08-01,157.35
2014-08-04,159.1
2014-08-05,161.35
2014-08-06,158.8
2014-08-07,155.4
2014-08-08,154.4
2014-08-11,153.8
2014-08-12,154.9
2014-08-13,150.0
2014-08-14,152.5
2014-08-18,153.4
2014-08-19,153.3
2014-08-20,150.1
2014-08-21,152.1
2014-08-22,149.65
2014-08-25,146.7
2014-08-26,148.85
2014-08-27,148.85
2014-08-28,148.15
2014-09-01,151.5
2014-09-02,152.75
2014-09-03,152.05
2014-09-04,151.9
2014-09-05,157.25
2014-09-08,159.45
2014-09-09,161.3
2014-09-10,162.5
2014-09-11,167.3
2014-09-12,165.0
2014-09-15,166.25
2014-09-16,160.5
2014-09-17,158.15
2014-09-18,164.1
2014-09-19,169.8
2014-09-22,172.25
2014-09-23,169.4
2014-09-24,166.8
2014-09-25,161.3
2014-09-26,157.9
2014-09-29,160.9
2014-09-30,159.65
2014-10-01,161.35
2014-10-07,163.95
2014-10-08,159.55
2014-10-09,160.9
2014-10-10,157.65
2014-10-13,159.3
2014-10-14,160.3
2014-10-16,161.75
2014-10-17,157.35
2014-10-20,153.55
2014-10-21,154.6
2014-10-22,166.55
2014-10-23,167.55
2014-10-27,165.6
2014-10-28,164.45
2014-10-29,164.95
2014-10-30,164.85
2014-10-31,166.15
2014-11-03,165.5
2014-11-05,164.05
2014-11-07,164.75
2014-11-10,164.8
2014-11-11,164.4
2014-11-12,164.75
2014-11-13,162.5
2014-11-14,162.7
2014-11-17,163.6
2014-11-18,169.55
2014-11-19,169.8
2014-11-20,172.3
2014-11-21,171.25
2014-11-24,168.25
2014-11-25,163.65
2014-11-26,168.4
2014-11-27,171.85
2014-11-28,168.75
2014-12-01,166.65
2014-12-02,167.7
2014-12-03,172.1
2014-12-04,182.75
2014-12-05,186.95
2014-12-08,182.6
2014-12-09,178.65
2014-12-10,182.8
2014-12-11,182.15
2014-12-12,191.9
2014-12-15,200.15
2014-12-16,183.7
2014-12-17,191.8
2014-12-18,192.45
2014-12-19,204.75
2014-12-22,206.7
2014-12-23,200.8
2014-12-24,199.55
2014-12-26,197.0
2014-12-29,200.1
2014-12-30,199.25
2014-12-31,203.15
