Date,POWERGRID
2014-01-01,99.5
2014-01-02,101.9
2014-01-03,100.7
2014-01-06,99.9
2014-01-07,98.8
2014-01-08,98.75
2014-01-09,98.85
2014-01-10,97.45
2014-01-13,98.0
2014-01-14,97.45
2014-01-15,97.5
2014-01-16,98.25
2014-01-17,97.25
2014-01-20,98.5
2014-01-21,97.85
2014-01-22,98.1
2014-01-23,98.05
2014-01-24,98.1
2014-01-27,96.55
2014-01-28,96.6
2014-01-29,95.7
2014-01-30,95.6
2014-01-31,95.5
2014-02-03,95.2
2014-02-04,95.35
2014-02-05,96.75
2014-02-06,96.2
2014-02-07,97.5
2014-02-10,97.0
2014-02-11,95.6
2014-02-12,95.7
2014-02-13,95.0
2014-02-14,95.25
2014-02-17,95.55
2014-02-18,95.75
2014-02-19,94.9
2014-02-20,95.1
2014-02-21,95.3
2014-02-24,95.05
2014-02-25,95.3
2014-02-26,95.2
2014-02-28,94.5
2014-03-03,94.7
2014-03-04,96.15
2014-03-05,96.35
2014-03-06,97.6
2014-03-07,99.0
2014-03-10,98.9
2014-03-11,98.85
2014-03-12,98.5
2014-03-13,98.8
2014-03-14,98.35
2014-03-18,101.45
2014-03-19,102.3
2014-03-20,99.3
2014-03-21,100.85
2014-03-22,101.25
2014-03-24,103.2
2014-03-25,105.6
2014-03-26,104.0
2014-03-27,105.5
2014-03-28,107.45
2014-03-31,105.0
2014-04-01,108.0
2014-04-02,108.4
2014-04-03,108.7
2014-04-04,106.6
2014-04-07,106.9
2014-04-09,106.75
2014-04-10,107.8
2014-04-11,107.65
2014-04-15,107.85
2014-04-16,107.7
2014-04-17,107.2
2014-04-21,105.95
2014-04-22,105.95
2014-04-23,105.6
2014-04-25,105.5
2014-04-28,106.1
2014-04-29,105.6
2014-04-30,105.8
2014-05-02,104.55
2014-05-05,105.1
2014-05-06,102.5
2014-05-07,102.5
2014-05-08,103.55
2014-05-09,106.85
2014-05-12,111.5
2014-05-13,112.85
2014-05-14,112.0
2014-05-15,114.45
2014-05-16,119.5
2014-05-19,122.25
2014-05-20,124.9
2014-05-21,124.45
2014-05-22,125.4
2014-05-23,130.85
2014-05-26,128.15
2014-05-27,126.9
2014-05-28,124.85
2014-05-29,125.05
2014-05-30,122.0
2014-06-02,125.2
2014-06-03,125.25
2014-06-04,124.25
2014-06-05,126.9
2014-06-06,128.1
2014-06-09,137.35
2014-06-10,135.95
2014-06-11,133.75
2014-06-12,136.45
2014-06-13,133.4
2014-06-16,131.8
2014-06-17,133.5
2014-06-18,133.95
2014-06-19,131.2
2014-06-20,132.3
2014-06-23,131.4
2014-06-24,132.4
2014-06-25,132.4
2014-06-26,132.55
2014-06-27,136.55
2014-06-30,139.2
2014-07-01,140.0
2014-07-02,141.3
2014-07-03,140.5
2014-07-04,144.2
2014-07-07,146.05
2014-07-08,137.75
2014-07-09,136.2
2014-07-10,137.55
2014-07-11,132.7
2014-07-14,133.95
2014-07-15,135.15
2014-07-16,136.25
2014-07-17,138.7
2014-07-18,137.1
2014-07-21,136.9
2014-07-22,135.75
2014-07-23,136.3
2014-07-24,134.65
2014-07-25,134.8
2014-07-28,133.2
2014-07-30,134.7
2014-07-31,133.1
2014-08-01,129.8
2014-08-04,132.45
2014-08-05,132.45
2014-08-06,134.05
2014-08-07,134.5
2014-08-08,131.9
2014-08-11,131.95
2014-08-12,132.25
2014-08-13,132.3
2014-08-14,133.2
2014-08-18,134.8
2014-08-19,136.55
2014-08-20,137.1
2014-08-21,136.45
2014-08-22,134.15
2014-08-25,132.45
2014-08-26,131.0
2014-08-27,129.5
2014-08-28,129.2
2014-09-01,132.4
2014-09-02,132.5
2014-09-03,132.75
2014-09-04,134.15
2014-09-05,134.45
2014-09-08,133.1
2014-09-09,134.05
2014-09-10,136.15
2014-09-11,137.85
2014-09-12,135.15
2014-09-15,136.75
2014-09-16,135.95
2014-09-17,136.15
2014-09-18,136.55
2014-09-19,136.85
2014-09-22,137.0
2014-09-23,136.5
2014-09-24,135.85
2014-09-25,136.0
2014-09-26,137.0
2014-09-29,139.55
2014-09-30,135.25
2014-10-01,135.95
2014-10-07,137.25
2014-10-08,137.9
2014-10-09,138.05
2014-10-10,136.05
2014-10-13,134.85
2014-10-14,136.05
2014-10-16,133.95
2014-10-17,134.1
2014-10-20,135.1
2014-10-21,139.95
2014-10-22,139.8
2014-10-23,139.85
2014-10-27,142.05
2014-10-28,142.5
2014-10-29,142.55
2014-10-30,144.45
2014-10-31,145.8
2014-11-03,144.85
2014-11-05,142.45
2014-11-07,144.9
2014-11-10,148.1
2014-11-11,147.65
2014-11-12,142.95
2014-11-13,144.65
2014-11-14,144.1
2014-11-17,146.75
2014-11-18,148.35
2014-11-19,146.65
2014-11-20,146.15
2014-11-21,146.55
2014-11-24,142.45
2014-11-25,139.1
2014-11-26,139.15
2014-11-27,140.75
2014-11-28,142.7
2014-12-01,138.35
2014-12-02,138.05
2014-12-03,137.2
2014-12-04,136.5
2014-12-05,136.75
2014-12-08,135.85
2014-12-09,134.95
2014-12-10,137.25
2014-12-11,135.95
2014-12-12,134.8
2014-12-15,134.45
2014-12-16,133.05
2014-12-17,131.0
2014-12-18,131.6
2014-12-19,135.8
2014-12-22,136.85
2014-12-23,139.05
2014-12-24,136.3
2014-12-26,137.1
2014-12-29,137.0
2014-12-30,137.65
2014-12-31,138.0
