Date,NIPPOBATRY
2014-01-01,286.0
2014-01-02,289.0
2014-01-03,285.0
2014-01-06,274.0
2014-01-07,280.0
2014-01-08,280.0
2014-01-09,285.0
2014-01-10,287.0
2014-01-13,290.0
2014-01-14,291.3
2014-01-15,287.65
2014-01-16,289.0
2014-01-17,284.7
2014-01-21,274.05
2014-01-22,280.0
2014-01-23,290.55
2014-01-24,314.45
2014-01-27,332.75
2014-01-28,333.05
2014-01-29,323.05
2014-01-30,315.25
2014-01-31,318.4
2014-02-03,297.15
2014-02-04,287.65
2014-02-05,294.95
2014-02-06,286.1
2014-02-07,296.1
2014-02-10,302.45
2014-02-11,300.95
2014-02-12,302.0
2014-02-14,294.4
2014-02-17,295.0
2014-02-18,295.25
2014-02-19,295.8
2014-02-20,294.05
2014-02-21,306.75
2014-02-24,321.05
2014-02-25,327.0
2014-02-26,320.45
2014-02-28,326.85
2014-03-03,348.2
2014-03-04,341.35
2014-03-05,351.7
2014-03-06,338.2
2014-03-07,332.0
2014-03-10,332.5
2014-03-11,325.0
2014-03-12,335.65
2014-03-13,330.5
2014-03-14,334.0
2014-03-18,330.0
2014-03-19,325.0
2014-03-20,332.35
2014-03-21,325.9
2014-03-22,329.75
2014-03-24,330.25
2014-03-25,326.75
2014-03-26,335.95
2014-03-27,329.35
2014-03-28,333.3
2014-03-31,333.0
2014-04-01,336.5
2014-04-02,339.0
2014-04-03,346.8
2014-04-04,348.65
2014-04-07,345.0
2014-04-09,353.0
2014-04-10,353.7
2014-04-11,347.7
2014-04-15,343.95
2014-04-16,369.2
2014-04-17,349.5
2014-04-21,349.7
2014-04-22,347.9
2014-04-23,347.35
2014-04-25,354.05
2014-04-28,352.0
2014-04-29,361.7
2014-04-30,357.35
2014-05-02,351.75
2014-05-05,359.95
2014-05-06,356.0
2014-05-07,379.95
2014-05-08,395.85
2014-05-09,396.65
2014-05-12,393.45
2014-05-13,378.45
2014-05-14,376.05
2014-05-15,371.2
2014-05-16,374.9
2014-05-19,384.9
2014-05-20,386.2
2014-05-21,385.2
2014-05-22,392.15
2014-05-23,396.0
2014-05-26,385.95
2014-05-27,379.8
2014-05-28,385.0
2014-05-29,388.75
2014-05-30,395.0
2014-06-02,394.1
2014-06-03,389.75
2014-06-04,396.8
2014-06-05,395.0
2014-06-06,403.0
2014-06-09,410.35
2014-06-10,418.6
2014-06-11,404.6
2014-06-12,409.25
2014-06-13,386.5
2014-06-16,390.7
2014-06-17,395.05
2014-06-18,395.7
2014-06-19,394.35
2014-06-20,404.35
2014-06-23,403.5
2014-06-24,395.0
2014-06-25,391.8
2014-06-26,397.05
2014-06-27,398.15
2014-06-30,431.85
2014-07-01,427.75
2014-07-02,422.3
2014-07-03,427.0
2014-07-04,433.35
2014-07-07,437.3
2014-07-08,421.9
2014-07-09,414.0
2014-07-10,417.35
2014-07-11,408.4
2014-07-14,409.5
2014-07-15,408.6
2014-07-16,417.25
2014-07-17,415.0
2014-07-18,411.75
2014-07-21,410.35
2014-07-22,408.0
2014-07-23,406.95
2014-07-24,418.0
2014-07-25,414.3
2014-07-28,406.35
2014-07-30,412.25
2014-07-31,421.6
2014-08-01,413.05
2014-08-04,414.3
2014-08-05,497.15
2014-08-06,505.5
2014-08-07,494.95
2014-08-08,478.6
2014-08-11,495.2
2014-08-12,494.6
2014-08-13,486.55
2014-08-14,532.6
2014-08-18,556.05
2014-08-19,565.8
2014-08-20,574.85
2014-08-21,603.9
2014-08-22,611.2
2014-08-25,604.0
2014-08-26,580.9
2014-08-27,594.0
2014-08-28,616.25
2014-09-01,706.0
2014-09-02,723.3
2014-09-03,720.7
2014-09-04,711.15
2014-09-05,738.8
2014-09-08,814.15
2014-09-09,796.9
2014-09-10,790.5
2014-09-11,792.4
2014-09-12,782.35
2014-09-15,780.85
2014-09-16,734.25
2014-09-17,704.5
2014-09-18,730.2
2014-09-19,702.65
2014-09-22,710.7
2014-09-23,690.8
2014-09-24,662.85
2014-09-25,659.35
2014-09-26,667.85
2014-09-29,669.95
2014-09-30,661.55
2014-10-01,654.8
2014-10-07,648.55
2014-10-08,629.85
2014-10-09,641.75
2014-10-10,630.65
2014-10-13,621.6
2014-10-14,622.4
2014-10-16,606.0
2014-10-17,625.2
2014-10-20,633.05
2014-10-21,641.25
2014-10-22,635.3
2014-10-23,659.15
2014-10-27,689.7
2014-10-28,727.55
2014-10-29,739.2
2014-10-30,749.65
2014-10-31,789.2
2014-11-03,837.4
2014-11-05,816.8
2014-11-07,788.35
2014-11-10,797.15
2014-11-11,797.1
2014-11-12,800.1
2014-11-13,834.0
2014-11-14,859.3
2014-11-17,835.9
2014-11-18,846.8
2014-11-19,814.85
2014-11-20,819.2
2014-11-21,806.05
2014-11-24,801.95
2014-11-25,765.7
2014-11-26,782.7
2014-11-27,793.0
2014-11-28,787.45
2014-12-01,768.3
2014-12-02,779.3
2014-12-03,783.3
2014-12-04,775.0
2014-12-05,768.55
2014-12-08,756.5
2014-12-09,739.2
2014-12-10,729.75
2014-12-11,719.1
2014-12-12,711.55
2014-12-15,707.5
2014-12-16,690.3
2014-12-17,682.15
2014-12-18,710.0
2014-12-19,710.6
2014-12-22,711.4
2014-12-23,704.15
2014-12-24,716.3
2014-12-26,718.0
2014-12-29,722.55
2014-12-30,718.05
2014-12-31,772.45
