Date,BSLGOLDETF
2014-01-01,2847.15
2014-01-02,2899.5
2014-01-03,2922.45
2014-01-06,2906.5
2014-01-07,2914.9
2014-01-08,2862.0
2014-01-09,2845.0
2014-01-10,2870.0
2014-01-13,2849.75
2014-01-14,2905.0
2014-01-15,2844.7
2014-01-16,2845.0
2014-01-17,2870.0
2014-01-20,2870.0
2014-01-21,2848.35
2014-01-22,2854.25
2014-01-23,2855.0
2014-01-24,2866.4
2014-01-27,2903.5
2014-01-28,2854.0
2014-01-29,2850.0
2014-01-30,2894.05
2014-01-31,2842.0
2014-02-03,2875.0
2014-02-04,2935.0
2014-02-05,2933.0
2014-02-06,2940.9
2014-02-07,2870.0
2014-02-10,2895.35
2014-02-11,2944.2
2014-02-12,2910.0
2014-02-13,2910.0
2014-02-14,2914.0
2014-02-17,2960.0
2014-02-18,2989.45
2014-02-19,2990.0
2014-02-20,2950.25
2014-02-21,2960.0
2014-02-24,2966.45
2014-02-25,2952.0
2014-02-26,2974.65
2014-02-28,2950.2
2014-03-03,2978.85
2014-03-04,3009.0
2014-03-05,2994.45
2014-03-06,2936.15
2014-03-07,2938.3
2014-03-10,2891.6
2014-03-11,2922.9
2014-03-12,2964.0
2014-03-13,2927.05
2014-03-14,2919.3
2014-03-18,2931.35
2014-03-19,2916.0
2014-03-20,2896.0
2014-03-21,2890.45
2014-03-22,2908.55
2014-03-24,2910.0
2014-03-25,2854.8
2014-03-26,2840.0
2014-03-27,2800.0
2014-03-28,2781.6
2014-03-31,2771.95
2014-04-01,2760.0
2014-04-02,2760.0
2014-04-03,2764.2
2014-04-04,2765.0
2014-04-07,2750.0
2014-04-09,2794.85
2014-04-10,2819.0
2014-04-11,2834.75
2014-04-15,2840.0
2014-04-16,2884.55
2014-04-17,2845.8
2014-04-21,2840.7
2014-04-22,2840.0
2014-04-23,2895.0
2014-04-25,2890.0
2014-04-28,2903.45
2014-04-29,2918.05
2014-04-30,2873.05
2014-05-02,2912.5
2014-05-05,2899.6
2014-05-06,2899.75
2014-05-07,2930.8
2014-05-08,2850.35
2014-05-09,2867.95
2014-05-12,2863.5
2014-05-13,2816.15
2014-05-14,2859.0
2014-05-15,2825.45
2014-05-16,2764.15
2014-05-19,2740.0
2014-05-20,2745.0
2014-05-21,2783.75
2014-05-22,2665.9
2014-05-23,2654.8
2014-05-26,2630.75
2014-05-27,2620.05
2014-05-28,2616.4
2014-05-29,2600.0
2014-05-30,2625.0
2014-06-02,2625.25
2014-06-03,2545.2
2014-06-04,2593.0
2014-06-05,2526.5
2014-06-06,2565.05
2014-06-09,2565.2
2014-06-10,2597.0
2014-06-11,2590.5
2014-06-12,2582.1
2014-06-13,2625.4
2014-06-16,2651.75
2014-06-17,2691.95
2014-06-18,2650.0
2014-06-19,2647.5
2014-06-20,2688.9
2014-06-23,2740.1
2014-06-24,2768.25
2014-06-25,2700.5
2014-06-26,2718.0
2014-06-27,2720.5
2014-06-30,2690.0
2014-07-01,2707.5
2014-07-02,2724.95
2014-07-03,2710.0
2014-07-04,2719.0
2014-07-07,2668.2
2014-07-08,2678.0
2014-07-09,2653.65
2014-07-10,2790.3
2014-07-11,2742.0
2014-07-14,2695.6
2014-07-15,2672.0
2014-07-16,2690.0
2014-07-17,2657.4
2014-07-18,2661.0
2014-07-21,2722.65
2014-07-22,2700.0
2014-07-23,2700.75
2014-07-25,2671.0
2014-07-28,2722.35
2014-07-30,2720.45
2014-07-31,2672.65
2014-08-01,2690.0
2014-08-04,2699.9
2014-08-05,2679.75
2014-08-06,2676.1
2014-08-07,2755.05
2014-08-08,2800.0
2014-08-11,2730.55
2014-08-12,2716.05
2014-08-13,2703.35
2014-08-14,2750.0
2014-08-18,2716.3
2014-08-19,2712.5
2014-08-20,2700.0
2014-08-21,2687.95
2014-08-22,2667.0
2014-08-25,2657.1
2014-08-26,2686.45
2014-08-27,2682.0
2014-08-28,2656.4
2014-09-01,2699.95
2014-09-02,2679.95
2014-09-03,2637.3
2014-09-04,2668.6
2014-09-05,2677.9
2014-09-08,2675.0
2014-09-09,2642.0
2014-09-10,2646.1
2014-09-11,2628.0
2014-09-12,2612.0
2014-09-15,2609.8
2014-09-16,2611.7
2014-09-17,2584.3
2014-09-18,2565.3
2014-09-19,2589.4
2014-09-22,2551.85
2014-09-23,2580.65
2014-09-24,2604.8
2014-09-25,2573.55
2014-09-26,2630.0
2014-09-29,2566.0
2014-10-01,2617.95
2014-10-07,2620.45
2014-10-08,2597.15
2014-10-09,2628.95
2014-10-10,2572.55
2014-10-13,2617.9
2014-10-14,2647.0
2014-10-16,2644.35
2014-10-17,2607.35
2014-10-20,2600.05
2014-10-21,2695.55
2014-10-22,2650.55
2014-10-23,2617.55
2014-10-27,2598.1
2014-10-28,2600.0
2014-10-29,2580.0
2014-10-30,2550.55
2014-10-31,2539.0
2014-11-03,2529.1
2014-11-05,2499.0
2014-11-07,2487.55
2014-11-10,2562.25
2014-11-11,2539.95
2014-11-12,2490.0
2014-11-13,2525.0
2014-11-14,2482.7
2014-11-17,2529.95
2014-11-18,2549.9
2014-11-19,2548.0
2014-11-20,2494.4
2014-11-21,2520.0
2014-11-24,2537.85
2014-11-25,2540.3
2014-11-26,2541.0
2014-11-27,2506.55
2014-11-28,2500.0
2014-12-01,2510.0
2014-12-02,2500.05
2014-12-03,2545.0
2014-12-04,2505.75
2014-12-05,2520.0
2014-12-08,2529.95
2014-12-09,2535.0
2014-12-10,2589.0
2014-12-11,2590.75
2014-12-12,2580.0
2014-12-15,2590.0
