Date,ADANIPORTS
2014-01-01,156.3
2014-01-02,152.65
2014-01-03,149.9
2014-01-06,150.85
2014-01-07,145.95
2014-01-08,150.75
2014-01-09,149.55
2014-01-10,148.3
2014-01-13,143.75
2014-01-14,147.05
2014-01-15,150.1
2014-01-16,150.8
2014-01-17,148.65
2014-01-20,150.95
2014-01-21,147.65
2014-01-22,147.9
2014-01-23,148.3
2014-01-24,145.0
2014-01-27,143.95
2014-01-28,142.0
2014-01-29,146.65
2014-01-30,141.65
2014-01-31,146.95
2014-02-03,143.95
2014-02-04,146.9
2014-02-05,145.7
2014-02-06,146.4
2014-02-07,147.5
2014-02-10,148.05
2014-02-11,148.25
2014-02-12,146.05
2014-02-13,144.15
2014-02-14,147.05
2014-02-17,151.2
2014-02-18,159.65
2014-02-19,164.1
2014-02-20,164.8
2014-02-21,167.25
2014-02-24,164.5
2014-02-25,159.0
2014-02-26,160.75
2014-02-28,167.25
2014-03-03,171.65
2014-03-04,175.45
2014-03-05,176.9
2014-03-06,179.15
2014-03-07,186.9
2014-03-10,187.85
2014-03-11,184.6
2014-03-12,183.65
2014-03-13,179.2
2014-03-14,183.2
2014-03-18,188.75
2014-03-19,185.2
2014-03-20,181.6
2014-03-21,181.7
2014-03-22,181.6
2014-03-24,178.5
2014-03-25,179.9
2014-03-26,178.8
2014-03-27,179.75
2014-03-28,186.15
2014-03-31,187.45
2014-04-01,186.3
2014-04-02,186.0
2014-04-03,181.3
2014-04-04,179.85
2014-04-07,177.0
2014-04-09,183.45
2014-04-10,193.0
2014-04-11,193.65
2014-04-15,187.0
2014-04-16,194.1
2014-04-17,198.4
2014-04-21,204.0
2014-04-22,204.8
2014-04-23,204.45
2014-04-25,198.7
2014-04-28,192.15
2014-04-29,191.55
2014-04-30,188.2
2014-05-02,185.85
2014-05-05,186.05
2014-05-06,192.5
2014-05-07,189.5
2014-05-08,190.2
2014-05-09,204.7
2014-05-12,204.6
2014-05-13,224.5
2014-05-14,217.05
2014-05-15,220.4
2014-05-16,225.0
2014-05-19,231.65
2014-05-20,235.8
2014-05-21,225.65
2014-05-22,225.05
2014-05-23,227.7
2014-05-26,223.25
2014-05-27,214.45
2014-05-28,220.4
2014-05-29,211.9
2014-05-30,227.5
2014-06-02,226.15
2014-06-03,240.3
2014-06-04,243.85
2014-06-05,241.65
2014-06-06,257.65
2014-06-09,254.0
2014-06-10,246.05
2014-06-11,238.2
2014-06-12,236.95
2014-06-13,230.6
2014-06-16,228.1
2014-06-17,236.1
2014-06-18,231.05
2014-06-19,225.95
2014-06-20,232.6
2014-06-23,237.0
2014-06-24,238.0
2014-06-25,237.15
2014-06-26,234.55
2014-06-27,231.4
2014-06-30,243.7
2014-07-01,244.2
2014-07-02,271.25
2014-07-03,270.4
2014-07-04,275.55
2014-07-07,280.7
2014-07-08,258.45
2014-07-09,264.9
2014-07-10,270.3
2014-07-11,248.7
2014-07-14,252.8
2014-07-15,262.95
2014-07-16,281.0
2014-07-17,285.65
2014-07-18,288.3
2014-07-21,288.1
2014-07-22,284.8
2014-07-23,279.8
2014-07-24,275.7
2014-07-25,268.05
2014-07-28,266.0
2014-07-30,263.65
2014-07-31,260.55
2014-08-01,259.25
2014-08-04,265.45
2014-08-05,265.8
2014-08-06,268.5
2014-08-07,266.15
2014-08-08,262.1
2014-08-11,270.0
2014-08-12,271.35
2014-08-13,274.4
2014-08-14,272.4
2014-08-18,273.6
2014-08-19,287.15
2014-08-20,293.15
2014-08-21,296.9
2014-08-22,297.7
2014-08-25,293.35
2014-08-26,298.0
2014-08-27,288.25
2014-08-28,282.85
2014-09-01,286.5
2014-09-02,288.85
2014-09-03,289.1
2014-09-04,289.3
2014-09-05,290.15
2014-09-08,299.8
2014-09-09,295.2
2014-09-10,293.45
2014-09-11,293.45
2014-09-12,293.5
2014-09-15,291.8
2014-09-16,279.7
2014-09-17,282.45
2014-09-18,294.6
2014-09-19,284.95
2014-09-22,285.8
2014-09-23,273.1
2014-09-24,268.25
2014-09-25,267.9
2014-09-26,279.95
2014-09-29,281.45
2014-09-30,277.55
2014-10-01,275.15
2014-10-07,259.9
2014-10-08,261.15
2014-10-09,269.8
2014-10-10,258.9
2014-10-13,260.5
2014-10-14,260.15
2014-10-16,252.95
2014-10-17,250.35
2014-10-20,258.9
2014-10-21,261.9
2014-10-22,269.0
2014-10-23,270.0
2014-10-27,263.85
2014-10-28,261.4
2014-10-29,271.95
2014-10-30,271.85
2014-10-31,285.65
2014-11-03,291.5
2014-11-05,288.75
2014-11-07,292.9
2014-11-10,290.7
2014-11-11,291.5
2014-11-12,300.7
2014-11-13,294.25
2014-11-14,297.25
2014-11-17,296.1
2014-11-18,303.1
2014-11-19,300.15
2014-11-20,300.25
2014-11-21,303.05
2014-11-24,306.3
2014-11-25,298.7
2014-11-26,296.8
2014-11-27,290.35
2014-11-28,290.25
2014-12-01,289.0
2014-12-02,286.15
2014-12-03,291.25
2014-12-04,286.2
2014-12-05,284.55
2014-12-08,276.8
2014-12-09,269.2
2014-12-10,275.25
2014-12-11,278.1
2014-12-12,277.45
2014-12-15,288.05
2014-12-16,274.5
2014-12-17,273.75
2014-12-18,289.95
2014-12-19,289.9
2014-12-22,290.3
2014-12-23,288.15
2014-12-24,283.05
2014-12-26,289.2
2014-12-29,293.1
2014-12-30,316.0
2014-12-31,319.05
