Date,MANALIPETC
2014-01-01,8.9
2014-01-02,8.3
2014-01-03,8.35
2014-01-06,8.4
2014-01-07,8.5
2014-01-08,8.55
2014-01-09,8.9
2014-01-10,8.6
2014-01-13,8.55
2014-01-14,8.35
2014-01-15,8.3
2014-01-16,8.25
2014-01-17,7.95
2014-01-20,7.85
2014-01-21,7.9
2014-01-22,8.0
2014-01-23,7.85
2014-01-24,7.65
2014-01-27,7.6
2014-01-28,7.55
2014-01-29,7.65
2014-01-30,7.55
2014-01-31,7.4
2014-02-03,7.3
2014-02-04,7.3
2014-02-05,7.5
2014-02-06,7.3
2014-02-07,7.3
2014-02-10,7.2
2014-02-11,7.4
2014-02-12,7.4
2014-02-13,7.6
2014-02-14,7.8
2014-02-17,7.8
2014-02-18,7.75
2014-02-19,7.65
2014-02-20,7.55
2014-02-21,7.6
2014-02-24,7.45
2014-02-25,7.45
2014-02-26,7.6
2014-02-28,7.55
2014-03-03,7.5
2014-03-04,7.8
2014-03-05,7.7
2014-03-06,7.8
2014-03-07,8.5
2014-03-10,8.3
2014-03-11,7.85
2014-03-12,8.0
2014-03-13,8.1
2014-03-14,7.85
2014-03-18,7.95
2014-03-19,8.05
2014-03-20,8.0
2014-03-21,8.05
2014-03-22,8.05
2014-03-24,8.2
2014-03-25,8.25
2014-03-26,8.1
2014-03-27,8.1
2014-03-28,8.25
2014-03-31,8.2
2014-04-01,8.35
2014-04-02,8.6
2014-04-03,8.45
2014-04-04,8.65
2014-04-07,8.55
2014-04-09,9.0
2014-04-10,8.95
2014-04-11,9.05
2014-04-15,8.9
2014-04-16,8.55
2014-04-17,8.6
2014-04-21,8.65
2014-04-22,8.7
2014-04-23,9.1
2014-04-25,8.85
2014-04-28,8.8
2014-04-29,8.9
2014-04-30,8.65
2014-05-02,8.6
2014-05-05,8.6
2014-05-06,8.6
2014-05-07,8.45
2014-05-08,8.3
2014-05-09,8.55
2014-05-12,8.55
2014-05-13,8.9
2014-05-14,9.0
2014-05-15,8.95
2014-05-16,8.85
2014-05-19,9.65
2014-05-20,10.5
2014-05-21,11.2
2014-05-22,11.45
2014-05-23,11.85
2014-05-26,11.65
2014-05-27,11.2
2014-05-28,11.65
2014-05-29,11.25
2014-05-30,11.05
2014-06-02,11.2
2014-06-03,11.4
2014-06-04,12.45
2014-06-05,12.2
2014-06-06,12.45
2014-06-09,12.5
2014-06-10,12.4
2014-06-11,12.55
2014-06-12,13.0
2014-06-13,12.25
2014-06-16,12.3
2014-06-17,12.55
2014-06-18,12.45
2014-06-19,12.6
2014-06-20,12.4
2014-06-23,12.25
2014-06-24,12.65
2014-06-25,13.15
2014-06-26,12.75
2014-06-27,12.5
2014-06-30,13.05
2014-07-01,13.05
2014-07-02,13.1
2014-07-03,12.95
2014-07-04,12.95
2014-07-07,13.3
2014-07-08,12.45
2014-07-09,11.8
2014-07-10,12.05
2014-07-11,11.6
2014-07-14,11.35
2014-07-15,11.65
2014-07-16,11.65
2014-07-17,11.8
2014-07-18,11.7
2014-07-21,11.75
2014-07-22,12.0
2014-07-23,11.95
2014-07-24,11.9
2014-07-25,12.0
2014-07-28,12.0
2014-07-30,12.2
2014-07-31,11.8
2014-08-01,11.35
2014-08-04,11.45
2014-08-05,11.5
2014-08-06,11.55
2014-08-07,11.2
2014-08-08,10.75
2014-08-11,10.75
2014-08-12,10.75
2014-08-13,11.3
2014-08-14,11.3
2014-08-18,11.15
2014-08-19,11.25
2014-08-20,11.8
2014-08-21,11.8
2014-08-22,11.5
2014-08-25,11.5
2014-08-26,11.25
2014-08-27,11.2
2014-08-28,11.05
2014-09-01,11.2
2014-09-02,11.65
2014-09-03,11.5
2014-09-04,11.25
2014-09-05,11.65
2014-09-08,12.25
2014-09-09,14.15
2014-09-10,14.1
2014-09-11,14.5
2014-09-12,15.85
2014-09-15,16.25
2014-09-16,14.3
2014-09-17,14.2
2014-09-18,14.95
2014-09-19,15.55
2014-09-22,15.3
2014-09-23,14.2
2014-09-24,14.25
2014-09-25,13.45
2014-09-26,13.95
2014-09-29,14.1
2014-09-30,14.0
2014-10-01,14.05
2014-10-07,13.55
2014-10-08,13.35
2014-10-09,14.2
2014-10-10,14.05
2014-10-13,14.0
2014-10-14,13.7
2014-10-16,13.4
2014-10-17,13.3
2014-10-20,13.75
2014-10-21,13.8
2014-10-22,13.8
2014-10-23,13.9
2014-10-27,13.65
2014-10-28,14.15
2014-10-29,14.0
2014-10-30,13.85
2014-10-31,14.1
2014-11-03,14.3
2014-11-05,15.0
2014-11-07,17.15
2014-11-10,16.8
2014-11-11,16.75
2014-11-12,17.8
2014-11-13,17.55
2014-11-14,17.1
2014-11-17,16.95
2014-11-18,18.3
2014-11-19,18.0
2014-11-20,17.6
2014-11-21,17.75
2014-11-24,17.1
2014-11-25,16.45
2014-11-26,16.7
2014-11-27,16.4
2014-11-28,16.55
2014-12-01,16.55
2014-12-02,16.6
2014-12-03,16.7
2014-12-04,16.55
2014-12-05,16.3
2014-12-08,15.85
2014-12-09,15.45
2014-12-10,15.55
2014-12-11,15.3
2014-12-12,14.75
2014-12-15,14.25
2014-12-16,13.4
2014-12-17,13.45
2014-12-18,14.4
2014-12-19,14.4
2014-12-22,14.8
2014-12-23,14.4
2014-12-24,15.15
2014-12-26,15.25
2014-12-29,15.8
2014-12-30,16.2
2014-12-31,16.2
