Date,CONCOR
2014-01-01,724.0
2014-01-02,727.65
2014-01-03,739.1
2014-01-06,739.4
2014-01-07,738.05
2014-01-08,755.1
2014-01-09,752.2
2014-01-10,744.3
2014-01-13,745.9
2014-01-14,737.95
2014-01-15,731.65
2014-01-16,736.2
2014-01-17,717.65
2014-01-20,725.65
2014-01-21,730.2
2014-01-22,722.85
2014-01-23,732.0
2014-01-24,731.35
2014-01-27,732.05
2014-01-28,731.4
2014-01-29,733.3
2014-01-30,729.0
2014-01-31,734.75
2014-02-03,726.6
2014-02-04,727.8
2014-02-05,725.6
2014-02-06,725.25
2014-02-07,727.4
2014-02-10,728.0
2014-02-11,723.2
2014-02-12,717.65
2014-02-13,709.1
2014-02-14,716.6
2014-02-17,718.7
2014-02-18,719.7
2014-02-19,724.8
2014-02-20,720.0
2014-02-21,746.85
2014-02-24,755.05
2014-02-25,755.3
2014-02-26,760.85
2014-02-28,763.9
2014-03-03,780.2
2014-03-04,794.0
2014-03-05,803.1
2014-03-06,846.4
2014-03-07,849.5
2014-03-10,850.1
2014-03-11,848.6
2014-03-12,832.3
2014-03-13,821.95
2014-03-14,815.25
2014-03-18,827.9
2014-03-19,819.7
2014-03-20,832.05
2014-03-21,833.75
2014-03-22,841.15
2014-03-24,876.75
2014-03-25,918.95
2014-03-26,953.4
2014-03-27,945.15
2014-03-28,970.1
2014-03-31,970.45
2014-04-01,944.0
2014-04-02,944.75
2014-04-03,931.65
2014-04-04,909.8
2014-04-07,903.05
2014-04-09,916.1
2014-04-10,934.95
2014-04-11,927.1
2014-04-15,911.5
2014-04-16,911.55
2014-04-17,926.9
2014-04-21,932.6
2014-04-22,939.45
2014-04-23,960.05
2014-04-25,1025.5
2014-04-28,991.65
2014-04-29,993.3
2014-04-30,961.75
2014-05-02,961.65
2014-05-05,971.85
2014-05-06,974.75
2014-05-07,977.75
2014-05-08,994.65
2014-05-09,1021.4
2014-05-12,1033.65
2014-05-13,1053.1
2014-05-14,1067.3
2014-05-15,1061.65
2014-05-16,1078.5
2014-05-19,1174.95
2014-05-20,1169.8
2014-05-21,1160.4
2014-05-22,1194.3
2014-05-23,1198.85
2014-05-26,1170.6
2014-05-27,1157.75
2014-05-28,1132.95
2014-05-29,1134.35
2014-05-30,1117.55
2014-06-02,1153.9
2014-06-03,1169.15
2014-06-04,1155.05
2014-06-05,1189.75
2014-06-06,1184.85
2014-06-09,1191.2
2014-06-10,1163.6
2014-06-11,1174.5
2014-06-12,1170.15
2014-06-13,1157.45
2014-06-16,1156.15
2014-06-17,1165.75
2014-06-18,1180.55
2014-06-19,1170.0
2014-06-20,1157.55
2014-06-23,1176.0
2014-06-24,1169.35
2014-06-25,1174.15
2014-06-26,1163.6
2014-06-27,1162.0
2014-06-30,1189.05
2014-07-01,1249.65
2014-07-02,1290.25
2014-07-03,1279.35
2014-07-04,1270.65
2014-07-07,1343.8
2014-07-08,1265.9
2014-07-09,1261.1
2014-07-10,1302.2
2014-07-11,1253.3
2014-07-14,1241.0
2014-07-15,1262.65
2014-07-16,1300.95
2014-07-17,1315.25
2014-07-18,1302.45
2014-07-21,1314.35
2014-07-22,1324.25
2014-07-23,1308.2
2014-07-24,1328.9
2014-07-25,1315.0
2014-07-28,1264.8
2014-07-30,1309.9
2014-07-31,1306.2
2014-08-01,1264.85
2014-08-04,1270.9
2014-08-05,1279.85
2014-08-06,1300.9
2014-08-07,1299.8
2014-08-08,1295.15
2014-08-11,1301.95
2014-08-12,1304.9
2014-08-13,1296.8
2014-08-14,1289.45
2014-08-18,1305.1
2014-08-19,1304.6
2014-08-20,1304.0
2014-08-21,1329.9
2014-08-22,1355.4
2014-08-25,1332.55
2014-08-26,1334.3
2014-08-27,1326.45
2014-08-28,1320.65
2014-09-01,1325.7
2014-09-02,1333.2
2014-09-03,1331.0
2014-09-04,1286.9
2014-09-05,1262.35
2014-09-08,1297.3
2014-09-09,1293.95
2014-09-10,1285.6
2014-09-11,1285.95
2014-09-12,1290.0
2014-09-15,1265.35
2014-09-16,1251.85
2014-09-17,1265.45
2014-09-18,1285.75
2014-09-19,1330.3
2014-09-22,1374.7
2014-09-23,1319.45
2014-09-24,1354.7
2014-09-25,1327.35
2014-09-26,1333.2
2014-09-29,1352.05
2014-09-30,1353.8
2014-10-01,1353.05
2014-10-07,1309.35
2014-10-08,1317.4
2014-10-09,1333.95
2014-10-10,1301.5
2014-10-13,1329.95
2014-10-14,1327.9
2014-10-16,1293.85
2014-10-17,1304.2
2014-10-20,1306.35
2014-10-21,1308.35
2014-10-22,1319.6
2014-10-23,1331.9
2014-10-27,1341.3
2014-10-28,1378.9
2014-10-29,1376.9
2014-10-30,1324.25
2014-10-31,1351.8
2014-11-03,1356.7
2014-11-05,1344.5
2014-11-07,1329.7
2014-11-10,1331.95
2014-11-11,1339.95
2014-11-12,1329.35
2014-11-13,1309.55
2014-11-14,1343.0
2014-11-17,1355.2
2014-11-18,1421.85
2014-11-19,1484.95
2014-11-20,1439.65
2014-11-21,1440.05
2014-11-24,1473.55
2014-11-25,1448.95
2014-11-26,1443.25
2014-11-27,1461.1
2014-11-28,1347.3
2014-12-01,1315.15
2014-12-02,1324.5
2014-12-03,1344.75
2014-12-04,1354.8
2014-12-05,1342.8
2014-12-08,1332.9
2014-12-09,1337.6
2014-12-10,1337.65
2014-12-11,1318.55
2014-12-12,1299.65
2014-12-15,1293.3
2014-12-16,1256.75
2014-12-17,1270.95
2014-12-18,1330.1
2014-12-19,1338.05
2014-12-22,1330.75
2014-12-23,1300.0
2014-12-24,1315.2
2014-12-26,1315.2
2014-12-29,1328.3
2014-12-30,1345.6
2014-12-31,1353.0
