Date,GALLANTT
2014-01-01,18.5
2014-01-02,18.4
2014-01-03,18.85
2014-01-06,18.95
2014-01-07,18.65
2014-01-08,18.65
2014-01-09,18.75
2014-01-10,18.8
2014-01-13,18.2
2014-01-14,18.3
2014-01-15,18.4
2014-01-16,18.55
2014-01-17,18.4
2014-01-20,18.5
2014-01-21,18.45
2014-01-22,18.15
2014-01-23,18.0
2014-01-24,17.7
2014-01-27,18.1
2014-01-28,17.85
2014-01-29,17.8
2014-01-30,17.85
2014-01-31,17.65
2014-02-03,17.85
2014-02-04,17.7
2014-02-05,17.6
2014-02-06,17.95
2014-02-07,17.75
2014-02-10,17.65
2014-02-11,17.85
2014-02-12,17.95
2014-02-13,18.35
2014-02-14,18.7
2014-02-17,18.55
2014-02-18,19.15
2014-02-19,19.0
2014-02-20,18.4
2014-02-21,17.95
2014-02-24,18.5
2014-02-25,18.9
2014-02-26,18.5
2014-02-28,17.9
2014-03-03,17.75
2014-03-04,17.7
2014-03-05,17.65
2014-03-06,17.5
2014-03-07,17.75
2014-03-10,17.85
2014-03-11,17.5
2014-03-12,17.3
2014-03-13,17.35
2014-03-14,17.5
2014-03-18,17.3
2014-03-19,17.2
2014-03-20,17.1
2014-03-21,17.15
2014-03-22,16.95
2014-03-24,17.9
2014-03-25,18.15
2014-03-26,17.6
2014-03-27,18.0
2014-03-28,17.85
2014-03-31,18.8
2014-04-01,18.9
2014-04-02,20.6
2014-04-03,21.85
2014-04-04,22.55
2014-04-07,21.65
2014-04-09,21.45
2014-04-10,20.35
2014-04-11,18.95
2014-04-15,18.9
2014-04-16,18.2
2014-04-17,18.5
2014-04-21,18.55
2014-04-22,18.95
2014-04-23,20.05
2014-04-25,19.5
2014-04-28,20.0
2014-04-29,19.45
2014-04-30,19.25
2014-05-02,19.7
2014-05-05,18.7
2014-05-06,18.45
2014-05-07,18.6
2014-05-08,18.55
2014-05-09,19.35
2014-05-12,18.65
2014-05-13,18.7
2014-05-14,18.45
2014-05-15,18.05
2014-05-16,18.15
2014-05-19,19.0
2014-05-20,19.2
2014-05-21,19.7
2014-05-22,22.1
2014-05-23,22.7
2014-05-26,22.75
2014-05-27,21.2
2014-05-28,22.85
2014-05-29,22.0
2014-05-30,21.65
2014-06-02,22.35
2014-06-03,22.15
2014-06-04,22.8
2014-06-05,23.0
2014-06-06,22.7
2014-06-09,23.5
2014-06-10,23.35
2014-06-11,23.3
2014-06-12,23.0
2014-06-13,22.6
2014-06-16,21.35
2014-06-17,22.35
2014-06-18,22.55
2014-06-19,23.15
2014-06-20,22.9
2014-06-23,22.85
2014-06-24,23.25
2014-06-25,23.4
2014-06-26,23.0
2014-06-27,23.0
2014-06-30,22.55
2014-07-01,22.7
2014-07-02,23.15
2014-07-03,22.8
2014-07-04,22.95
2014-07-07,22.7
2014-07-08,22.35
2014-07-09,21.2
2014-07-10,21.4
2014-07-11,21.4
2014-07-14,21.65
2014-07-15,21.7
2014-07-16,21.75
2014-07-17,21.75
2014-07-18,22.15
2014-07-21,22.0
2014-07-22,21.8
2014-07-23,21.8
2014-07-24,22.25
2014-07-25,21.8
2014-07-28,22.0
2014-07-30,22.05
2014-07-31,22.15
2014-08-01,22.2
2014-08-04,22.1
2014-08-05,22.55
2014-08-06,22.2
2014-08-07,22.0
2014-08-08,21.95
2014-08-11,21.5
2014-08-12,22.55
2014-08-13,22.8
2014-08-14,23.9
2014-08-18,23.6
2014-08-19,23.6
2014-08-20,23.7
2014-08-21,23.95
2014-08-22,24.35
2014-08-25,25.3
2014-08-26,25.15
2014-08-27,24.65
2014-08-28,24.1
2014-09-01,23.55
2014-09-02,23.6
2014-09-03,23.25
2014-09-04,22.8
2014-09-05,22.3
2014-09-08,23.0
2014-09-09,23.0
2014-09-10,22.5
2014-09-11,22.35
2014-09-12,22.8
2014-09-15,22.6
2014-09-16,22.15
2014-09-17,22.5
2014-09-18,22.7
2014-09-19,22.5
2014-09-22,22.1
2014-09-23,22.55
2014-09-24,22.0
2014-09-25,21.0
2014-09-26,17.6
2014-09-29,18.1
2014-09-30,18.0
2014-10-01,17.7
2014-10-07,18.6
2014-10-08,19.25
2014-10-09,19.4
2014-10-10,20.35
2014-10-13,21.3
2014-10-14,21.95
2014-10-16,22.0
2014-10-17,22.0
2014-10-20,22.0
2014-10-21,22.8
2014-10-22,22.1
2014-10-23,22.55
2014-10-27,22.25
2014-10-28,22.0
2014-10-29,22.0
2014-10-30,22.1
2014-10-31,22.0
2014-11-03,22.4
2014-11-05,22.0
2014-11-07,22.8
2014-11-10,22.95
2014-11-11,24.0
2014-11-12,24.45
2014-11-13,23.5
2014-11-14,23.75
2014-11-17,23.1
2014-11-18,23.05
2014-11-19,27.65
2014-11-20,28.85
2014-11-21,28.45
2014-11-24,27.9
2014-11-25,26.3
2014-11-26,25.9
2014-11-27,26.35
2014-11-28,25.65
2014-12-01,24.45
2014-12-02,24.0
2014-12-03,24.95
2014-12-04,24.95
2014-12-05,24.8
2014-12-08,24.1
2014-12-09,23.75
2014-12-10,23.4
2014-12-11,23.3
2014-12-12,23.1
2014-12-15,23.55
2014-12-16,23.1
2014-12-17,22.9
2014-12-18,23.95
2014-12-19,24.25
2014-12-22,23.55
2014-12-23,23.35
2014-12-24,23.7
2014-12-26,23.7
2014-12-29,24.2
2014-12-30,24.0
2014-12-31,23.8
