Date,GRASIM
2014-01-01,2714.55
2014-01-02,2643.25
2014-01-03,2630.7
2014-01-06,2631.2
2014-01-07,2611.65
2014-01-08,2600.4
2014-01-09,2599.4
2014-01-10,2588.55
2014-01-13,2602.25
2014-01-14,2565.25
2014-01-15,2581.9
2014-01-16,2605.95
2014-01-17,2622.0
2014-01-20,2595.55
2014-01-21,2603.3
2014-01-22,2585.65
2014-01-23,2591.0
2014-01-24,2594.05
2014-01-27,2592.4
2014-01-28,2592.9
2014-01-29,2605.5
2014-01-30,2589.5
2014-01-31,2565.1
2014-02-03,2511.25
2014-02-04,2490.65
2014-02-05,2485.65
2014-02-06,2519.25
2014-02-07,2550.55
2014-02-10,2567.95
2014-02-11,2580.55
2014-02-12,2574.7
2014-02-13,2468.1
2014-02-14,2454.85
2014-02-17,2469.2
2014-02-18,2483.4
2014-02-19,2482.7
2014-02-20,2431.0
2014-02-21,2500.25
2014-02-24,2504.75
2014-02-25,2527.55
2014-02-26,2566.65
2014-02-28,2540.8
2014-03-03,2523.4
2014-03-04,2571.05
2014-03-05,2645.75
2014-03-06,2745.8
2014-03-07,2762.45
2014-03-10,2750.3
2014-03-11,2815.25
2014-03-12,2773.9
2014-03-13,2738.15
2014-03-14,2733.4
2014-03-18,2716.9
2014-03-19,2740.25
2014-03-20,2729.5
2014-03-21,2744.3
2014-03-22,2746.95
2014-03-24,2787.5
2014-03-25,2807.95
2014-03-26,2810.65
2014-03-27,2776.1
2014-03-28,2859.75
2014-03-31,2888.05
2014-04-01,2849.45
2014-04-02,2825.0
2014-04-03,2814.65
2014-04-04,2814.75
2014-04-07,2847.05
2014-04-09,2855.7
2014-04-10,2839.8
2014-04-11,2806.25
2014-04-15,2779.15
2014-04-16,2746.3
2014-04-17,2763.05
2014-04-21,2801.95
2014-04-22,2772.95
2014-04-23,2759.9
2014-04-25,2675.2
2014-04-28,2643.35
2014-04-29,2669.55
2014-04-30,2616.05
2014-05-02,2629.6
2014-05-05,2638.6
2014-05-06,2630.2
2014-05-07,2611.55
2014-05-08,2625.1
2014-05-09,2722.4
2014-05-12,2839.65
2014-05-13,2913.35
2014-05-14,2976.75
2014-05-15,2937.55
2014-05-16,3068.6
2014-05-19,3020.75
2014-05-20,3032.6
2014-05-21,2952.65
2014-05-22,2958.8
2014-05-23,3001.35
2014-05-26,3067.8
2014-05-27,3084.25
2014-05-28,3191.45
2014-05-29,3167.35
2014-05-30,3179.25
2014-06-02,3160.45
2014-06-03,3327.5
2014-06-04,3344.45
2014-06-05,3329.5
2014-06-06,3314.8
2014-06-09,3697.7
2014-06-10,3577.8
2014-06-11,3558.15
2014-06-12,3573.65
2014-06-13,3535.15
2014-06-16,3560.9
2014-06-17,3577.75
2014-06-18,3550.25
2014-06-19,3546.15
2014-06-20,3501.05
2014-06-23,3496.7
2014-06-24,3512.85
2014-06-25,3488.0
2014-06-26,3391.05
2014-06-27,3415.05
2014-06-30,3430.5
2014-07-01,3411.6
2014-07-02,3434.75
2014-07-03,3420.35
2014-07-04,3390.15
2014-07-07,3363.9
2014-07-08,3279.85
2014-07-09,3292.3
2014-07-10,3309.9
2014-07-11,3211.2
2014-07-14,3199.35
2014-07-15,3224.95
2014-07-16,3263.25
2014-07-17,3376.6
2014-07-18,3337.1
2014-07-21,3407.85
2014-07-22,3394.0
2014-07-23,3336.8
2014-07-24,3321.8
2014-07-25,3293.55
2014-07-28,3209.6
2014-07-30,3262.2
2014-07-31,3214.75
2014-08-01,3217.55
2014-08-04,3212.25
2014-08-05,3333.7
2014-08-06,3277.95
2014-08-07,3289.1
2014-08-08,3261.35
2014-08-11,3303.9
