Date,COX&KINGS
2014-01-01,117.2
2014-01-02,121.95
2014-01-03,136.15
2014-01-06,131.2
2014-01-07,139.15
2014-01-08,136.3
2014-01-09,133.9
2014-01-10,135.85
2014-01-13,146.05
2014-01-14,146.0
2014-01-15,142.4
2014-01-16,140.75
2014-01-17,134.2
2014-01-20,148.0
2014-01-21,141.55
2014-01-22,142.65
2014-01-23,140.25
2014-01-24,136.35
2014-01-27,135.4
2014-01-28,142.8
2014-01-29,139.25
2014-01-30,135.7
2014-01-31,139.75
2014-02-03,136.15
2014-02-04,139.4
2014-02-05,138.75
2014-02-06,138.75
2014-02-07,136.0
2014-02-10,136.45
2014-02-11,137.25
2014-02-12,136.5
2014-02-13,131.8
2014-02-14,139.3
2014-02-17,145.95
2014-02-18,148.75
2014-02-19,145.55
2014-02-20,142.0
2014-02-21,140.8
2014-02-24,140.35
2014-02-25,141.1
2014-02-26,140.0
2014-02-28,139.9
2014-03-03,140.65
2014-03-04,140.2
2014-03-05,148.35
2014-03-06,156.2
2014-03-07,151.85
2014-03-10,153.25
2014-03-11,151.15
2014-03-12,155.7
2014-03-13,149.7
2014-03-14,150.55
2014-03-18,150.5
2014-03-19,158.15
2014-03-20,156.65
2014-03-21,157.9
2014-03-22,162.1
2014-03-24,157.5
2014-03-25,160.1
2014-03-26,157.1
2014-03-27,157.05
2014-03-28,159.95
2014-03-31,160.05
2014-04-01,160.55
2014-04-02,162.95
2014-04-03,161.5
2014-04-04,158.8
2014-04-07,158.4
2014-04-09,159.2
2014-04-10,159.6
2014-04-11,159.65
2014-04-15,159.75
2014-04-16,157.35
2014-04-17,157.2
2014-04-21,156.5
2014-04-22,152.45
2014-04-23,152.6
2014-04-25,155.85
2014-04-28,154.75
2014-04-29,158.5
2014-04-30,150.95
2014-05-02,151.85
2014-05-05,150.35
2014-05-06,149.5
2014-05-07,146.7
2014-05-08,154.95
2014-05-09,151.75
2014-05-12,149.5
2014-05-13,151.5
2014-05-14,152.7
2014-05-15,152.9
2014-05-16,158.6
2014-05-19,159.65
2014-05-20,162.9
2014-05-21,173.8
2014-05-22,177.15
2014-05-23,177.85
2014-05-26,170.0
2014-05-27,168.65
2014-05-28,171.9
2014-05-29,180.85
2014-05-30,168.2
2014-06-02,182.5
2014-06-03,180.05
2014-06-04,193.35
2014-06-05,187.1
2014-06-06,193.35
2014-06-09,208.9
2014-06-10,210.5
2014-06-11,215.4
2014-06-12,220.25
2014-06-13,205.85
2014-06-16,202.15
2014-06-17,204.55
2014-06-18,213.45
2014-06-19,208.6
2014-06-20,200.5
2014-06-23,204.5
2014-06-24,207.8
2014-06-25,206.65
2014-06-26,207.25
2014-06-27,208.3
2014-06-30,212.55
2014-07-01,218.0
2014-07-02,226.3
2014-07-03,242.55
2014-07-04,265.25
2014-07-07,252.55
2014-07-08,252.25
2014-07-09,242.3
2014-07-10,243.6
2014-07-11,236.75
2014-07-14,228.1
2014-07-15,250.05
2014-07-16,259.5
2014-07-17,260.45
2014-07-18,263.2
2014-07-21,269.65
2014-07-22,264.65
2014-07-23,256.75
2014-07-24,257.3
2014-07-25,259.05
2014-07-28,255.75
2014-07-30,269.55
2014-07-31,265.0
2014-08-01,261.4
2014-08-04,263.4
2014-08-05,262.65
2014-08-06,262.3
2014-08-07,264.1
2014-08-08,257.6
2014-08-11,259.3
2014-08-12,270.6
2014-08-13,263.65
2014-08-14,266.05
2014-08-18,286.6
2014-08-19,296.05
2014-08-20,303.55
2014-08-21,297.05
2014-08-22,293.45
2014-08-25,290.25
2014-08-26,292.45
2014-08-27,305.55
2014-08-28,297.5
2014-09-01,298.1
2014-09-02,293.35
2014-09-03,295.9
2014-09-04,295.3
2014-09-05,295.4
2014-09-08,298.5
2014-09-09,296.55
2014-09-10,300.25
2014-09-11,305.55
2014-09-12,299.7
2014-09-15,315.65
2014-09-16,336.25
2014-09-17,330.65
2014-09-18,329.35
2014-09-19,322.05
2014-09-22,314.85
2014-09-23,303.95
2014-09-24,289.05
2014-09-25,284.35
2014-09-26,291.85
2014-09-29,323.6
2014-09-30,316.0
2014-10-01,304.55
2014-10-07,311.0
2014-10-08,319.5
2014-10-09,318.7
2014-10-10,302.2
2014-10-13,290.9
2014-10-14,302.1
2014-10-16,285.45
2014-10-17,290.65
2014-10-20,286.05
2014-10-21,293.85
2014-10-22,289.6
2014-10-23,297.75
2014-10-27,284.9
2014-10-28,282.15
2014-10-29,279.0
2014-10-30,277.35
2014-10-31,286.65
2014-11-03,295.7
2014-11-05,305.85
2014-11-07,306.05
2014-11-10,308.05
2014-11-11,308.1
2014-11-12,309.9
2014-11-13,312.2
2014-11-14,308.55
2014-11-17,309.2
2014-11-18,309.75
2014-11-19,310.35
2014-11-20,316.95
2014-11-21,309.6
2014-11-24,307.55
2014-11-25,289.8
2014-11-26,291.75
2014-11-27,293.9
2014-11-28,291.65
2014-12-01,285.1
2014-12-02,279.6
2014-12-03,277.5
2014-12-04,281.85
2014-12-05,282.2
2014-12-08,279.5
2014-12-09,277.25
2014-12-10,275.55
2014-12-11,271.95
2014-12-12,265.1
2014-12-15,271.25
2014-12-16,265.15
2014-12-17,266.4
2014-12-18,273.85
2014-12-19,283.35
2014-12-22,295.25
2014-12-23,294.25
2014-12-24,298.35
2014-12-26,294.95
2014-12-29,286.2
2014-12-30,288.35
2014-12-31,295.45
