Date,JBCHEPHARM
2014-01-01,132.35
2014-01-02,128.45
2014-01-03,137.45
2014-01-06,135.55
2014-01-07,133.8
2014-01-08,136.4
2014-01-09,133.9
2014-01-10,129.85
2014-01-13,131.8
2014-01-14,132.0
2014-01-15,132.15
2014-01-16,131.7
2014-01-17,126.0
2014-01-20,126.95
2014-01-21,129.0
2014-01-22,130.95
2014-01-23,131.3
2014-01-24,126.75
2014-01-27,122.25
2014-01-28,123.5
2014-01-29,122.35
2014-01-30,117.6
2014-01-31,121.8
2014-02-03,127.25
2014-02-04,127.5
2014-02-05,126.85
2014-02-06,128.0
2014-02-07,130.6
2014-02-10,129.05
2014-02-11,129.95
2014-02-12,132.35
2014-02-13,131.65
2014-02-14,130.55
2014-02-17,126.7
2014-02-18,126.4
2014-02-19,127.3
2014-02-20,128.65
2014-02-21,131.3
2014-02-24,130.2
2014-02-25,129.1
2014-02-26,128.15
2014-02-28,131.0
2014-03-03,129.6
2014-03-04,129.2
2014-03-05,128.55
2014-03-06,137.45
2014-03-07,134.85
2014-03-10,131.7
2014-03-11,130.15
2014-03-12,131.5
2014-03-13,130.05
2014-03-14,129.9
2014-03-18,128.0
2014-03-19,126.5
2014-03-20,125.25
2014-03-21,125.7
2014-03-22,126.25
2014-03-24,124.55
2014-03-25,124.95
2014-03-26,123.85
2014-03-27,124.45
2014-03-28,124.75
2014-03-31,128.1
2014-04-01,130.85
2014-04-02,132.2
2014-04-03,131.8
2014-04-04,135.35
2014-04-07,137.15
2014-04-09,141.3
2014-04-10,136.0
2014-04-11,139.2
2014-04-15,139.85
2014-04-16,138.2
2014-04-17,139.1
2014-04-21,148.45
2014-04-22,153.75
2014-04-23,157.25
2014-04-25,157.55
2014-04-28,161.15
2014-04-29,162.95
2014-04-30,153.45
2014-05-02,153.0
2014-05-05,147.5
2014-05-06,147.2
2014-05-07,154.6
2014-05-08,154.15
2014-05-09,150.15
2014-05-12,146.4
2014-05-13,145.9
2014-05-14,148.25
2014-05-15,148.55
2014-05-16,145.65
2014-05-19,139.35
2014-05-20,147.25
2014-05-21,152.15
2014-05-22,152.45
2014-05-23,155.05
2014-05-26,156.75
2014-05-27,146.35
2014-05-28,144.5
2014-05-29,138.95
2014-05-30,144.75
2014-06-02,146.2
2014-06-03,145.95
2014-06-04,147.1
2014-06-05,146.55
2014-06-06,143.25
2014-06-09,148.25
2014-06-10,150.55
2014-06-11,149.4
2014-06-12,152.2
2014-06-13,146.3
2014-06-16,147.6
2014-06-17,146.6
2014-06-18,143.55
2014-06-19,141.5
2014-06-20,143.95
2014-06-23,145.2
2014-06-24,149.9
2014-06-25,150.4
2014-06-26,151.6
2014-06-27,152.4
2014-06-30,155.6
2014-07-01,161.15
2014-07-02,166.8
2014-07-03,164.9
2014-07-04,161.35
2014-07-07,162.6
2014-07-08,157.0
2014-07-09,155.8
2014-07-10,158.2
2014-07-11,154.75
2014-07-14,152.2
2014-07-15,150.55
2014-07-16,153.8
2014-07-17,162.6
2014-07-18,161.6
2014-07-21,161.75
2014-07-22,178.15
2014-07-23,175.2
2014-07-24,175.2
2014-07-25,175.95
2014-07-28,175.45
2014-07-30,175.85
2014-07-31,173.55
2014-08-01,168.4
2014-08-04,170.0
2014-08-05,170.35
2014-08-06,196.4
2014-08-07,188.85
2014-08-08,184.3
2014-08-11,206.35
2014-08-12,203.15
2014-08-13,199.25
2014-08-14,203.55
2014-08-18,210.15
2014-08-19,209.5
2014-08-20,211.0
2014-08-21,211.7
2014-08-22,212.6
2014-08-25,211.0
2014-08-26,209.7
2014-08-27,212.35
2014-08-28,210.25
2014-09-01,222.9
2014-09-02,221.95
2014-09-03,231.7
2014-09-04,225.2
2014-09-05,226.2
2014-09-08,225.0
2014-09-09,247.7
2014-09-10,241.45
2014-09-11,239.7
2014-09-12,236.75
2014-09-15,243.0
2014-09-16,226.35
2014-09-17,222.4
2014-09-18,224.25
2014-09-19,222.1
2014-09-22,222.35
2014-09-23,224.25
2014-09-24,219.35
2014-09-25,214.15
2014-09-26,212.0
2014-09-29,213.95
2014-09-30,224.55
2014-10-01,220.65
2014-10-07,221.4
2014-10-08,221.2
2014-10-09,231.25
2014-10-10,228.7
2014-10-13,230.9
2014-10-14,230.1
2014-10-16,218.75
2014-10-17,213.75
2014-10-20,215.05
2014-10-21,214.65
2014-10-22,217.3
2014-10-23,220.65
2014-10-27,220.4
2014-10-28,230.1
2014-10-29,227.75
2014-10-30,231.35
2014-10-31,229.8
2014-11-03,230.6
2014-11-05,225.1
2014-11-07,225.7
2014-11-10,228.55
2014-11-11,217.9
2014-11-12,223.1
2014-11-13,217.3
2014-11-14,218.05
2014-11-17,219.9
2014-11-18,217.95
2014-11-19,213.55
2014-11-20,210.2
2014-11-21,205.95
2014-11-24,201.95
2014-11-25,198.5
2014-11-26,208.0
2014-11-27,216.25
2014-11-28,212.85
2014-12-01,213.65
2014-12-02,216.4
2014-12-03,215.2
2014-12-04,218.9
2014-12-05,220.65
2014-12-08,219.95
2014-12-09,213.1
2014-12-10,215.85
2014-12-11,213.95
2014-12-12,213.15
2014-12-15,210.6
2014-12-16,200.85
2014-12-17,199.75
2014-12-18,202.3
2014-12-19,198.95
2014-12-22,196.3
2014-12-23,199.45
2014-12-24,200.1
2014-12-26,196.75
2014-12-29,198.25
2014-12-30,200.5
2014-12-31,201.05
