Date,IPAPPM
2014-01-01,272.95
2014-01-02,268.95
2014-01-03,263.5
2014-01-06,267.45
2014-01-07,267.35
2014-01-08,282.0
2014-01-09,267.05
2014-01-10,260.4
2014-01-13,262.55
2014-01-14,271.0
2014-01-15,265.85
2014-01-16,262.5
2014-01-17,253.9
2014-01-20,253.75
2014-01-21,253.2
2014-01-22,253.9
2014-01-23,250.4
2014-01-24,236.7
2014-01-27,232.8
2014-01-28,237.6
2014-01-29,242.3
2014-01-30,236.15
2014-01-31,236.95
2014-02-03,236.0
2014-02-04,236.85
2014-02-05,244.05
2014-02-06,247.05
2014-02-07,246.2
2014-02-10,246.6
2014-02-11,245.0
2014-02-12,245.65
2014-02-13,242.1
2014-02-14,239.7
2014-02-17,241.1
2014-02-18,241.8
2014-02-19,255.8
2014-02-20,256.1
2014-02-21,254.0
2014-02-24,248.1
2014-02-25,249.05
2014-02-26,256.3
2014-02-28,254.1
2014-03-03,256.35
2014-03-04,265.35
2014-03-05,247.55
2014-03-06,243.35
2014-03-07,238.2
2014-03-10,236.7
2014-03-11,234.7
2014-03-12,231.5
2014-03-13,230.25
2014-03-14,242.75
2014-03-18,240.3
2014-03-19,239.65
2014-03-20,233.45
2014-03-21,233.05
2014-03-22,233.5
2014-03-24,231.9
2014-03-25,236.75
2014-03-26,236.8
2014-03-27,235.1
2014-03-28,232.6
2014-03-31,230.25
2014-04-01,234.0
2014-04-02,238.15
2014-04-03,236.2
2014-04-04,235.95
2014-04-07,237.45
2014-04-09,242.15
2014-04-10,241.15
2014-04-11,247.7
2014-04-15,244.5
2014-04-16,237.05
2014-04-17,237.0
2014-04-21,247.45
2014-04-22,257.05
2014-04-23,241.3
2014-04-25,234.75
2014-04-28,229.4
2014-04-29,234.05
2014-04-30,232.55
2014-05-02,243.6
2014-05-05,242.7
2014-05-06,242.05
2014-05-07,238.7
2014-05-08,235.25
2014-05-09,235.2
2014-05-12,235.25
2014-05-13,240.9
2014-05-14,235.95
2014-05-15,234.85
2014-05-16,232.05
2014-05-19,239.6
2014-05-20,248.5
2014-05-21,243.8
2014-05-22,252.85
2014-05-23,256.4
2014-05-26,244.45
2014-05-27,242.7
2014-05-28,248.6
2014-05-29,251.6
2014-05-30,245.75
2014-06-02,250.2
2014-06-03,252.05
2014-06-04,272.35
2014-06-05,266.1
2014-06-06,268.75
2014-06-09,268.85
2014-06-10,268.0
2014-06-11,265.1
2014-06-12,269.9
2014-06-13,253.4
2014-06-16,254.6
2014-06-17,255.1
2014-06-18,253.6
2014-06-19,252.25
2014-06-20,246.1
2014-06-23,251.65
2014-06-24,252.0
2014-06-25,252.8
2014-06-26,246.15
2014-06-27,247.85
2014-06-30,254.45
2014-07-01,253.9
2014-07-02,253.6
2014-07-03,252.9
2014-07-04,261.0
2014-07-07,258.9
2014-07-08,256.25
2014-07-09,250.35
2014-07-10,248.8
2014-07-11,247.6
2014-07-14,245.45
2014-07-15,248.8
2014-07-16,252.5
2014-07-17,251.4
2014-07-18,256.15
2014-07-21,260.7
2014-07-22,254.5
2014-07-23,265.95
2014-07-24,290.7
2014-07-25,281.8
2014-07-28,295.7
2014-07-30,300.4
2014-07-31,295.85
2014-08-01,290.05
2014-08-04,297.5
2014-08-05,298.05
2014-08-06,294.6
2014-08-07,293.5
2014-08-08,283.55
2014-08-11,284.0
2014-08-12,295.1
2014-08-13,284.7
2014-08-14,285.45
2014-08-18,295.15
2014-08-19,295.55
2014-08-20,301.65
2014-08-21,304.85
2014-08-22,299.5
2014-08-25,288.7
2014-08-26,289.0
2014-08-27,295.7
2014-08-28,293.45
2014-09-01,293.1
2014-09-02,298.25
2014-09-03,295.25
2014-09-04,295.3
2014-09-05,290.6
2014-09-08,293.7
2014-09-09,302.05
2014-09-10,307.7
2014-09-11,316.05
2014-09-12,324.7
2014-09-15,324.9
2014-09-16,308.7
2014-09-17,311.5
2014-09-18,359.95
2014-09-19,356.45
2014-09-22,383.2
2014-09-23,358.05
2014-09-24,341.45
2014-09-25,323.85
2014-09-26,322.1
2014-09-29,321.4
2014-09-30,322.55
2014-10-01,317.0
2014-10-07,306.25
2014-10-08,315.05
2014-10-09,317.45
2014-10-10,307.5
2014-10-13,317.05
2014-10-14,310.25
2014-10-16,294.7
2014-10-17,292.0
2014-10-20,286.35
2014-10-21,281.55
2014-10-22,303.05
2014-10-23,306.1
2014-10-27,296.65
2014-10-28,301.05
2014-10-29,298.8
2014-10-30,306.9
2014-10-31,303.2
2014-11-03,299.85
2014-11-05,301.05
2014-11-07,293.7
2014-11-10,289.2
2014-11-11,287.35
2014-11-12,298.1
2014-11-13,297.65
2014-11-14,296.15
2014-11-17,297.25
2014-11-18,299.55
2014-11-19,301.55
2014-11-20,288.55
2014-11-21,279.05
2014-11-24,274.6
2014-11-25,254.15
2014-11-26,263.25
2014-11-27,270.35
2014-11-28,261.35
2014-12-01,257.6
2014-12-02,256.0
2014-12-03,268.65
2014-12-04,267.3
2014-12-05,262.5
2014-12-08,255.6
2014-12-09,255.05
2014-12-10,256.75
2014-12-11,252.4
2014-12-12,246.35
2014-12-15,240.0
2014-12-16,229.4
2014-12-17,231.1
2014-12-18,232.2
2014-12-19,237.05
2014-12-22,240.4
2014-12-23,239.65
2014-12-24,236.7
2014-12-26,233.0
2014-12-29,238.05
2014-12-30,244.65
2014-12-31,245.6
