Date,PPAP
2014-01-01,35.8
2014-01-02,35.0
2014-01-03,35.65
2014-01-06,35.5
2014-01-07,34.25
2014-01-08,34.5
2014-01-09,35.0
2014-01-10,36.0
2014-01-13,35.9
2014-01-14,35.95
2014-01-15,36.7
2014-01-16,35.6
2014-01-17,35.9
2014-01-20,36.05
2014-01-21,37.05
2014-01-22,37.95
2014-01-23,39.8
2014-01-24,40.1
2014-01-27,39.15
2014-01-28,39.0
2014-01-29,40.65
2014-01-30,40.75
2014-01-31,40.95
2014-02-03,40.55
2014-02-04,42.4
2014-02-05,44.1
2014-02-06,43.9
2014-02-07,44.65
2014-02-10,45.7
2014-02-11,46.3
2014-02-12,48.25
2014-02-13,47.2
2014-02-14,47.5
2014-02-17,47.8
2014-02-18,47.75
2014-02-19,49.45
2014-02-20,49.95
2014-02-21,49.8
2014-02-24,51.35
2014-02-25,51.0
2014-02-26,50.25
2014-02-28,49.6
2014-03-03,49.55
2014-03-04,49.95
2014-03-05,49.5
2014-03-06,48.45
2014-03-07,49.9
2014-03-10,53.3
2014-03-11,57.7
2014-03-12,62.8
2014-03-13,59.7
2014-03-14,56.75
2014-03-18,53.95
2014-03-19,51.3
2014-03-20,48.75
2014-03-21,46.35
2014-03-22,46.45
2014-03-24,45.45
2014-03-25,43.65
2014-03-26,44.8
2014-03-27,46.8
2014-03-28,45.35
2014-03-31,44.9
2014-04-01,44.95
2014-04-02,44.6
2014-04-03,44.95
2014-04-04,44.6
2014-04-07,45.55
2014-04-09,45.55
2014-04-10,47.65
2014-04-11,49.7
2014-04-15,50.0
2014-04-16,50.0
2014-04-17,51.0
2014-04-21,53.55
2014-04-22,56.2
2014-04-23,56.45
2014-04-25,53.8
2014-04-28,51.15
2014-04-29,49.75
2014-04-30,48.2
2014-05-02,48.15
2014-05-05,47.8
2014-05-06,47.2
2014-05-07,46.8
2014-05-08,46.85
2014-05-09,47.05
2014-05-12,49.25
2014-05-13,53.05
2014-05-14,50.9
2014-05-15,50.35
2014-05-16,50.0
2014-05-19,55.0
2014-05-20,55.0
2014-05-21,55.5
2014-05-22,59.9
2014-05-23,60.8
2014-05-26,54.75
2014-05-27,51.2
2014-05-28,56.3
2014-05-29,56.25
2014-05-30,59.0
2014-06-02,57.95
2014-06-03,57.0
2014-06-04,61.6
2014-06-05,62.9
2014-06-06,64.4
2014-06-09,63.6
2014-06-10,62.95
2014-06-11,63.85
2014-06-12,63.2
2014-06-13,60.65
2014-06-16,62.0
2014-06-17,60.15
2014-06-18,60.1
2014-06-19,59.0
2014-06-20,60.0
2014-06-23,58.7
2014-06-24,60.0
2014-06-25,61.0
2014-06-26,59.15
2014-06-27,64.35
2014-06-30,64.0
2014-07-01,64.6
2014-07-02,71.05
2014-07-03,68.95
2014-07-04,72.8
2014-07-07,74.3
2014-07-08,69.8
2014-07-09,69.15
2014-07-10,71.7
2014-07-11,67.15
2014-07-14,66.3
2014-07-15,67.35
2014-07-16,71.9
2014-07-17,69.75
2014-07-18,69.25
2014-07-21,72.95
2014-07-22,72.7
2014-07-23,70.25
2014-07-24,70.0
2014-07-25,68.45
2014-07-28,67.25
2014-07-30,67.95
2014-07-31,66.15
2014-08-01,63.85
2014-08-04,64.5
2014-08-05,65.9
2014-08-06,69.75
2014-08-07,71.05
2014-08-08,69.3
2014-08-11,67.25
2014-08-12,67.0
2014-08-13,67.0
2014-08-14,70.1
2014-08-18,70.75
2014-08-19,70.15
2014-08-20,72.4
2014-08-21,76.4
2014-08-22,76.2
2014-08-25,81.7
2014-08-26,83.35
2014-08-27,83.0
2014-08-28,82.95
2014-09-01,80.0
2014-09-02,82.1
2014-09-03,95.85
2014-09-04,93.9
2014-09-05,94.8
2014-09-08,94.6
2014-09-09,93.8
2014-09-10,95.3
2014-09-11,101.55
2014-09-12,104.5
2014-09-15,105.65
2014-09-16,96.5
2014-09-17,103.7
2014-09-18,104.3
2014-09-19,102.5
2014-09-22,113.55
2014-09-23,108.5
2014-09-24,108.25
2014-09-25,106.65
2014-09-26,107.45
2014-09-29,108.25
2014-09-30,107.95
2014-10-01,118.15
2014-10-07,111.2
2014-10-08,110.4
2014-10-09,110.05
2014-10-10,109.35
2014-10-13,110.15
2014-10-14,110.35
2014-10-16,119.0
2014-10-17,122.25
2014-10-20,121.9
2014-10-21,115.75
2014-10-22,115.05
2014-10-23,115.5
2014-10-27,113.75
2014-10-28,113.95
2014-10-29,114.3
2014-10-30,114.75
2014-10-31,117.4
2014-11-03,118.1
2014-11-05,125.05
2014-11-07,130.15
2014-11-10,130.8
2014-11-11,126.35
2014-11-12,127.55
2014-11-13,127.1
2014-11-14,121.9
2014-11-17,125.0
2014-11-18,124.85
2014-11-19,120.4
2014-11-20,117.05
2014-11-21,117.7
2014-11-24,113.7
2014-11-25,109.7
2014-11-26,109.6
2014-11-27,110.35
2014-11-28,121.85
2014-12-01,118.05
2014-12-02,115.4
2014-12-03,118.2
2014-12-04,116.45
2014-12-05,122.0
2014-12-08,122.15
2014-12-09,119.65
2014-12-10,121.4
2014-12-11,119.6
2014-12-12,117.25
2014-12-15,114.0
2014-12-16,108.3
2014-12-17,105.05
2014-12-18,108.95
2014-12-19,108.7
2014-12-22,112.8
2014-12-23,106.3
2014-12-24,105.05
2014-12-26,104.2
2014-12-29,104.85
2014-12-30,106.75
2014-12-31,103.95
