Date,SUNDARAM
2014-01-01,19.75
2014-01-02,19.8
2014-01-03,19.85
2014-01-06,19.8
2014-01-07,19.85
2014-01-08,19.8
2014-01-09,19.45
2014-01-10,19.05
2014-01-13,19.15
2014-01-14,19.2
2014-01-15,19.0
2014-01-16,19.0
2014-01-17,18.6
2014-01-20,18.95
2014-01-21,18.85
2014-01-22,18.7
2014-01-23,18.9
2014-01-24,17.95
2014-01-27,17.65
2014-01-28,18.2
2014-01-29,17.85
2014-01-30,18.4
2014-01-31,17.7
2014-02-03,17.65
2014-02-04,17.05
2014-02-05,17.15
2014-02-06,16.35
2014-02-07,18.3
2014-02-10,18.0
2014-02-11,16.9
2014-02-12,16.75
2014-02-13,17.75
2014-02-14,17.35
2014-02-17,17.35
2014-02-18,17.0
2014-02-19,16.75
2014-02-20,16.5
2014-02-21,13.2
2014-02-24,10.6
2014-02-25,9.55
2014-02-26,8.6
2014-02-28,7.75
2014-03-03,7.4
2014-03-04,7.05
2014-03-05,6.7
2014-03-06,6.4
2014-03-07,6.1
2014-03-10,5.8
2014-03-11,5.55
2014-03-12,5.3
2014-03-13,5.05
2014-03-14,4.8
2014-03-18,4.6
2014-03-19,4.4
2014-03-20,4.2
2014-03-21,4.0
2014-03-22,3.8
2014-03-24,3.65
2014-03-25,3.5
2014-03-26,3.35
2014-03-27,3.2
2014-03-28,3.05
2014-03-31,2.9
2014-04-01,2.8
2014-04-02,2.7
2014-04-03,2.6
2014-04-04,2.5
2014-04-07,2.4
2014-04-09,2.3
2014-04-10,2.2
2014-04-11,2.1
2014-04-15,2.2
2014-04-16,2.3
2014-04-17,2.4
2014-04-21,2.5
2014-04-22,2.6
2014-04-23,2.7
2014-04-25,2.8
2014-04-28,2.85
2014-04-29,2.95
2014-04-30,3.05
2014-05-02,3.2
2014-05-05,3.35
2014-05-06,3.5
2014-05-07,3.65
2014-05-08,3.8
2014-05-09,3.95
2014-05-12,3.8
2014-05-13,3.65
2014-05-14,3.5
2014-05-15,3.35
2014-05-16,3.2
2014-05-19,3.35
2014-05-20,3.5
2014-05-21,3.65
2014-05-22,3.75
2014-05-23,3.9
2014-05-26,3.75
2014-05-27,3.6
2014-05-28,3.75
2014-05-29,3.75
2014-05-30,3.65
2014-06-02,3.6
2014-06-03,3.45
2014-06-04,3.4
2014-06-05,3.35
2014-06-06,3.5
2014-06-09,3.45
2014-06-10,3.6
2014-06-11,3.75
2014-06-12,3.9
2014-06-13,3.75
2014-06-16,3.6
2014-06-17,3.45
2014-06-18,3.3
2014-06-19,3.45
2014-06-20,3.6
2014-06-23,3.5
2014-06-24,3.45
2014-06-25,3.35
2014-06-26,3.5
2014-06-27,3.65
2014-06-30,3.8
2014-07-01,3.75
2014-07-02,3.7
2014-07-03,3.65
2014-07-04,3.6
2014-07-07,3.85
2014-07-08,3.55
2014-07-09,3.35
2014-07-10,3.55
2014-07-11,3.2
2014-07-14,3.5
2014-07-15,3.6
2014-07-16,3.5
2014-07-17,3.4
2014-07-18,3.45
2014-07-21,3.3
2014-07-22,3.4
2014-07-23,3.4
2014-07-24,3.35
2014-07-25,3.4
2014-07-28,3.35
2014-07-30,3.5
2014-07-31,3.35
2014-08-01,3.35
2014-08-04,3.6
2014-08-05,3.55
2014-08-06,3.5
2014-08-07,3.45
2014-08-08,3.3
2014-08-11,3.3
2014-08-12,3.4
2014-08-13,3.1
2014-08-14,3.05
2014-08-18,3.0
2014-08-19,2.9
2014-08-20,2.7
2014-08-21,2.6
2014-08-22,2.75
2014-08-25,2.95
2014-08-26,3.0
2014-08-27,2.95
2014-08-28,2.95
2014-09-01,2.9
2014-09-02,2.9
2014-09-03,2.85
2014-09-04,2.8
2014-09-05,2.75
2014-09-08,2.9
2014-09-09,2.8
2014-09-10,2.85
2014-09-11,3.0
2014-09-12,3.0
2014-09-15,2.75
2014-09-16,2.65
2014-09-17,2.55
2014-09-18,2.55
2014-09-19,2.55
2014-09-22,2.45
2014-09-23,2.4
2014-09-24,2.3
2014-09-25,2.2
2014-09-26,2.45
2014-09-29,2.5
2014-09-30,2.3
2014-10-01,2.3
2014-10-07,2.25
2014-10-08,2.25
2014-10-09,2.25
2014-10-10,2.2
2014-10-13,2.15
2014-10-14,1.95
2014-10-16,1.85
2014-10-17,1.65
2014-10-20,1.5
2014-10-21,1.4
2014-10-22,1.5
2014-10-23,1.65
2014-10-27,1.8
2014-10-28,1.95
2014-10-29,2.0
2014-10-30,2.1
2014-10-31,2.2
2014-11-03,2.1
2014-11-05,2.0
2014-11-07,1.9
2014-11-10,1.85
2014-11-11,1.8
2014-11-12,1.75
2014-11-13,1.7
2014-11-14,1.75
2014-11-17,1.8
2014-11-18,1.85
2014-11-19,1.9
2014-11-20,1.95
2014-11-21,2.0
2014-11-24,2.1
2014-11-25,2.2
2014-11-26,2.2
2014-11-27,2.1
2014-11-28,2.1
2014-12-01,2.15
2014-12-02,2.05
2014-12-03,2.05
2014-12-04,2.15
2014-12-05,2.1
2014-12-08,2.1
2014-12-09,2.0
2014-12-10,1.9
2014-12-11,1.95
2014-12-12,1.9
2014-12-15,1.9
2014-12-16,1.85
2014-12-17,1.8
2014-12-18,1.8
2014-12-19,1.85
2014-12-22,1.85
2014-12-23,1.9
2014-12-24,1.95
2014-12-26,2.0
2014-12-29,2.1
2014-12-30,2.2
2014-12-31,2.3
