Date,BINDALAGRO
2014-01-01,24.7
2014-01-02,24.6
2014-01-03,24.35
2014-01-06,25.1
2014-01-07,27.1
2014-01-08,29.6
2014-01-09,28.1
2014-01-10,27.1
2014-01-13,25.9
2014-01-14,25.6
2014-01-15,25.9
2014-01-16,25.35
2014-01-17,24.75
2014-01-20,24.65
2014-01-21,25.35
2014-01-22,26.15
2014-01-23,25.45
2014-01-24,24.45
2014-01-27,24.25
2014-01-28,24.0
2014-01-29,24.0
2014-01-30,24.3
2014-01-31,24.3
2014-02-03,24.25
2014-02-04,24.25
2014-02-05,24.25
2014-02-06,24.25
2014-02-07,24.3
2014-02-10,23.9
2014-02-11,24.25
2014-02-12,24.1
2014-02-13,24.25
2014-02-14,24.3
2014-02-17,24.3
2014-02-18,24.25
2014-02-19,24.0
2014-02-20,24.25
2014-02-21,24.25
2014-02-24,24.05
2014-02-25,24.15
2014-02-26,24.45
2014-02-28,24.1
2014-03-03,24.25
2014-03-04,24.4
2014-03-05,24.3
2014-03-06,24.25
2014-03-07,24.55
2014-03-10,24.25
2014-03-11,23.95
2014-03-12,23.8
2014-03-13,23.8
2014-03-14,23.7
2014-03-18,23.45
2014-03-19,23.6
2014-03-20,23.95
2014-03-21,23.5
2014-03-22,23.55
2014-03-24,23.95
2014-03-25,23.75
2014-03-26,23.55
2014-03-27,23.3
2014-03-28,23.7
2014-03-31,24.2
2014-04-01,24.95
2014-04-02,24.75
2014-04-03,24.7
2014-04-04,25.6
2014-04-07,25.0
2014-04-09,27.25
2014-04-10,26.55
2014-04-11,26.85
2014-04-15,25.65
2014-04-16,25.0
2014-04-17,25.4
2014-04-21,28.85
2014-04-22,27.7
2014-04-23,27.25
2014-04-25,26.7
2014-04-28,26.2
2014-04-29,26.2
2014-04-30,25.75
2014-05-02,25.45
2014-05-05,25.25
2014-05-06,25.0
2014-05-07,24.45
2014-05-08,24.45
2014-05-09,24.7
2014-05-12,24.5
2014-05-13,24.6
2014-05-14,25.75
2014-05-15,25.4
2014-05-16,24.45
2014-05-19,27.25
2014-05-20,28.3
2014-05-21,29.6
2014-05-22,29.35
2014-05-23,34.35
2014-05-26,30.65
2014-05-27,29.55
2014-05-28,31.3
2014-05-29,31.0
2014-05-30,30.55
2014-06-02,31.7
2014-06-03,31.0
2014-06-04,31.95
2014-06-05,31.65
2014-06-06,37.3
2014-06-09,40.15
2014-06-10,47.0
2014-06-11,51.7
2014-06-12,47.1
2014-06-13,42.4
2014-06-16,38.2
2014-06-17,42.0
2014-06-18,39.3
2014-06-19,39.0
2014-06-20,38.8
2014-06-23,37.75
2014-06-24,39.5
2014-06-25,38.75
2014-06-26,38.15
2014-06-27,38.35
2014-06-30,38.7
2014-07-01,39.35
2014-07-02,38.7
2014-07-03,38.1
2014-07-04,40.0
2014-07-07,39.75
2014-07-08,36.5
2014-07-09,34.55
2014-07-10,34.9
2014-07-11,31.95
2014-07-14,31.65
2014-07-15,33.25
2014-07-16,35.15
2014-07-17,35.2
2014-07-18,34.9
2014-07-21,35.2
2014-07-22,35.3
2014-07-23,34.5
2014-07-24,33.75
2014-07-25,32.45
2014-07-28,31.9
2014-07-30,32.35
2014-07-31,32.35
2014-08-01,30.7
2014-08-04,31.9
2014-08-05,32.2
2014-08-06,33.45
2014-08-07,33.0
2014-08-08,32.15
2014-08-11,31.8
2014-08-12,31.5
2014-08-13,30.35
2014-08-14,30.45
2014-08-18,31.7
2014-08-19,31.35
2014-08-20,31.85
2014-08-21,31.95
2014-08-22,31.35
2014-08-25,30.8
2014-08-26,30.1
2014-08-27,30.2
2014-08-28,29.85
2014-09-01,29.7
2014-09-02,35.6
2014-09-03,33.95
2014-09-04,33.05
2014-09-05,32.45
2014-09-08,34.05
2014-09-09,34.95
2014-09-10,35.0
2014-09-11,35.8
2014-09-12,36.6
2014-09-15,35.35
2014-09-16,33.1
2014-09-17,32.1
2014-09-18,33.5
2014-09-19,32.7
2014-09-22,36.95
2014-09-23,35.05
2014-09-24,34.1
2014-09-25,32.25
2014-09-26,32.15
2014-09-29,32.6
2014-09-30,32.5
2014-10-01,31.9
2014-10-07,31.2
2014-10-08,31.55
2014-10-09,31.9
2014-10-10,31.15
2014-10-13,31.45
2014-10-14,31.0
2014-10-16,29.5
2014-10-17,29.45
2014-10-20,29.5
2014-10-21,29.25
2014-10-22,29.65
2014-10-23,30.3
2014-10-27,30.85
2014-10-28,31.1
2014-10-29,31.35
2014-10-30,31.5
2014-10-31,32.1
2014-11-03,33.15
2014-11-05,34.5
2014-11-07,33.35
2014-11-10,32.95
2014-11-11,32.8
2014-11-12,32.1
2014-11-13,32.0
2014-11-14,32.9
2014-11-17,32.55
2014-11-18,32.9
2014-11-19,32.75
2014-11-20,32.15
2014-11-21,31.9
2014-11-24,31.3
2014-11-25,29.8
2014-11-26,29.9
2014-11-27,29.9
2014-11-28,29.55
2014-12-01,31.7
2014-12-02,30.9
2014-12-03,32.55
2014-12-04,32.3
2014-12-05,32.5
2014-12-08,31.4
2014-12-09,30.4
2014-12-10,30.5
2014-12-11,30.0
2014-12-12,27.85
2014-12-15,28.25
2014-12-16,27.0
2014-12-17,26.9
2014-12-18,28.25
2014-12-19,27.75
2014-12-22,27.7
2014-12-23,27.6
2014-12-24,27.6
2014-12-26,27.7
2014-12-29,27.95
2014-12-30,27.7
2014-12-31,28.25
