Date,COROMANDEL
2014-01-01,234.6
2014-01-02,228.5
2014-01-03,229.95
2014-01-06,230.0
2014-01-07,234.85
2014-01-08,245.95
2014-01-09,243.65
2014-01-10,249.45
2014-01-13,246.35
2014-01-14,244.2
2014-01-15,242.4
2014-01-16,252.65
2014-01-17,242.3
2014-01-20,240.8
2014-01-21,238.45
2014-01-22,234.8
2014-01-23,245.0
2014-01-24,243.5
2014-01-27,223.25
2014-01-28,216.8
2014-01-29,210.35
2014-01-30,202.4
2014-01-31,203.1
2014-02-03,201.05
2014-02-04,202.4
2014-02-05,206.8
2014-02-06,202.85
2014-02-07,202.65
2014-02-10,201.95
2014-02-11,202.0
2014-02-12,204.0
2014-02-13,199.0
2014-02-14,200.25
2014-02-17,201.1
2014-02-18,203.05
2014-02-19,204.75
2014-02-20,204.9
2014-02-21,204.95
2014-02-24,203.55
2014-02-25,203.85
2014-02-26,204.2
2014-02-28,206.0
2014-03-03,205.3
2014-03-04,206.85
2014-03-05,207.05
2014-03-06,216.95
2014-03-07,212.4
2014-03-10,212.25
2014-03-11,206.25
2014-03-12,205.25
2014-03-13,207.0
2014-03-14,204.75
2014-03-18,207.15
2014-03-19,207.55
2014-03-20,209.5
2014-03-21,213.25
2014-03-22,211.55
2014-03-24,210.5
2014-03-25,211.85
2014-03-26,209.65
2014-03-27,215.1
2014-03-28,219.85
2014-03-31,224.2
2014-04-01,219.65
2014-04-02,217.2
2014-04-03,219.15
2014-04-04,220.0
2014-04-07,219.9
2014-04-09,222.05
2014-04-10,222.75
2014-04-11,228.7
2014-04-15,222.9
2014-04-16,219.7
2014-04-17,220.2
2014-04-21,221.7
2014-04-22,219.15
2014-04-23,221.05
2014-04-25,220.6
2014-04-28,219.1
2014-04-29,218.8
2014-04-30,219.5
2014-05-02,219.6
2014-05-05,223.25
2014-05-06,219.95
2014-05-07,220.1
2014-05-08,220.1
2014-05-09,224.5
2014-05-12,238.3
2014-05-13,236.8
2014-05-14,240.05
2014-05-15,233.45
2014-05-16,235.0
2014-05-19,246.25
2014-05-20,242.15
2014-05-21,250.3
2014-05-22,259.8
2014-05-23,269.15
2014-05-26,254.45
2014-05-27,247.05
2014-05-28,243.1
2014-05-29,235.8
2014-05-30,258.1
2014-06-02,259.8
2014-06-03,259.5
2014-06-04,258.1
2014-06-05,257.25
2014-06-06,267.25
2014-06-09,275.8
2014-06-10,267.65
2014-06-11,263.55
2014-06-12,263.1
2014-06-13,256.55
2014-06-16,254.05
2014-06-17,260.6
2014-06-18,258.85
2014-06-19,258.95
2014-06-20,262.9
2014-06-23,257.75
2014-06-24,258.5
2014-06-25,257.55
2014-06-26,261.75
2014-06-27,258.4
2014-06-30,258.45
2014-07-01,257.1
2014-07-02,254.95
2014-07-03,254.95
2014-07-04,257.35
2014-07-07,254.55
2014-07-08,241.7
2014-07-09,247.2
2014-07-10,244.85
2014-07-11,237.85
2014-07-14,229.95
2014-07-15,239.95
2014-07-16,256.3
2014-07-17,252.6
2014-07-18,249.2
2014-07-21,258.05
2014-07-22,259.4
2014-07-23,249.25
2014-07-24,248.2
2014-07-25,243.45
2014-07-28,246.7
2014-07-30,244.25
2014-07-31,241.55
2014-08-01,235.15
2014-08-04,238.25
2014-08-05,250.65
2014-08-06,245.5
2014-08-07,241.65
2014-08-08,240.3
2014-08-11,242.65
2014-08-12,255.75
2014-08-13,263.25
2014-08-14,264.2
2014-08-18,261.25
2014-08-19,261.85
2014-08-20,261.95
2014-08-21,259.55
2014-08-22,259.8
2014-08-25,257.85
2014-08-26,254.3
2014-08-27,257.05
2014-08-28,259.35
2014-09-01,260.75
2014-09-02,287.35
2014-09-03,283.05
2014-09-04,290.5
2014-09-05,291.85
2014-09-08,292.75
2014-09-09,304.75
2014-09-10,314.8
2014-09-11,327.9
2014-09-12,327.75
2014-09-15,330.2
2014-09-16,315.55
2014-09-17,315.35
2014-09-18,313.55
2014-09-19,317.7
2014-09-22,320.05
2014-09-23,319.65
2014-09-24,315.35
2014-09-25,314.95
2014-09-26,304.75
2014-09-29,315.8
2014-09-30,305.85
2014-10-01,304.25
2014-10-07,298.15
2014-10-08,293.75
2014-10-09,293.0
2014-10-10,292.9
2014-10-13,292.5
2014-10-14,293.55
2014-10-16,292.5
2014-10-17,283.55
2014-10-20,288.45
2014-10-21,286.35
2014-10-22,295.3
2014-10-23,300.7
2014-10-27,305.4
2014-10-28,317.55
2014-10-29,325.15
2014-10-30,326.6
2014-10-31,331.35
2014-11-03,330.1
2014-11-05,337.75
2014-11-07,332.5
2014-11-10,328.75
2014-11-11,324.6
2014-11-12,327.05
2014-11-13,324.35
2014-11-14,314.3
2014-11-17,321.85
2014-11-18,320.6
2014-11-19,325.95
2014-11-20,322.15
2014-11-21,319.1
2014-11-24,316.2
2014-11-25,315.75
2014-11-26,312.55
2014-11-27,314.0
2014-11-28,311.3
2014-12-01,312.3
2014-12-02,307.65
2014-12-03,319.85
2014-12-04,323.2
2014-12-05,325.85
2014-12-08,320.9
2014-12-09,315.5
2014-12-10,319.95
2014-12-11,317.95
2014-12-12,320.05
2014-12-15,311.05
2014-12-16,306.35
2014-12-17,307.65
2014-12-18,303.5
2014-12-19,296.7
2014-12-22,298.7
2014-12-23,298.0
2014-12-24,305.95
2014-12-26,300.5
2014-12-29,304.7
2014-12-30,308.9
2014-12-31,308.55
