Date,RPGLIFE
2014-01-01,72.75
2014-01-02,71.35
2014-01-03,69.15
2014-01-06,68.9
2014-01-07,67.75
2014-01-08,67.1
2014-01-09,66.0
2014-01-10,65.9
2014-01-13,63.65
2014-01-14,63.0
2014-01-15,56.85
2014-01-16,58.7
2014-01-17,55.1
2014-01-20,55.3
2014-01-21,54.75
2014-01-22,54.55
2014-01-23,54.1
2014-01-24,52.15
2014-01-27,49.3
2014-01-28,50.6
2014-01-29,50.0
2014-01-30,48.95
2014-01-31,47.8
2014-02-03,47.8
2014-02-04,48.4
2014-02-05,48.55
2014-02-06,48.8
2014-02-07,45.05
2014-02-10,46.35
2014-02-11,46.3
2014-02-12,52.75
2014-02-13,50.3
2014-02-14,50.85
2014-02-17,50.65
2014-02-18,49.15
2014-02-19,49.25
2014-02-20,48.7
2014-02-21,49.05
2014-02-24,49.8
2014-02-25,48.35
2014-02-26,49.8
2014-02-28,48.85
2014-03-03,47.6
2014-03-04,50.65
2014-03-05,54.2
2014-03-06,55.95
2014-03-07,54.75
2014-03-10,54.4
2014-03-11,54.85
2014-03-12,55.7
2014-03-13,55.95
2014-03-14,56.6
2014-03-18,56.75
2014-03-19,57.0
2014-03-20,56.85
2014-03-21,58.95
2014-03-22,58.35
2014-03-24,58.45
2014-03-25,58.65
2014-03-26,58.15
2014-03-27,58.0
2014-03-28,58.2
2014-03-31,60.1
2014-04-01,62.2
2014-04-02,65.05
2014-04-03,64.6
2014-04-04,66.3
2014-04-07,67.8
2014-04-09,67.75
2014-04-10,66.9
2014-04-11,66.85
2014-04-15,65.45
2014-04-16,63.65
2014-04-17,64.8
2014-04-21,66.05
2014-04-22,67.65
2014-04-23,70.15
2014-04-25,69.85
2014-04-28,73.2
2014-04-29,74.9
2014-04-30,70.6
2014-05-02,69.5
2014-05-05,69.15
2014-05-06,68.9
2014-05-07,67.45
2014-05-08,67.65
2014-05-09,70.25
2014-05-12,67.95
2014-05-13,68.7
2014-05-14,68.75
2014-05-15,68.15
2014-05-16,67.3
2014-05-19,67.85
2014-05-20,71.25
2014-05-21,74.85
2014-05-22,79.7
2014-05-23,80.1
2014-05-26,75.45
2014-05-27,73.9
2014-05-28,76.1
2014-05-29,75.35
2014-05-30,74.85
2014-06-02,76.65
2014-06-03,78.45
2014-06-04,80.5
2014-06-05,79.55
2014-06-06,79.4
2014-06-09,78.1
2014-06-10,81.25
2014-06-11,81.05
2014-06-12,80.65
2014-06-13,77.5
2014-06-16,75.85
2014-06-17,78.2
2014-06-18,78.4
2014-06-19,78.2
2014-06-20,80.6
2014-06-23,80.85
2014-06-24,81.8
2014-06-25,82.45
2014-06-26,98.15
2014-06-27,114.1
2014-06-30,110.25
2014-07-01,104.95
2014-07-02,115.4
2014-07-03,117.2
2014-07-04,113.9
2014-07-07,114.2
2014-07-08,104.25
2014-07-09,102.2
2014-07-10,100.65
2014-07-11,97.0
2014-07-14,96.35
2014-07-15,99.8
2014-07-16,102.95
2014-07-17,99.95
2014-07-18,99.05
2014-07-21,99.7
2014-07-22,100.55
2014-07-23,102.1
2014-07-24,103.95
2014-07-25,99.4
2014-07-28,95.85
2014-07-30,96.0
2014-07-31,96.65
2014-08-01,95.1
2014-08-04,95.0
2014-08-05,95.3
2014-08-06,94.25
2014-08-07,93.3
2014-08-08,90.25
2014-08-11,90.4
2014-08-12,92.75
2014-08-13,87.7
2014-08-14,88.05
2014-08-18,91.05
2014-08-19,92.05
2014-08-20,101.0
2014-08-21,98.25
2014-08-22,99.95
2014-08-25,97.55
2014-08-26,97.9
2014-08-27,101.3
2014-08-28,98.45
2014-09-01,102.4
2014-09-02,101.6
2014-09-03,100.2
2014-09-04,100.45
2014-09-05,107.95
2014-09-08,110.25
2014-09-09,113.9
2014-09-10,130.8
2014-09-11,123.4
2014-09-12,118.65
2014-09-15,121.5
2014-09-16,113.15
2014-09-17,115.65
2014-09-18,117.9
2014-09-19,115.6
2014-09-22,115.9
2014-09-23,111.4
2014-09-24,116.9
2014-09-25,110.3
2014-09-26,115.55
2014-09-29,121.1
2014-09-30,121.95
2014-10-01,122.45
2014-10-07,120.5
2014-10-08,116.35
2014-10-09,119.75
2014-10-10,118.25
2014-10-13,120.35
2014-10-14,118.0
2014-10-16,115.5
2014-10-17,114.9
2014-10-20,116.35
2014-10-21,107.2
2014-10-22,101.55
2014-10-23,101.7
2014-10-27,100.15
2014-10-28,100.05
2014-10-29,99.3
2014-10-30,97.45
2014-10-31,99.85
2014-11-03,98.6
2014-11-05,97.55
2014-11-07,96.55
2014-11-10,97.4
2014-11-11,97.15
2014-11-12,97.75
2014-11-13,98.05
2014-11-14,95.95
2014-11-17,93.75
2014-11-18,92.05
2014-11-19,90.2
2014-11-20,92.5
2014-11-21,95.95
2014-11-24,94.55
2014-11-25,93.9
2014-11-26,94.7
2014-11-27,94.9
2014-11-28,96.0
2014-12-01,96.2
2014-12-02,96.05
2014-12-03,98.25
2014-12-04,99.65
2014-12-05,97.2
2014-12-08,96.15
2014-12-09,95.65
2014-12-10,94.45
2014-12-11,93.25
2014-12-12,91.6
2014-12-15,88.65
2014-12-16,86.1
2014-12-17,83.1
2014-12-18,86.15
2014-12-19,86.4
2014-12-22,84.05
2014-12-23,87.1
2014-12-24,89.9
2014-12-26,89.5
2014-12-29,91.0
2014-12-30,89.2
2014-12-31,90.35
