Date,CARERATING
2014-01-01,728.4
2014-01-02,719.55
2014-01-03,716.9
2014-01-06,724.9
2014-01-07,719.35
2014-01-08,729.9
2014-01-09,729.8
2014-01-10,721.0
2014-01-13,728.05
2014-01-14,708.65
2014-01-15,711.85
2014-01-16,716.3
2014-01-17,716.75
2014-01-20,721.65
2014-01-21,726.2
2014-01-22,715.6
2014-01-23,717.45
2014-01-24,713.6
2014-01-27,703.4
2014-01-28,707.2
2014-01-29,709.15
2014-01-30,692.9
2014-01-31,700.2
2014-02-03,692.85
2014-02-04,720.65
2014-02-05,737.25
2014-02-06,728.35
2014-02-07,725.0
2014-02-10,715.45
2014-02-11,757.15
2014-02-12,764.5
2014-02-13,797.4
2014-02-14,779.95
2014-02-17,786.05
2014-02-18,833.0
2014-02-19,845.9
2014-02-20,849.05
2014-02-21,859.35
2014-02-24,787.3
2014-02-25,763.95
2014-02-26,737.4
2014-02-28,730.2
2014-03-03,745.3
2014-03-04,747.4
2014-03-05,737.45
2014-03-06,738.9
2014-03-07,729.0
2014-03-10,729.5
2014-03-11,731.75
2014-03-12,737.35
2014-03-13,734.45
2014-03-14,729.85
2014-03-18,728.0
2014-03-19,723.1
2014-03-20,718.55
2014-03-21,728.3
2014-03-22,730.75
2014-03-24,729.7
2014-03-25,763.1
2014-03-26,767.2
2014-03-27,773.55
2014-03-28,783.55
2014-03-31,779.45
2014-04-01,769.0
2014-04-02,773.0
2014-04-03,773.2
2014-04-04,775.3
2014-04-07,781.8
2014-04-09,790.9
2014-04-10,799.55
2014-04-11,800.7
2014-04-15,807.3
2014-04-16,810.15
2014-04-17,802.0
2014-04-21,808.2
2014-04-22,796.0
2014-04-23,809.3
2014-04-25,805.5
2014-04-28,812.15
2014-04-29,810.6
2014-04-30,787.4
2014-05-02,800.2
2014-05-05,804.8
2014-05-06,814.95
2014-05-07,819.6
2014-05-08,819.45
2014-05-09,812.1
2014-05-12,815.6
2014-05-13,812.5
2014-05-14,817.95
2014-05-15,814.9
2014-05-16,830.35
2014-05-19,843.25
2014-05-20,888.0
2014-05-21,901.5
2014-05-22,919.45
2014-05-23,907.35
2014-05-26,910.2
2014-05-27,893.85
2014-05-28,933.5
2014-05-29,930.0
2014-05-30,919.75
2014-06-02,944.3
2014-06-03,948.8
2014-06-04,939.95
2014-06-05,927.3
2014-06-06,929.9
2014-06-09,960.0
2014-06-10,957.0
2014-06-11,957.5
2014-06-12,975.5
2014-06-13,993.5
2014-06-16,978.7
2014-06-17,965.0
2014-06-18,979.25
2014-06-19,1007.95
2014-06-20,1050.3
2014-06-23,1083.2
2014-06-24,1105.9
2014-06-25,1145.25
2014-06-26,1122.5
2014-06-27,1083.8
2014-06-30,1101.75
2014-07-01,1105.9
2014-07-02,1078.4
2014-07-03,1088.4
2014-07-04,1084.6
2014-07-07,1107.2
2014-07-08,1150.95
2014-07-09,1138.65
2014-07-10,1127.85
2014-07-11,1081.7
2014-07-14,1051.1
2014-07-15,1076.5
2014-07-16,1140.7
2014-07-17,1147.75
2014-07-18,1168.4
2014-07-21,1171.7
2014-07-22,1175.65
2014-07-23,1199.2
2014-07-24,1178.85
2014-07-25,1151.85
2014-07-28,1151.9
2014-07-30,1160.95
2014-07-31,1201.7
2014-08-01,1220.75
2014-08-04,1239.85
2014-08-05,1219.0
2014-08-06,1208.25
2014-08-07,1209.95
2014-08-08,1200.7
2014-08-11,1223.15
2014-08-12,1237.6
2014-08-13,1209.8
2014-08-14,1222.35
2014-08-18,1273.15
2014-08-19,1294.2
2014-08-20,1282.15
2014-08-21,1280.8
2014-08-22,1293.9
2014-08-25,1288.2
2014-08-26,1284.95
2014-08-27,1250.0
2014-08-28,1259.4
2014-09-01,1264.75
2014-09-02,1255.0
2014-09-03,1270.5
2014-09-04,1287.55
2014-09-05,1319.45
2014-09-08,1335.35
2014-09-09,1313.6
2014-09-10,1308.9
2014-09-11,1305.65
2014-09-12,1311.05
2014-09-15,1313.5
2014-09-16,1381.7
2014-09-17,1426.0
2014-09-18,1493.05
2014-09-19,1531.0
2014-09-22,1565.65
2014-09-23,1577.0
2014-09-24,1507.35
2014-09-25,1508.3
2014-09-26,1548.2
2014-09-29,1510.4
2014-09-30,1501.6
2014-10-01,1519.85
2014-10-07,1508.9
2014-10-08,1420.9
2014-10-09,1427.4
2014-10-10,1418.7
2014-10-13,1388.85
2014-10-14,1399.45
2014-10-16,1344.45
2014-10-17,1350.05
2014-10-20,1359.8
2014-10-21,1370.8
2014-10-22,1374.45
2014-10-23,1355.5
2014-10-27,1316.05
2014-10-28,1340.05
2014-10-29,1339.25
2014-10-30,1344.55
2014-10-31,1337.4
2014-11-03,1347.4
2014-11-05,1343.95
2014-11-07,1340.45
2014-11-10,1337.5
2014-11-11,1331.5
2014-11-12,1349.95
2014-11-13,1323.0
2014-11-14,1310.7
2014-11-17,1361.0
2014-11-18,1425.6
2014-11-19,1476.8
2014-11-20,1448.65
2014-11-21,1437.85
2014-11-24,1433.1
2014-11-25,1468.8
2014-11-26,1431.1
2014-11-27,1443.85
2014-11-28,1435.4
2014-12-01,1434.05
2014-12-02,1421.05
2014-12-03,1408.05
2014-12-04,1410.95
2014-12-05,1383.2
2014-12-08,1395.55
2014-12-09,1326.7
2014-12-10,1392.45
2014-12-11,1382.3
2014-12-12,1389.35
2014-12-15,1465.85
2014-12-16,1471.15
2014-12-17,1469.9
2014-12-18,1452.4
2014-12-19,1470.05
2014-12-22,1475.95
2014-12-23,1455.2
2014-12-24,1440.05
2014-12-26,1435.3
2014-12-29,1418.3
2014-12-30,1429.8
2014-12-31,1481.75
