Date,GODREJIND
2014-01-01,279.1
2014-01-02,270.9
2014-01-03,270.5
2014-01-06,279.3
2014-01-07,274.05
2014-01-08,271.9
2014-01-09,268.75
2014-01-10,277.6
2014-01-13,281.7
2014-01-14,281.35
2014-01-15,286.0
2014-01-16,291.35
2014-01-17,290.65
2014-01-20,293.25
2014-01-21,288.95
2014-01-22,287.75
2014-01-23,282.5
2014-01-24,268.5
2014-01-27,269.25
2014-01-28,266.55
2014-01-29,282.1
2014-01-30,264.45
2014-01-31,272.5
2014-02-03,266.3
2014-02-04,266.7
2014-02-05,277.65
2014-02-06,275.7
2014-02-07,280.45
2014-02-10,269.95
2014-02-11,274.25
2014-02-12,270.4
2014-02-13,270.9
2014-02-14,270.25
2014-02-17,273.25
2014-02-18,269.75
2014-02-19,268.75
2014-02-20,267.15
2014-02-21,268.25
2014-02-24,271.45
2014-02-25,275.85
2014-02-26,276.0
2014-02-28,277.65
2014-03-03,277.05
2014-03-04,283.55
2014-03-05,281.45
2014-03-06,287.7
2014-03-07,286.65
2014-03-10,297.5
2014-03-11,293.25
2014-03-12,293.05
2014-03-13,295.4
2014-03-14,297.45
2014-03-18,292.4
2014-03-19,292.0
2014-03-20,291.1
2014-03-21,292.9
2014-03-22,292.35
2014-03-24,302.0
2014-03-25,306.55
2014-03-26,310.15
2014-03-27,309.6
2014-03-28,312.1
2014-03-31,315.6
2014-04-01,314.7
2014-04-02,323.9
2014-04-03,324.65
2014-04-04,318.1
2014-04-07,316.05
2014-04-09,319.2
2014-04-10,314.5
2014-04-11,314.5
2014-04-15,307.45
2014-04-16,313.8
2014-04-17,315.25
2014-04-21,328.65
2014-04-22,323.1
2014-04-23,317.8
2014-04-25,311.15
2014-04-28,313.7
2014-04-29,307.05
2014-04-30,302.15
2014-05-02,299.8
2014-05-05,291.7
2014-05-06,291.9
2014-05-07,290.75
2014-05-08,284.0
2014-05-09,289.85
2014-05-12,294.65
2014-05-13,293.25
2014-05-14,293.4
2014-05-15,288.4
2014-05-16,290.45
2014-05-19,304.45
2014-05-20,308.6
2014-05-21,313.65
2014-05-22,311.4
2014-05-23,313.7
2014-05-26,300.0
2014-05-27,301.45
2014-05-28,292.95
2014-05-29,295.35
2014-05-30,295.1
2014-06-02,304.15
2014-06-03,301.5
2014-06-04,299.6
2014-06-05,309.85
2014-06-06,321.85
2014-06-09,333.0
2014-06-10,331.2
2014-06-11,324.55
2014-06-12,343.5
2014-06-13,338.2
2014-06-16,343.2
2014-06-17,343.95
2014-06-18,338.15
2014-06-19,339.8
2014-06-20,337.2
2014-06-23,336.5
2014-06-24,347.15
2014-06-25,348.4
2014-06-26,345.9
2014-06-27,355.15
2014-06-30,365.65
2014-07-01,362.55
2014-07-02,362.9
2014-07-03,364.45
2014-07-04,366.2
2014-07-07,368.0
2014-07-08,343.0
2014-07-09,346.4
2014-07-10,342.4
2014-07-11,330.2
2014-07-14,326.35
2014-07-15,330.1
2014-07-16,336.45
2014-07-17,337.15
2014-07-18,333.2
2014-07-21,342.85
2014-07-22,345.2
2014-07-23,342.75
2014-07-24,346.6
2014-07-25,340.45
2014-07-28,334.2
2014-07-30,339.85
2014-07-31,335.5
2014-08-01,328.45
2014-08-04,339.05
2014-08-05,343.35
2014-08-06,337.95
2014-08-07,339.55
2014-08-08,327.0
2014-08-11,334.1
2014-08-12,333.8
2014-08-13,330.9
2014-08-14,333.0
2014-08-18,335.5
2014-08-19,344.05
2014-08-20,342.6
2014-08-21,345.1
2014-08-22,338.45
2014-08-25,329.25
2014-08-26,332.15
2014-08-27,326.9
2014-08-28,322.6
2014-09-01,328.75
2014-09-02,332.1
2014-09-03,344.6
2014-09-04,341.0
2014-09-05,337.6
2014-09-08,354.85
2014-09-09,352.1
2014-09-10,346.8
2014-09-11,345.25
2014-09-12,349.85
2014-09-15,349.85
2014-09-16,329.2
2014-09-17,328.7
2014-09-18,336.95
2014-09-19,332.85
2014-09-22,330.85
2014-09-23,317.95
2014-09-24,313.8
2014-09-25,301.65
2014-09-26,307.8
2014-09-29,308.1
2014-09-30,307.7
2014-10-01,299.8
2014-10-07,300.05
2014-10-08,291.35
2014-10-09,299.05
2014-10-10,289.95
2014-10-13,292.3
2014-10-14,291.95
2014-10-16,281.15
2014-10-17,283.2
2014-10-20,284.5
2014-10-21,287.9
2014-10-22,289.8
2014-10-23,293.35
2014-10-27,289.7
2014-10-28,292.15
2014-10-29,293.55
2014-10-30,293.65
2014-10-31,301.65
2014-11-03,304.6
2014-11-05,305.85
2014-11-07,305.35
2014-11-10,301.3
2014-11-11,298.25
2014-11-12,298.7
2014-11-13,294.45
2014-11-14,298.35
2014-11-17,298.05
2014-11-18,303.6
2014-11-19,297.35
2014-11-20,290.3
2014-11-21,286.5
2014-11-24,283.75
2014-11-25,279.3
2014-11-26,283.3
2014-11-27,280.1
2014-11-28,286.2
2014-12-01,285.7
2014-12-02,289.2
2014-12-03,293.95
2014-12-04,299.55
2014-12-05,296.4
2014-12-08,288.5
2014-12-09,282.95
2014-12-10,284.9
2014-12-11,285.55
2014-12-12,276.15
2014-12-15,270.75
2014-12-16,265.2
2014-12-17,274.2
2014-12-18,276.4
2014-12-19,280.9
2014-12-22,284.7
2014-12-23,289.15
2014-12-24,284.3
2014-12-26,286.1
2014-12-29,290.05
2014-12-30,290.35
2014-12-31,293.9
