Date,NLCINDIA
2014-01-01,63.15
2014-01-02,60.8
2014-01-03,60.15
2014-01-06,60.5
2014-01-07,59.95
2014-01-08,58.85
2014-01-09,58.9
2014-01-10,58.9
2014-01-13,58.15
2014-01-14,58.55
2014-01-15,59.5
2014-01-16,59.0
2014-01-17,58.35
2014-01-20,58.25
2014-01-21,58.4
2014-01-22,58.5
2014-01-23,57.85
2014-01-24,57.45
2014-01-27,55.1
2014-01-28,54.95
2014-01-29,55.3
2014-01-30,55.6
2014-01-31,57.85
2014-02-03,56.65
2014-02-04,56.25
2014-02-05,56.15
2014-02-06,56.3
2014-02-07,56.95
2014-02-10,57.25
2014-02-11,57.0
2014-02-12,56.5
2014-02-13,55.85
2014-02-14,56.2
2014-02-17,56.7
2014-02-18,56.85
2014-02-19,55.5
2014-02-20,56.15
2014-02-21,56.3
2014-02-24,55.7
2014-02-25,55.85
2014-02-26,55.55
2014-02-28,55.75
2014-03-03,55.45
2014-03-04,56.15
2014-03-05,55.95
2014-03-06,56.95
2014-03-07,57.5
2014-03-10,57.2
2014-03-11,56.9
2014-03-12,56.85
2014-03-13,58.7
2014-03-14,57.75
2014-03-18,58.05
2014-03-19,58.85
2014-03-20,59.6
2014-03-21,59.7
2014-03-22,59.6
2014-03-24,60.25
2014-03-25,60.0
2014-03-26,59.95
2014-03-27,59.6
2014-03-28,60.55
2014-03-31,61.15
2014-04-01,61.65
2014-04-02,63.0
2014-04-03,64.3
2014-04-04,68.45
2014-04-07,69.25
2014-04-09,70.55
2014-04-10,70.2
2014-04-11,72.05
2014-04-15,72.35
2014-04-16,69.3
2014-04-17,69.55
2014-04-21,70.55
2014-04-22,70.45
2014-04-23,71.65
2014-04-25,69.75
2014-04-28,74.6
2014-04-29,72.8
2014-04-30,69.6
2014-05-02,68.7
2014-05-05,68.55
2014-05-06,68.0
2014-05-07,68.85
2014-05-08,68.1
2014-05-09,69.75
2014-05-12,70.85
2014-05-13,73.1
2014-05-14,75.15
2014-05-15,73.45
2014-05-16,76.3
2014-05-19,88.35
2014-05-20,88.0
2014-05-21,92.2
2014-05-22,95.1
2014-05-23,97.8
2014-05-26,101.7
2014-05-27,96.15
2014-05-28,98.7
2014-05-29,93.35
2014-05-30,94.85
2014-06-02,97.8
2014-06-03,102.8
2014-06-04,103.7
2014-06-05,104.2
2014-06-06,104.4
2014-06-09,106.55
2014-06-10,106.5
2014-06-11,101.9
2014-06-12,100.85
2014-06-13,96.95
2014-06-16,96.95
2014-06-17,98.35
2014-06-18,97.2
2014-06-19,97.5
2014-06-20,96.3
2014-06-23,99.6
2014-06-24,101.25
2014-06-25,100.8
2014-06-26,98.75
2014-06-27,97.25
2014-06-30,99.45
2014-07-01,100.7
2014-07-02,101.45
2014-07-03,99.6
2014-07-04,99.25
2014-07-07,104.0
2014-07-08,100.25
2014-07-09,97.1
2014-07-10,99.3
2014-07-11,94.9
2014-07-14,91.9
2014-07-15,93.25
2014-07-16,95.85
2014-07-17,97.45
2014-07-18,95.8
2014-07-21,95.0
2014-07-22,94.5
2014-07-23,93.75
2014-07-24,94.0
2014-07-25,92.3
2014-07-28,91.4
2014-07-30,91.4
2014-07-31,91.65
2014-08-01,90.1
2014-08-04,91.7
2014-08-05,92.5
2014-08-06,93.4
2014-08-07,91.45
2014-08-08,89.3
2014-08-11,88.65
2014-08-12,81.85
2014-08-13,83.4
2014-08-14,84.8
2014-08-18,86.45
2014-08-19,86.85
2014-08-20,87.75
2014-08-21,87.1
2014-08-22,86.3
2014-08-25,85.7
2014-08-26,84.7
2014-08-27,85.65
2014-08-28,86.15
2014-09-01,87.8
2014-09-02,89.3
2014-09-03,90.75
2014-09-04,88.3
2014-09-05,91.1
2014-09-08,90.75
2014-09-09,91.8
2014-09-10,90.8
2014-09-11,92.7
2014-09-12,91.8
2014-09-15,90.0
2014-09-16,86.4
2014-09-17,87.3
2014-09-18,89.1
2014-09-19,89.55
2014-09-22,88.25
2014-09-23,84.5
2014-09-24,85.0
2014-09-25,82.05
2014-09-26,83.5
2014-09-29,83.85
2014-09-30,82.65
2014-10-01,81.25
2014-10-07,82.6
2014-10-08,85.2
2014-10-09,86.5
2014-10-10,84.95
2014-10-13,84.0
2014-10-14,83.2
2014-10-16,82.7
2014-10-17,82.3
2014-10-20,83.45
2014-10-21,83.0
2014-10-22,84.25
2014-10-23,84.45
2014-10-27,84.4
2014-10-28,86.55
2014-10-29,87.55
2014-10-30,86.55
2014-10-31,86.9
2014-11-03,93.9
2014-11-05,95.5
2014-11-07,92.55
2014-11-10,88.2
2014-11-11,89.85
2014-11-12,86.9
2014-11-13,88.3
2014-11-14,87.6
2014-11-17,87.8
2014-11-18,88.45
2014-11-19,86.85
2014-11-20,85.7
2014-11-21,85.45
2014-11-24,85.8
2014-11-25,83.0
2014-11-26,83.5
2014-11-27,83.7
2014-11-28,84.1
2014-12-01,82.7
2014-12-02,82.35
2014-12-03,83.9
2014-12-04,85.2
2014-12-05,85.3
2014-12-08,84.3
2014-12-09,82.9
2014-12-10,82.9
2014-12-11,82.1
2014-12-12,81.1
2014-12-15,80.6
2014-12-16,77.2
2014-12-17,75.0
2014-12-18,76.35
2014-12-19,78.75
2014-12-22,79.9
2014-12-23,79.7
2014-12-24,79.95
2014-12-26,80.35
2014-12-29,80.1
2014-12-30,80.05
2014-12-31,80.0
