Date,BALKRISIND
2014-01-01,342.85
2014-01-02,328.95
2014-01-03,339.0
2014-01-06,335.95
2014-01-07,330.05
2014-01-08,327.6
2014-01-09,320.5
2014-01-10,329.45
2014-01-13,327.5
2014-01-14,320.4
2014-01-15,319.9
2014-01-16,320.6
2014-01-17,310.85
2014-01-20,305.25
2014-01-21,317.6
2014-01-22,319.6
2014-01-23,312.75
2014-01-24,316.85
2014-01-27,309.75
2014-01-28,312.4
2014-01-29,299.25
2014-01-30,304.7
2014-01-31,326.0
2014-02-03,333.0
2014-02-04,332.7
2014-02-05,353.95
2014-02-06,357.15
2014-02-07,360.25
2014-02-10,356.55
2014-02-11,360.45
2014-02-12,374.65
2014-02-13,370.6
2014-02-14,394.4
2014-02-17,393.75
2014-02-18,387.0
2014-02-19,394.55
2014-02-20,399.15
2014-02-21,400.5
2014-02-24,412.6
2014-02-25,411.55
2014-02-26,393.1
2014-02-28,392.25
2014-03-03,378.5
2014-03-04,394.55
2014-03-05,391.85
2014-03-06,410.1
2014-03-07,404.0
2014-03-10,415.25
2014-03-11,438.3
2014-03-12,434.05
2014-03-13,423.05
2014-03-14,427.95
2014-03-18,436.2
2014-03-19,446.6
2014-03-20,446.2
2014-03-21,451.95
2014-03-22,456.6
2014-03-24,456.6
2014-03-25,453.95
2014-03-26,450.95
2014-03-27,471.95
2014-03-28,487.65
2014-03-31,477.3
2014-04-01,492.9
2014-04-02,504.9
2014-04-03,503.75
2014-04-04,497.15
2014-04-07,490.35
2014-04-09,492.35
2014-04-10,499.75
2014-04-11,493.85
2014-04-15,488.65
2014-04-16,488.5
2014-04-17,506.5
2014-04-21,502.8
2014-04-22,503.8
2014-04-23,506.3
2014-04-25,505.45
2014-04-28,505.5
2014-04-29,504.7
2014-04-30,526.1
2014-05-02,528.3
2014-05-05,533.95
2014-05-06,554.15
2014-05-07,549.5
2014-05-08,564.8
2014-05-09,581.5
2014-05-12,577.3
2014-05-13,575.65
2014-05-14,574.65
2014-05-15,574.05
2014-05-16,559.15
2014-05-19,562.45
2014-05-20,568.35
2014-05-21,582.25
2014-05-22,573.5
2014-05-23,580.45
2014-05-26,583.5
2014-05-27,572.25
2014-05-28,564.15
2014-05-29,557.7
2014-05-30,562.35
2014-06-02,597.25
2014-06-03,620.7
2014-06-04,627.35
2014-06-05,636.7
2014-06-06,643.75
2014-06-09,679.45
2014-06-10,675.25
2014-06-11,685.2
2014-06-12,677.7
2014-06-13,688.2
2014-06-16,723.3
2014-06-17,746.85
2014-06-18,729.85
2014-06-19,730.4
2014-06-20,746.15
2014-06-23,729.9
2014-06-24,730.0
2014-06-25,720.6
2014-06-26,721.4
2014-06-27,735.9
2014-06-30,754.3
2014-07-01,737.4
2014-07-02,740.85
2014-07-03,736.15
2014-07-04,743.1
2014-07-07,728.25
2014-07-08,709.65
2014-07-09,694.0
2014-07-10,709.65
2014-07-11,701.45
2014-07-14,696.7
2014-07-15,710.2
2014-07-16,747.4
2014-07-17,804.85
2014-07-18,811.25
2014-07-21,793.75
2014-07-22,790.3
2014-07-23,803.0
2014-07-24,809.9
2014-07-25,802.15
2014-07-28,795.9
2014-07-30,770.5
2014-07-31,790.85
2014-08-01,768.85
2014-08-04,741.35
2014-08-05,746.3
2014-08-06,742.85
2014-08-07,749.65
2014-08-08,731.2
2014-08-11,746.8
2014-08-12,740.0
2014-08-13,737.1
2014-08-14,726.15
2014-08-18,745.1
2014-08-19,737.0
2014-08-20,734.1
2014-08-21,738.0
2014-08-22,728.8
2014-08-25,731.1
2014-08-26,707.95
2014-08-27,691.05
2014-08-28,725.75
2014-09-01,733.2
2014-09-02,737.0
2014-09-03,749.4
2014-09-04,769.0
2014-09-05,773.55
2014-09-08,782.6
2014-09-09,779.8
2014-09-10,780.15
2014-09-11,801.8
2014-09-12,798.3
2014-09-15,790.7
2014-09-16,785.6
2014-09-17,756.6
2014-09-18,755.9
2014-09-19,776.55
2014-09-22,773.75
2014-09-23,754.5
2014-09-24,752.25
2014-09-25,736.2
2014-09-26,745.0
2014-09-29,758.7
2014-09-30,774.75
2014-10-01,787.3
2014-10-07,758.2
2014-10-08,767.65
2014-10-09,789.9
2014-10-10,755.0
2014-10-13,745.65
2014-10-14,739.95
2014-10-16,721.5
2014-10-17,723.4
2014-10-20,734.7
2014-10-21,743.55
2014-10-22,751.95
2014-10-23,750.15
2014-10-27,748.25
2014-10-28,734.1
2014-10-29,749.75
2014-10-30,756.3
2014-10-31,770.1
2014-11-03,803.4
2014-11-05,799.75
2014-11-07,817.75
2014-11-10,828.55
2014-11-11,829.95
2014-11-12,838.0
2014-11-13,827.8
2014-11-14,690.8
2014-11-17,642.1
2014-11-18,648.9
2014-11-19,631.9
2014-11-20,607.95
2014-11-21,622.4
2014-11-24,627.7
2014-11-25,644.95
2014-11-26,647.85
2014-11-27,640.65
2014-11-28,629.3
2014-12-01,616.25
2014-12-02,629.75
2014-12-03,641.9
2014-12-04,635.6
2014-12-05,633.55
2014-12-08,627.95
2014-12-09,619.4
2014-12-10,619.4
2014-12-11,596.05
2014-12-12,582.85
2014-12-15,568.15
2014-12-16,559.95
2014-12-17,572.85
2014-12-18,585.85
2014-12-19,596.8
2014-12-22,599.55
2014-12-23,595.25
2014-12-24,596.7
2014-12-26,599.0
2014-12-29,601.6
2014-12-30,617.5
2014-12-31,612.95
