Date,CYIENT
2014-01-01,339.75
2014-01-02,338.65
2014-01-03,341.6
2014-01-06,341.55
2014-01-07,341.9
2014-01-08,349.25
2014-01-09,349.2
2014-01-10,349.4
2014-01-13,355.8
2014-01-14,359.55
2014-01-15,330.1
2014-01-16,346.75
2014-01-17,347.65
2014-01-20,356.9
2014-01-21,382.1
2014-01-22,378.5
2014-01-23,361.8
2014-01-24,363.1
2014-01-27,355.4
2014-01-28,361.35
2014-01-29,354.7
2014-01-30,347.35
2014-01-31,356.45
2014-02-03,352.2
2014-02-04,355.35
2014-02-05,347.7
2014-02-06,337.65
2014-02-07,338.3
2014-02-10,325.05
2014-02-11,330.25
2014-02-12,351.25
2014-02-13,353.4
2014-02-14,348.4
2014-02-17,343.9
2014-02-18,349.35
2014-02-19,349.25
2014-02-20,367.8
2014-02-21,373.8
2014-02-24,375.05
2014-02-25,383.95
2014-02-26,372.75
2014-02-28,367.15
2014-03-03,368.3
2014-03-04,371.55
2014-03-05,371.45
2014-03-06,374.45
2014-03-07,341.5
2014-03-10,331.8
2014-03-11,334.6
2014-03-12,334.85
2014-03-13,319.4
2014-03-14,323.75
2014-03-18,331.65
2014-03-19,330.9
2014-03-20,334.15
2014-03-21,325.0
2014-03-22,327.0
2014-03-24,319.7
2014-03-25,321.8
2014-03-26,319.95
2014-03-27,320.45
2014-03-28,320.95
2014-03-31,325.8
2014-04-01,337.25
2014-04-02,343.9
2014-04-03,333.65
2014-04-04,337.9
2014-04-07,331.85
2014-04-09,326.3
2014-04-10,327.95
2014-04-11,320.85
2014-04-15,320.65
2014-04-16,322.55
2014-04-17,334.15
2014-04-21,335.7
2014-04-22,329.0
2014-04-23,325.5
2014-04-25,319.05
2014-04-28,321.35
2014-04-29,321.15
2014-04-30,313.9
2014-05-02,302.1
2014-05-05,310.35
2014-05-06,310.7
2014-05-07,312.9
2014-05-08,320.0
2014-05-09,318.55
2014-05-12,311.4
2014-05-13,310.45
2014-05-14,315.1
2014-05-15,312.45
2014-05-16,314.2
2014-05-19,299.7
2014-05-20,296.15
2014-05-21,289.35
2014-05-22,286.05
2014-05-23,279.35
2014-05-26,268.0
2014-05-27,277.45
2014-05-28,293.9
2014-05-29,298.15
2014-05-30,307.3
2014-06-02,301.25
2014-06-03,300.0
2014-06-04,306.7
2014-06-05,309.75
2014-06-06,313.9
2014-06-09,323.2
2014-06-10,320.35
2014-06-11,327.15
2014-06-12,325.05
2014-06-13,325.1
2014-06-16,325.15
2014-06-17,329.9
2014-06-18,330.4
2014-06-19,352.25
2014-06-20,348.8
2014-06-23,339.9
2014-06-24,340.7
2014-06-25,348.1
2014-06-26,346.25
2014-06-27,355.8
2014-06-30,353.15
2014-07-01,359.55
2014-07-02,354.85
2014-07-03,352.65
2014-07-04,351.25
2014-07-07,347.9
2014-07-08,333.9
2014-07-09,330.05
2014-07-10,333.95
2014-07-11,329.35
2014-07-14,325.7
2014-07-15,336.25
2014-07-16,340.55
2014-07-17,335.75
2014-07-18,355.55
2014-07-21,355.3
2014-07-22,361.85
2014-07-23,354.4
2014-07-24,360.75
2014-07-25,368.5
2014-07-28,371.35
2014-07-30,379.2
2014-07-31,382.65
2014-08-01,393.15
2014-08-04,392.15
2014-08-05,391.7
2014-08-06,394.6
2014-08-07,392.35
2014-08-08,394.1
2014-08-11,395.35
2014-08-12,399.45
2014-08-13,397.0
2014-08-14,396.4
2014-08-18,411.45
2014-08-19,418.75
2014-08-20,436.75
2014-08-21,424.3
2014-08-22,402.6
2014-08-25,410.15
2014-08-26,412.8
2014-08-27,420.1
2014-08-28,422.6
2014-09-01,432.2
2014-09-02,446.2
2014-09-03,446.85
2014-09-04,441.8
2014-09-05,462.25
2014-09-08,460.85
2014-09-09,460.1
2014-09-10,453.55
2014-09-11,454.1
2014-09-12,451.1
2014-09-15,450.0
2014-09-16,445.8
2014-09-17,464.9
2014-09-18,477.3
2014-09-19,475.0
2014-09-22,474.4
2014-09-23,454.1
2014-09-24,447.9
2014-09-25,448.7
2014-09-26,445.9
2014-09-29,433.25
2014-09-30,449.1
2014-10-01,470.7
2014-10-07,440.6
2014-10-08,433.2
2014-10-09,447.45
2014-10-10,446.95
2014-10-13,449.75
2014-10-14,446.8
2014-10-16,460.15
2014-10-17,460.7
2014-10-20,461.2
2014-10-21,449.1
2014-10-22,449.85
2014-10-23,451.8
2014-10-27,450.45
2014-10-28,452.7
2014-10-29,460.45
2014-10-30,481.5
2014-10-31,480.15
2014-11-03,475.05
2014-11-05,480.25
2014-11-07,491.7
2014-11-10,495.05
2014-11-11,497.9
2014-11-12,504.15
2014-11-13,515.15
2014-11-14,520.25
2014-11-17,518.6
2014-11-18,500.8
2014-11-19,519.1
2014-11-20,520.2
2014-11-21,519.2
2014-11-24,519.75
2014-11-25,511.2
2014-11-26,514.9
2014-11-27,513.05
2014-11-28,515.5
2014-12-01,536.65
2014-12-02,547.15
2014-12-03,555.3
2014-12-04,566.35
2014-12-05,551.5
2014-12-08,547.45
2014-12-09,540.35
2014-12-10,558.4
2014-12-11,565.95
2014-12-12,545.65
2014-12-15,535.1
2014-12-16,526.05
2014-12-17,513.4
2014-12-18,529.4
2014-12-19,532.8
2014-12-22,531.35
2014-12-23,512.05
2014-12-24,517.35
2014-12-26,517.05
2014-12-29,517.35
2014-12-30,516.55
2014-12-31,516.9
