Date,DCW
2014-01-01,11.65
2014-01-02,11.1
2014-01-03,11.1
2014-01-06,11.6
2014-01-07,11.5
2014-01-08,11.4
2014-01-09,11.35
2014-01-10,11.2
2014-01-13,11.0
2014-01-14,12.25
2014-01-15,12.7
2014-01-16,12.1
2014-01-17,11.8
2014-01-20,11.95
2014-01-21,11.85
2014-01-22,11.55
2014-01-23,11.55
2014-01-24,11.3
2014-01-27,10.6
2014-01-28,10.75
2014-01-29,10.75
2014-01-30,10.3
2014-01-31,10.5
2014-02-03,10.25
2014-02-04,10.3
2014-02-05,10.5
2014-02-06,10.4
2014-02-07,10.35
2014-02-10,10.35
2014-02-11,10.35
2014-02-12,10.45
2014-02-13,10.05
2014-02-14,10.05
2014-02-17,10.0
2014-02-18,10.1
2014-02-19,10.15
2014-02-20,10.0
2014-02-21,10.05
2014-02-24,10.25
2014-02-25,10.3
2014-02-26,10.6
2014-02-28,10.4
2014-03-03,10.1
2014-03-04,10.2
2014-03-05,10.2
2014-03-06,10.55
2014-03-07,10.45
2014-03-10,11.2
2014-03-11,11.2
2014-03-12,11.2
2014-03-13,11.25
2014-03-14,10.9
2014-03-18,11.2
2014-03-19,11.2
2014-03-20,11.1
2014-03-21,11.2
2014-03-22,11.25
2014-03-24,11.1
2014-03-25,11.1
2014-03-26,11.15
2014-03-27,11.1
2014-03-28,11.35
2014-03-31,11.9
2014-04-01,11.95
2014-04-02,12.25
2014-04-03,12.25
2014-04-04,14.0
2014-04-07,13.65
2014-04-09,14.0
2014-04-10,13.5
2014-04-11,13.65
2014-04-15,13.4
2014-04-16,12.85
2014-04-17,13.3
2014-04-21,14.05
2014-04-22,14.0
2014-04-23,13.95
2014-04-25,14.4
2014-04-28,14.1
2014-04-29,14.45
2014-04-30,14.0
2014-05-02,13.75
2014-05-05,13.55
2014-05-06,13.3
2014-05-07,13.0
2014-05-08,13.05
2014-05-09,13.5
2014-05-12,13.45
2014-05-13,14.15
2014-05-14,15.7
2014-05-15,14.9
2014-05-16,14.8
2014-05-19,15.55
2014-05-20,15.1
2014-05-21,16.05
2014-05-22,18.3
2014-05-23,17.9
2014-05-26,16.35
2014-05-27,15.75
2014-05-28,16.7
2014-05-29,16.3
2014-05-30,17.15
2014-06-02,17.0
2014-06-03,17.0
2014-06-04,18.2
2014-06-05,18.75
2014-06-06,19.25
2014-06-09,19.55
2014-06-10,20.95
2014-06-11,21.15
2014-06-12,22.8
2014-06-13,21.3
2014-06-16,24.75
2014-06-17,24.0
2014-06-18,23.3
2014-06-19,22.45
2014-06-20,23.0
2014-06-23,23.25
2014-06-24,24.2
2014-06-25,25.15
2014-06-26,25.35
2014-06-27,25.95
2014-06-30,28.05
2014-07-01,28.25
2014-07-02,27.6
2014-07-03,26.05
2014-07-04,27.95
2014-07-07,29.2
2014-07-08,25.9
2014-07-09,25.4
2014-07-10,26.1
2014-07-11,23.9
2014-07-14,22.75
2014-07-15,24.15
2014-07-16,25.05
2014-07-17,25.15
2014-07-18,25.0
2014-07-21,26.6
2014-07-22,26.7
2014-07-23,26.25
2014-07-24,25.95
2014-07-25,25.15
2014-07-28,24.5
2014-07-30,24.4
2014-07-31,25.6
2014-08-01,25.1
2014-08-04,25.3
2014-08-05,25.65
2014-08-06,25.85
2014-08-07,24.9
2014-08-08,24.1
2014-08-11,23.15
2014-08-12,22.75
2014-08-13,20.65
2014-08-14,22.7
2014-08-18,22.8
2014-08-19,23.1
2014-08-20,24.6
2014-08-21,23.75
2014-08-22,24.75
2014-08-25,23.95
2014-08-26,24.05
2014-08-27,24.3
2014-08-28,24.85
2014-09-01,24.95
2014-09-02,27.0
2014-09-03,27.25
2014-09-04,26.5
2014-09-05,26.9
2014-09-08,28.8
2014-09-09,29.7
2014-09-10,30.05
2014-09-11,29.85
2014-09-12,29.1
2014-09-15,29.45
2014-09-16,25.95
2014-09-17,26.3
2014-09-18,27.25
2014-09-19,26.6
2014-09-22,27.4
2014-09-23,25.25
2014-09-24,25.05
2014-09-25,23.65
2014-09-26,24.25
2014-09-29,26.0
2014-09-30,24.75
2014-10-01,24.05
2014-10-07,23.95
2014-10-08,23.8
2014-10-09,25.15
2014-10-10,25.0
2014-10-13,24.75
2014-10-14,23.95
2014-10-16,23.05
2014-10-17,23.2
2014-10-20,23.8
2014-10-21,23.45
2014-10-22,24.1
2014-10-23,24.3
2014-10-27,23.75
2014-10-28,24.2
2014-10-29,24.25
2014-10-30,23.9
2014-10-31,24.25
2014-11-03,25.1
2014-11-05,24.7
2014-11-07,24.15
2014-11-10,23.8
2014-11-11,23.6
2014-11-12,23.15
2014-11-13,21.5
2014-11-14,21.8
2014-11-17,21.85
2014-11-18,21.65
2014-11-19,21.85
2014-11-20,21.5
2014-11-21,21.4
2014-11-24,20.55
2014-11-25,19.45
2014-11-26,19.8
2014-11-27,19.7
2014-11-28,21.35
2014-12-01,21.75
2014-12-02,21.1
2014-12-03,21.75
2014-12-04,22.1
2014-12-05,21.4
2014-12-08,20.15
2014-12-09,19.3
2014-12-10,19.45
2014-12-11,19.2
2014-12-12,18.9
2014-12-15,18.25
2014-12-16,16.8
2014-12-17,16.55
2014-12-18,18.1
2014-12-19,18.05
2014-12-22,17.6
2014-12-23,16.55
2014-12-24,17.1
2014-12-26,17.0
2014-12-29,17.05
2014-12-30,16.95
2014-12-31,17.25
