Date,DEEPAKFERT
2014-01-01,105.15
2014-01-02,101.75
2014-01-03,102.75
2014-01-06,102.95
2014-01-07,103.4
2014-01-08,103.3
2014-01-09,102.1
2014-01-10,101.75
2014-01-13,100.9
2014-01-14,100.9
2014-01-15,102.4
2014-01-16,103.4
2014-01-17,100.8
2014-01-20,101.9
2014-01-21,100.6
2014-01-22,102.4
2014-01-23,102.55
2014-01-24,101.65
2014-01-27,100.85
2014-01-28,100.5
2014-01-29,108.2
2014-01-30,111.55
2014-01-31,108.8
2014-02-03,106.1
2014-02-04,107.0
2014-02-05,106.5
2014-02-06,107.0
2014-02-07,106.1
2014-02-10,106.35
2014-02-11,106.05
2014-02-12,113.2
2014-02-13,111.55
2014-02-14,110.8
2014-02-17,111.55
2014-02-18,111.05
2014-02-19,111.95
2014-02-20,114.0
2014-02-21,112.85
2014-02-24,114.05
2014-02-25,119.75
2014-02-26,121.3
2014-02-28,117.7
2014-03-03,117.55
2014-03-04,118.95
2014-03-05,118.5
2014-03-06,119.25
2014-03-07,120.3
2014-03-10,119.55
2014-03-11,116.7
2014-03-12,117.85
2014-03-13,116.65
2014-03-14,116.65
2014-03-18,117.55
2014-03-19,118.95
2014-03-20,115.6
2014-03-21,118.8
2014-03-22,121.65
2014-03-24,119.05
2014-03-25,118.65
2014-03-26,119.1
2014-03-27,118.45
2014-03-28,118.35
2014-03-31,120.0
2014-04-01,118.35
2014-04-02,123.25
2014-04-03,121.4
2014-04-04,119.6
2014-04-07,118.6
2014-04-09,119.1
2014-04-10,119.35
2014-04-11,118.8
2014-04-15,118.45
2014-04-16,117.3
2014-04-17,118.6
2014-04-21,118.75
2014-04-22,120.1
2014-04-23,124.95
2014-04-25,127.4
2014-04-28,127.95
2014-04-29,127.6
2014-04-30,132.35
2014-05-02,134.95
2014-05-05,138.7
2014-05-06,142.65
2014-05-07,135.15
2014-05-08,133.65
2014-05-09,132.75
2014-05-12,132.25
2014-05-13,128.85
2014-05-14,135.3
2014-05-15,141.85
2014-05-16,137.6
2014-05-19,141.45
2014-05-20,143.9
2014-05-21,155.35
2014-05-22,152.9
2014-05-23,152.2
2014-05-26,147.95
2014-05-27,148.0
2014-05-28,156.3
2014-05-29,152.65
2014-05-30,153.6
2014-06-02,151.9
2014-06-03,146.25
2014-06-04,151.7
2014-06-05,150.85
2014-06-06,149.65
2014-06-09,150.45
2014-06-10,148.2
2014-06-11,148.2
2014-06-12,148.25
2014-06-13,145.05
2014-06-16,147.2
2014-06-17,153.5
2014-06-18,149.2
2014-06-19,149.95
2014-06-20,148.9
2014-06-23,149.0
2014-06-24,148.65
2014-06-25,148.35
2014-06-26,146.4
2014-06-27,146.55
2014-06-30,147.9
2014-07-01,153.45
2014-07-02,165.8
2014-07-03,163.1
2014-07-04,169.15
2014-07-07,171.65
2014-07-08,161.05
2014-07-09,157.95
2014-07-10,162.0
2014-07-11,157.55
2014-07-14,158.45
2014-07-15,164.25
2014-07-16,169.15
2014-07-17,182.0
2014-07-18,183.3
2014-07-21,179.45
2014-07-22,178.6
2014-07-23,174.15
2014-07-24,173.75
2014-07-25,174.95
2014-07-28,177.7
2014-07-30,177.5
2014-07-31,163.8
2014-08-01,160.95
2014-08-04,158.4
2014-08-05,161.5
2014-08-06,159.4
2014-08-07,154.2
2014-08-08,148.25
2014-08-11,150.35
2014-08-12,151.2
2014-08-13,147.8
2014-08-14,148.4
2014-08-18,153.7
2014-08-19,159.05
2014-08-20,163.15
2014-08-21,161.05
2014-08-22,160.1
2014-08-25,157.25
2014-08-26,154.25
2014-08-27,154.1
2014-08-28,153.2
2014-09-01,155.6
2014-09-02,158.6
2014-09-03,159.45
2014-09-04,160.05
2014-09-05,164.05
2014-09-08,173.1
2014-09-09,174.0
2014-09-10,175.45
2014-09-11,176.7
2014-09-12,178.4
2014-09-15,177.75
2014-09-16,169.1
2014-09-17,164.55
2014-09-18,168.65
2014-09-19,165.6
2014-09-22,163.95
2014-09-23,160.55
2014-09-24,160.0
2014-09-25,158.7
2014-09-26,159.65
2014-09-29,159.9
2014-09-30,159.6
2014-10-01,158.1
2014-10-07,158.5
2014-10-08,161.0
2014-10-09,159.1
2014-10-10,157.3
2014-10-13,156.8
2014-10-14,157.75
2014-10-16,158.05
2014-10-17,158.05
2014-10-20,157.8
2014-10-21,158.1
2014-10-22,157.45
2014-10-23,159.25
2014-10-27,155.45
2014-10-28,155.2
2014-10-29,156.95
2014-10-30,156.0
2014-10-31,156.35
2014-11-03,156.15
2014-11-05,143.65
2014-11-07,140.4
2014-11-10,143.3
2014-11-11,143.1
2014-11-12,142.75
2014-11-13,141.95
2014-11-14,141.35
2014-11-17,141.65
2014-11-18,142.55
2014-11-19,142.95
2014-11-20,140.85
2014-11-21,140.65
2014-11-24,137.25
2014-11-25,132.6
2014-11-26,132.05
2014-11-27,130.75
2014-11-28,131.65
2014-12-01,133.4
2014-12-02,132.25
2014-12-03,134.35
2014-12-04,131.7
2014-12-05,135.85
2014-12-08,132.9
2014-12-09,131.8
2014-12-10,132.2
2014-12-11,134.85
2014-12-12,132.0
2014-12-15,133.8
2014-12-16,128.55
2014-12-17,127.5
2014-12-18,130.0
2014-12-19,135.9
2014-12-22,139.45
2014-12-23,138.8
2014-12-24,139.15
2014-12-26,139.8
2014-12-29,140.15
2014-12-30,142.45
2014-12-31,143.35
