Date,NRBBEARING
2014-01-01,38.4
2014-01-02,37.05
2014-01-03,38.1
2014-01-06,43.05
2014-01-07,42.2
2014-01-08,43.45
2014-01-09,40.05
2014-01-10,38.85
2014-01-13,41.4
2014-01-14,41.2
2014-01-15,43.65
2014-01-16,43.9
2014-01-17,42.1
2014-01-20,41.0
2014-01-21,41.25
2014-01-22,41.0
2014-01-23,40.1
2014-01-24,38.7
2014-01-27,38.2
2014-01-28,37.75
2014-01-29,37.65
2014-01-30,36.55
2014-01-31,36.7
2014-02-03,35.1
2014-02-04,37.3
2014-02-05,37.2
2014-02-06,37.2
2014-02-07,38.25
2014-02-10,37.65
2014-02-11,36.75
2014-02-12,36.5
2014-02-13,35.9
2014-02-14,36.2
2014-02-17,36.0
2014-02-18,37.2
2014-02-19,37.75
2014-02-20,39.55
2014-02-21,39.15
2014-02-24,39.85
2014-02-25,40.05
2014-02-26,40.45
2014-02-28,40.7
2014-03-03,40.0
2014-03-04,41.05
2014-03-05,42.0
2014-03-06,42.45
2014-03-07,42.4
2014-03-10,44.35
2014-03-11,43.15
2014-03-12,43.25
2014-03-13,42.3
2014-03-14,42.55
2014-03-18,43.0
2014-03-19,42.8
2014-03-20,47.6
2014-03-21,48.5
2014-03-22,50.2
2014-03-24,48.6
2014-03-25,49.5
2014-03-26,50.25
2014-03-27,50.25
2014-03-28,51.55
2014-03-31,51.55
2014-04-01,50.7
2014-04-02,50.2
2014-04-03,49.25
2014-04-04,49.95
2014-04-07,49.3
2014-04-09,51.85
2014-04-10,53.9
2014-04-11,53.9
2014-04-15,53.3
2014-04-16,57.55
2014-04-17,67.9
2014-04-21,63.65
2014-04-22,64.0
2014-04-23,64.05
2014-04-25,64.9
2014-04-28,65.05
2014-04-29,64.5
2014-04-30,62.8
2014-05-02,65.55
2014-05-05,68.2
2014-05-06,69.35
2014-05-07,70.5
2014-05-08,69.1
2014-05-09,69.35
2014-05-12,66.0
2014-05-13,66.6
2014-05-14,66.1
2014-05-15,65.45
2014-05-16,65.8
2014-05-19,70.4
2014-05-20,75.4
2014-05-21,77.35
2014-05-22,80.6
2014-05-23,86.25
2014-05-26,89.4
2014-05-27,91.1
2014-05-28,88.75
2014-05-29,86.45
2014-05-30,85.4
2014-06-02,88.05
2014-06-03,85.05
2014-06-04,84.45
2014-06-05,85.0
2014-06-06,86.4
2014-06-09,85.4
2014-06-10,82.7
2014-06-11,89.15
2014-06-12,88.2
2014-06-13,81.5
2014-06-16,81.45
2014-06-17,82.9
2014-06-18,81.2
2014-06-19,78.9
2014-06-20,81.15
2014-06-23,81.3
2014-06-24,82.45
2014-06-25,84.05
2014-06-26,91.7
2014-06-27,91.6
2014-06-30,96.75
2014-07-01,98.05
2014-07-02,95.85
2014-07-03,94.0
2014-07-04,92.85
2014-07-07,91.35
2014-07-08,86.3
2014-07-09,85.7
2014-07-10,86.9
2014-07-11,81.1
2014-07-14,83.25
2014-07-15,87.25
2014-07-16,86.75
2014-07-17,87.65
2014-07-18,90.6
2014-07-21,93.35
2014-07-22,91.2
2014-07-23,89.95
2014-07-24,88.7
2014-07-25,85.65
2014-07-28,88.2
2014-07-30,88.0
2014-07-31,90.1
2014-08-01,90.95
2014-08-04,92.2
2014-08-05,91.1
2014-08-06,92.3
2014-08-07,97.4
2014-08-08,94.45
2014-08-11,94.4
2014-08-12,100.9
2014-08-13,96.7
2014-08-14,101.35
2014-08-18,102.95
2014-08-19,99.65
2014-08-20,99.9
2014-08-21,100.25
2014-08-22,108.15
2014-08-25,105.75
2014-08-26,109.55
2014-08-27,109.65
2014-08-28,107.45
2014-09-01,109.95
2014-09-02,112.1
2014-09-03,111.05
2014-09-04,111.1
2014-09-05,112.6
2014-09-08,112.2
2014-09-09,117.55
2014-09-10,117.9
2014-09-11,118.7
2014-09-12,125.15
2014-09-15,122.55
2014-09-16,122.1
2014-09-17,117.45
2014-09-18,123.1
2014-09-19,120.9
2014-09-22,124.55
2014-09-23,126.0
2014-09-24,133.55
2014-09-25,129.45
2014-09-26,129.1
2014-09-29,129.05
2014-09-30,130.3
2014-10-01,128.6
2014-10-07,129.05
2014-10-08,134.65
2014-10-09,132.8
2014-10-10,132.2
2014-10-13,131.2
2014-10-14,130.35
2014-10-16,124.05
2014-10-17,126.05
2014-10-20,125.1
2014-10-21,126.45
2014-10-22,126.25
2014-10-23,128.5
2014-10-27,130.35
2014-10-28,134.8
2014-10-29,136.05
2014-10-30,133.7
2014-10-31,133.0
2014-11-03,135.9
2014-11-05,134.05
2014-11-07,138.65
2014-11-10,136.4
2014-11-11,138.4
2014-11-12,138.35
2014-11-13,136.4
2014-11-14,137.35
2014-11-17,146.9
2014-11-18,141.3
2014-11-19,139.6
2014-11-20,137.1
2014-11-21,134.15
2014-11-24,127.7
2014-11-25,123.85
2014-11-26,127.7
2014-11-27,128.15
2014-11-28,126.65
2014-12-01,126.2
2014-12-02,126.1
2014-12-03,124.8
2014-12-04,126.65
2014-12-05,127.95
2014-12-08,132.5
2014-12-09,128.35
2014-12-10,128.5
2014-12-11,128.7
2014-12-12,125.95
2014-12-15,124.9
2014-12-16,117.55
2014-12-17,117.6
2014-12-18,122.35
2014-12-19,124.35
2014-12-22,127.3
2014-12-23,123.45
2014-12-24,124.95
2014-12-26,123.4
2014-12-29,124.35
2014-12-30,125.65
2014-12-31,130.7
