Date,PNBGILTS
2014-01-01,16.35
2014-01-02,16.15
2014-01-03,16.1
2014-01-06,16.2
2014-01-07,16.15
2014-01-08,16.25
2014-01-09,16.7
2014-01-10,17.2
2014-01-13,17.25
2014-01-14,17.2
2014-01-15,17.05
2014-01-16,16.9
2014-01-17,16.5
2014-01-20,16.55
2014-01-21,16.75
2014-01-22,16.75
2014-01-23,16.55
2014-01-24,16.25
2014-01-27,16.45
2014-01-28,16.4
2014-01-29,16.3
2014-01-30,16.15
2014-01-31,16.2
2014-02-03,16.15
2014-02-04,16.35
2014-02-05,16.4
2014-02-06,16.35
2014-02-07,16.45
2014-02-10,16.4
2014-02-11,16.6
2014-02-12,16.4
2014-02-13,16.35
2014-02-14,16.3
2014-02-17,16.3
2014-02-18,16.25
2014-02-19,16.25
2014-02-20,16.25
2014-02-21,16.55
2014-02-24,16.25
2014-02-25,16.2
2014-02-26,16.2
2014-02-28,16.2
2014-03-03,16.15
2014-03-04,16.15
2014-03-05,16.3
2014-03-06,16.35
2014-03-07,16.25
2014-03-10,16.1
2014-03-11,16.2
2014-03-12,16.15
2014-03-13,16.95
2014-03-14,16.4
2014-03-18,16.55
2014-03-19,16.5
2014-03-20,16.35
2014-03-21,16.45
2014-03-22,16.5
2014-03-24,16.45
2014-03-25,16.4
2014-03-26,16.4
2014-03-27,16.55
2014-03-28,16.85
2014-03-31,17.15
2014-04-01,17.7
2014-04-02,17.45
2014-04-03,17.4
2014-04-04,17.5
2014-04-07,17.3
2014-04-09,17.9
2014-04-10,18.35
2014-04-11,18.4
2014-04-15,18.35
2014-04-16,18.45
2014-04-17,18.65
2014-04-21,19.9
2014-04-22,20.7
2014-04-23,20.2
2014-04-25,19.55
2014-04-28,18.7
2014-04-29,18.85
2014-04-30,18.5
2014-05-02,18.15
2014-05-05,18.2
2014-05-06,18.2
2014-05-07,18.1
2014-05-08,18.0
2014-05-09,18.35
2014-05-12,18.25
2014-05-13,18.35
2014-05-14,18.55
2014-05-15,19.5
2014-05-16,19.6
2014-05-19,20.9
2014-05-20,20.9
2014-05-21,21.2
2014-05-22,22.0
2014-05-23,22.6
2014-05-26,21.6
2014-05-27,20.85
2014-05-28,21.35
2014-05-29,21.05
2014-05-30,20.95
2014-06-02,21.4
2014-06-03,22.9
2014-06-04,23.8
2014-06-05,23.5
2014-06-06,22.9
2014-06-09,24.0
2014-06-10,23.95
2014-06-11,23.35
2014-06-12,23.45
2014-06-13,22.35
2014-06-16,21.85
2014-06-17,22.35
2014-06-18,21.8
2014-06-19,21.8
2014-06-20,23.4
2014-06-23,23.05
2014-06-24,23.1
2014-06-25,22.6
2014-06-26,22.2
2014-06-27,22.35
2014-06-30,22.8
2014-07-01,22.55
2014-07-02,22.65
2014-07-03,22.4
2014-07-04,22.4
2014-07-07,22.45
2014-07-08,21.6
2014-07-09,21.25
2014-07-10,21.3
2014-07-11,20.9
2014-07-14,20.95
2014-07-15,21.0
2014-07-16,21.0
2014-07-17,21.0
2014-07-18,20.9
2014-07-21,21.8
2014-07-22,21.65
2014-07-23,21.35
2014-07-24,22.6
2014-07-25,22.1
2014-07-28,21.6
2014-07-30,20.95
2014-07-31,21.1
2014-08-01,21.0
2014-08-04,21.3
2014-08-05,21.2
2014-08-06,21.1
2014-08-07,21.0
2014-08-08,21.05
2014-08-11,21.75
2014-08-12,22.35
2014-08-13,22.3
2014-08-14,22.4
2014-08-18,23.1
2014-08-19,23.2
2014-08-20,23.1
2014-08-21,22.05
2014-08-22,22.05
2014-08-25,21.9
2014-08-26,21.3
2014-08-27,21.4
2014-08-28,21.4
2014-09-01,21.9
2014-09-02,21.85
2014-09-03,21.95
2014-09-04,21.8
2014-09-05,21.95
2014-09-08,22.05
2014-09-09,22.05
2014-09-10,22.55
2014-09-11,22.65
2014-09-12,23.3
2014-09-15,23.65
2014-09-16,22.3
2014-09-17,22.45
2014-09-18,22.45
2014-09-19,22.45
2014-09-22,22.45
2014-09-23,22.25
2014-09-24,21.8
2014-09-25,21.4
2014-09-26,21.5
2014-09-29,21.85
2014-09-30,21.9
2014-10-01,21.55
2014-10-07,21.0
2014-10-08,21.0
2014-10-09,21.2
2014-10-10,21.15
2014-10-13,21.5
2014-10-14,22.05
2014-10-16,22.25
2014-10-17,22.05
2014-10-20,23.9
2014-10-21,23.25
2014-10-22,22.95
2014-10-23,23.65
2014-10-27,23.5
2014-10-28,23.65
2014-10-29,25.25
2014-10-30,24.65
2014-10-31,24.9
2014-11-03,24.9
2014-11-05,25.2
2014-11-07,27.05
2014-11-10,26.75
2014-11-11,26.75
2014-11-12,26.95
2014-11-13,26.7
2014-11-14,26.5
2014-11-17,27.05
2014-11-18,27.9
2014-11-19,27.35
2014-11-20,26.95
2014-11-21,27.8
2014-11-24,28.6
2014-11-25,27.4
2014-11-26,27.3
2014-11-27,27.7
2014-11-28,28.75
2014-12-01,28.7
2014-12-02,29.05
2014-12-03,29.2
2014-12-04,29.1
2014-12-05,28.8
2014-12-08,28.55
2014-12-09,28.05
2014-12-10,30.35
2014-12-11,30.35
2014-12-12,30.0
2014-12-15,30.2
2014-12-16,28.95
2014-12-17,27.7
2014-12-18,28.4
2014-12-19,28.5
2014-12-22,28.9
2014-12-23,29.15
2014-12-24,28.65
2014-12-26,28.7
2014-12-29,28.2
2014-12-30,28.25
2014-12-31,28.25
