Date,ALLCARGO
2014-01-01,118.45
2014-01-02,125.2
2014-01-03,134.85
2014-01-06,131.8
2014-01-07,133.7
2014-01-08,131.4
2014-01-09,128.8
2014-01-10,133.9
2014-01-13,134.8
2014-01-14,133.3
2014-01-15,130.8
2014-01-16,127.1
2014-01-17,135.3
2014-01-20,135.0
2014-01-21,135.4
2014-01-22,135.35
2014-01-23,135.3
2014-01-24,135.35
2014-01-27,134.45
2014-01-28,130.9
2014-01-29,131.5
2014-01-30,129.1
2014-01-31,128.55
2014-02-03,126.2
2014-02-04,131.0
2014-02-05,132.85
2014-02-06,132.7
2014-02-07,132.55
2014-02-10,133.65
2014-02-11,130.45
2014-02-12,132.9
2014-02-13,132.35
2014-02-14,134.3
2014-02-17,139.4
2014-02-18,141.65
2014-02-19,140.65
2014-02-20,142.2
2014-02-21,142.55
2014-02-24,142.15
2014-02-25,142.95
2014-02-26,148.75
2014-02-28,160.9
2014-03-03,151.45
2014-03-04,157.3
2014-03-05,155.3
2014-03-06,160.2
2014-03-07,152.45
2014-03-10,159.55
2014-03-11,154.45
2014-03-12,154.0
2014-03-13,151.6
2014-03-14,148.2
2014-03-18,152.0
2014-03-19,151.9
2014-03-20,149.8
2014-03-21,151.4
2014-03-22,150.25
2014-03-24,151.05
2014-03-25,150.0
2014-03-26,151.85
2014-03-27,150.0
2014-03-28,149.4
2014-03-31,153.9
2014-04-01,160.5
2014-04-02,156.85
2014-04-03,153.7
2014-04-04,151.05
2014-04-07,152.1
2014-04-09,155.2
2014-04-10,153.4
2014-04-11,152.2
2014-04-15,152.4
2014-04-16,150.9
2014-04-17,152.35
2014-04-21,152.1
2014-04-22,147.4
2014-04-23,153.0
2014-04-25,149.95
2014-04-28,146.75
2014-04-29,147.9
2014-04-30,145.6
2014-05-02,146.45
2014-05-05,140.8
2014-05-06,141.7
2014-05-07,140.1
2014-05-08,140.15
2014-05-09,140.7
2014-05-12,141.1
2014-05-13,140.7
2014-05-14,141.05
2014-05-15,138.5
2014-05-16,145.05
2014-05-19,163.55
2014-05-20,189.5
2014-05-21,187.7
2014-05-22,200.4
2014-05-23,193.65
2014-05-26,184.2
2014-05-27,184.3
2014-05-28,187.15
2014-05-29,188.8
2014-05-30,190.0
2014-06-02,192.95
2014-06-03,195.35
2014-06-04,204.8
2014-06-05,208.5
2014-06-06,203.4
2014-06-09,209.15
2014-06-10,205.7
2014-06-11,215.95
2014-06-12,220.3
2014-06-13,206.4
2014-06-16,197.85
2014-06-17,203.85
2014-06-18,200.1
2014-06-19,203.65
2014-06-20,204.05
2014-06-23,206.55
2014-06-24,200.0
2014-06-25,209.5
2014-06-26,204.95
2014-06-27,214.0
2014-06-30,235.4
2014-07-01,258.9
2014-07-02,265.8
2014-07-03,261.0
2014-07-04,258.7
2014-07-07,260.25
2014-07-08,247.25
2014-07-09,237.05
2014-07-10,240.7
2014-07-11,228.7
2014-07-14,236.5
2014-07-15,245.4
2014-07-16,251.0
2014-07-17,247.6
2014-07-18,243.2
2014-07-21,248.1
2014-07-22,250.25
2014-07-23,240.65
2014-07-24,247.55
2014-07-25,245.5
2014-07-28,241.8
2014-07-30,238.1
2014-07-31,242.2
2014-08-01,239.15
2014-08-04,252.6
2014-08-05,251.45
2014-08-06,244.25
2014-08-07,246.15
2014-08-08,239.7
2014-08-11,241.95
2014-08-12,244.7
2014-08-13,238.3
2014-08-14,238.75
2014-08-18,240.7
2014-08-19,244.4
2014-08-20,244.05
2014-08-21,237.9
2014-08-22,243.05
2014-08-25,242.3
2014-08-26,236.95
2014-08-27,237.2
2014-08-28,238.45
2014-09-01,245.7
2014-09-02,245.55
2014-09-03,245.2
2014-09-04,241.05
2014-09-05,246.6
2014-09-08,250.0
2014-09-09,251.85
2014-09-10,246.15
2014-09-11,245.0
2014-09-12,241.7
2014-09-15,238.05
2014-09-16,226.5
2014-09-17,225.55
2014-09-18,229.3
2014-09-19,238.5
2014-09-22,242.45
2014-09-23,240.2
2014-09-24,231.9
2014-09-25,227.55
2014-09-26,231.1
2014-09-29,233.75
2014-09-30,233.55
2014-10-01,233.15
2014-10-07,232.4
2014-10-08,235.95
2014-10-09,238.45
2014-10-10,241.7
2014-10-13,241.8
2014-10-14,240.75
2014-10-16,235.65
2014-10-17,234.45
2014-10-20,234.7
2014-10-21,232.4
2014-10-22,235.55
2014-10-23,238.45
2014-10-27,236.7
2014-10-28,241.3
2014-10-29,238.55
2014-10-30,241.85
2014-10-31,242.7
2014-11-03,247.15
2014-11-05,246.95
2014-11-07,281.55
2014-11-10,285.1
2014-11-11,275.45
2014-11-12,283.0
2014-11-13,288.7
2014-11-14,308.3
2014-11-17,349.7
2014-11-18,333.6
2014-11-19,331.35
2014-11-20,331.55
2014-11-21,315.15
2014-11-24,334.65
2014-11-25,322.15
2014-11-26,327.85
2014-11-27,324.7
2014-11-28,322.95
2014-12-01,314.55
2014-12-02,310.95
2014-12-03,316.95
2014-12-04,320.75
2014-12-05,311.5
2014-12-08,304.7
2014-12-09,303.7
2014-12-10,306.3
2014-12-11,319.45
2014-12-12,316.7
2014-12-15,315.55
2014-12-16,292.45
2014-12-17,291.85
2014-12-18,304.8
2014-12-19,309.6
2014-12-22,306.8
2014-12-23,308.3
2014-12-24,305.55
2014-12-26,302.9
2014-12-29,310.0
2014-12-30,318.7
2014-12-31,327.75
