Date,CORPBANK
2014-01-01,262.15
2014-01-02,263.55
2014-01-03,264.9
2014-01-06,264.9
2014-01-07,262.35
2014-01-08,264.8
2014-01-09,264.5
2014-01-10,260.35
2014-01-13,260.75
2014-01-14,260.35
2014-01-15,262.35
2014-01-16,263.6
2014-01-17,262.8
2014-01-20,264.1
2014-01-21,266.7
2014-01-22,272.05
2014-01-23,271.0
2014-01-24,265.2
2014-01-27,260.55
2014-01-28,256.0
2014-01-29,254.15
2014-01-30,248.15
2014-01-31,248.6
2014-02-03,246.3
2014-02-04,246.45
2014-02-05,249.6
2014-02-06,248.75
2014-02-07,250.65
2014-02-10,246.6
2014-02-11,248.0
2014-02-12,244.05
2014-02-13,241.8
2014-02-14,238.4
2014-02-17,239.45
2014-02-18,237.55
2014-02-19,234.15
2014-02-20,228.15
2014-02-21,223.8
2014-02-24,228.85
2014-02-25,229.55
2014-02-26,226.3
2014-02-28,226.15
2014-03-03,226.3
2014-03-04,229.8
2014-03-05,231.0
2014-03-06,233.65
2014-03-07,240.25
2014-03-10,241.95
2014-03-11,243.1
2014-03-12,242.1
2014-03-13,240.25
2014-03-14,240.25
2014-03-18,246.65
2014-03-19,250.4
2014-03-20,249.2
2014-03-21,244.1
2014-03-22,248.3
2014-03-24,248.5
2014-03-25,250.55
2014-03-26,256.55
2014-03-27,259.3
2014-03-28,266.5
2014-03-31,276.9
2014-04-01,274.2
2014-04-02,281.35
2014-04-03,280.2
2014-04-04,281.2
2014-04-07,278.15
2014-04-09,286.8
2014-04-10,290.6
2014-04-11,288.55
2014-04-15,284.9
2014-04-16,277.9
2014-04-17,283.9
2014-04-21,288.15
2014-04-22,289.3
2014-04-23,289.95
2014-04-25,292.95
2014-04-28,295.5
2014-04-29,295.75
2014-04-30,293.8
2014-05-02,292.7
2014-05-05,298.25
2014-05-06,299.1
2014-05-07,300.35
2014-05-08,297.05
2014-05-09,300.9
2014-05-12,285.65
2014-05-13,286.7
2014-05-14,296.95
2014-05-15,298.0
2014-05-16,303.85
2014-05-19,338.35
2014-05-20,350.15
2014-05-21,343.25
2014-05-22,353.9
2014-05-23,380.45
2014-05-26,369.7
2014-05-27,363.9
2014-05-28,367.0
2014-05-29,361.8
2014-05-30,354.2
2014-06-02,363.45
2014-06-03,357.8
2014-06-04,364.95
2014-06-05,387.7
2014-06-06,405.3
2014-06-09,412.5
2014-06-10,408.1
2014-06-11,405.4
2014-06-12,401.55
2014-06-13,394.2
2014-06-16,395.25
2014-06-17,400.1
2014-06-18,399.55
2014-06-19,394.1
2014-06-20,382.0
2014-06-23,387.95
2014-06-24,390.75
2014-06-25,389.8
2014-06-26,388.05
2014-06-27,384.35
2014-06-30,393.95
2014-07-01,395.6
2014-07-02,400.15
2014-07-03,400.1
2014-07-04,408.75
2014-07-07,410.05
2014-07-08,386.15
2014-07-09,380.5
2014-07-10,377.3
2014-07-11,365.95
2014-07-14,372.15
2014-07-15,371.9
2014-07-16,371.15
2014-07-17,376.15
2014-07-18,381.8
2014-07-21,373.8
2014-07-22,371.85
2014-07-23,371.3
2014-07-24,368.35
2014-07-25,359.55
2014-07-28,353.45
2014-07-30,355.55
2014-07-31,355.1
2014-08-01,356.85
2014-08-04,359.0
2014-08-05,359.15
2014-08-06,354.0
2014-08-07,352.55
2014-08-08,334.3
2014-08-11,333.55
2014-08-12,334.45
2014-08-13,326.8
2014-08-14,323.2
2014-08-18,328.7
2014-08-19,335.55
2014-08-20,334.5
2014-08-21,336.65
2014-08-22,337.6
2014-08-25,333.6
2014-08-26,327.95
2014-08-27,322.95
2014-08-28,327.8
2014-09-01,333.45
2014-09-02,328.45
2014-09-03,328.4
2014-09-04,324.7
2014-09-05,320.8
2014-09-08,319.55
2014-09-09,319.6
2014-09-10,319.75
2014-09-11,337.5
2014-09-12,340.7
2014-09-15,347.25
2014-09-16,333.45
2014-09-17,331.8
2014-09-18,344.7
2014-09-19,343.35
2014-09-22,337.75
2014-09-23,329.1
2014-09-24,320.35
2014-09-25,309.85
2014-09-26,314.1
2014-09-29,313.05
2014-09-30,314.55
2014-10-01,316.7
2014-10-07,317.65
2014-10-08,320.5
2014-10-09,325.35
2014-10-10,325.25
2014-10-13,325.65
2014-10-14,324.8
2014-10-16,321.75
2014-10-17,323.2
2014-10-20,324.9
2014-10-21,327.4
2014-10-22,328.75
2014-10-23,329.75
2014-10-27,326.25
2014-10-28,330.2
2014-10-29,329.65
2014-10-30,337.65
2014-10-31,338.55
2014-11-03,337.15
2014-11-05,336.2
2014-11-07,335.7
2014-11-10,329.8
2014-11-11,331.9
2014-11-12,328.4
2014-11-13,323.05
2014-11-14,321.9
2014-11-17,330.25
2014-11-18,333.85
2014-11-19,328.15
2014-11-20,327.55
2014-11-21,319.95
2014-11-24,324.0
2014-11-25,320.55
2014-11-26,323.05
2014-11-27,320.05
2014-11-28,326.7
2014-12-01,323.0
2014-12-02,326.5
2014-12-03,337.0
2014-12-04,336.35
2014-12-05,339.6
2014-12-08,335.7
2014-12-09,323.05
2014-12-10,323.2
2014-12-11,323.2
2014-12-12,319.95
2014-12-15,316.85
2014-12-16,303.65
2014-12-17,295.65
2014-12-18,309.35
2014-12-19,311.3
2014-12-22,313.9
2014-12-23,313.3
2014-12-24,316.0
2014-12-26,330.45
2014-12-29,333.25
2014-12-30,336.55
2014-12-31,335.55
