Date,KANSAINER
2014-01-01,1143.0
2014-01-02,1131.95
2014-01-03,1144.8
2014-01-06,1129.55
2014-01-07,1154.45
2014-01-08,1167.8
2014-01-09,1173.0
2014-01-10,1165.2
2014-01-13,1148.05
2014-01-14,1148.85
2014-01-15,1133.65
2014-01-16,1137.95
2014-01-17,1125.6
2014-01-20,1127.4
2014-01-21,1125.45
2014-01-22,1091.45
2014-01-23,1083.65
2014-01-24,1052.9
2014-01-27,1044.5
2014-01-28,1039.45
2014-01-29,1052.25
2014-01-30,1064.1
2014-01-31,1065.4
2014-02-03,1060.1
2014-02-04,1045.9
2014-02-05,1026.25
2014-02-06,1030.35
2014-02-07,1030.15
2014-02-10,1049.45
2014-02-11,1042.6
2014-02-12,1031.9
2014-02-13,1030.15
2014-02-14,1032.3
2014-02-17,1019.0
2014-02-18,1020.8
2014-02-19,1033.35
2014-02-20,1024.0
2014-02-21,1021.9
2014-02-24,1033.9
2014-02-25,1049.65
2014-02-26,1029.45
2014-02-28,1025.75
2014-03-03,1027.0
2014-03-04,1027.5
2014-03-05,1047.8
2014-03-06,1054.35
2014-03-07,1050.55
2014-03-10,1036.25
2014-03-11,1030.0
2014-03-12,1013.95
2014-03-13,1023.25
2014-03-14,1013.3
2014-03-18,1021.55
2014-03-19,1034.85
2014-03-20,1026.7
2014-03-21,1055.3
2014-03-22,1064.25
2014-03-24,1051.95
2014-03-25,1061.95
2014-03-26,1174.05
2014-03-27,1151.95
2014-03-28,1179.95
2014-03-31,1183.85
2014-04-01,1170.0
2014-04-02,1166.85
2014-04-03,1154.55
2014-04-04,1141.9
2014-04-07,1141.3
2014-04-09,1152.15
2014-04-10,1127.25
2014-04-11,1136.8
2014-04-15,1111.55
2014-04-16,1129.8
2014-04-17,1135.2
2014-04-21,1165.7
2014-04-22,1180.3
2014-04-23,1169.85
2014-04-25,1146.65
2014-04-28,1176.55
2014-04-29,1183.55
2014-04-30,1258.3
2014-05-02,1242.65
2014-05-05,1240.05
2014-05-06,1242.65
2014-05-07,1260.15
2014-05-08,1270.15
2014-05-09,1275.2
2014-05-12,1274.05
2014-05-13,1261.2
2014-05-14,1262.85
2014-05-15,1275.3
2014-05-16,1243.0
2014-05-19,1262.9
2014-05-20,1281.55
2014-05-21,1287.75
2014-05-22,1361.8
2014-05-23,1364.7
2014-05-26,1365.6
2014-05-27,1350.15
2014-05-28,1360.05
2014-05-29,1340.1
2014-05-30,1358.5
2014-06-02,1361.45
2014-06-03,1360.05
2014-06-04,1360.75
2014-06-05,1354.9
2014-06-06,1369.55
2014-06-09,1384.4
2014-06-10,1404.85
2014-06-11,1383.2
2014-06-12,1365.4
2014-06-13,1332.35
2014-06-16,1340.05
2014-06-17,1360.1
2014-06-18,1367.5
2014-06-19,1365.2
2014-06-20,1356.8
2014-06-23,1369.65
2014-06-24,1349.1
2014-06-25,1363.0
2014-06-26,1365.8
2014-06-27,1384.55
2014-06-30,1444.6
2014-07-01,1500.15
2014-07-02,1489.45
2014-07-03,1598.45
2014-07-04,1654.2
2014-07-07,1600.35
2014-07-08,1571.3
2014-07-09,1564.75
2014-07-10,1574.35
2014-07-11,1559.55
2014-07-14,1526.1
2014-07-15,1549.5
2014-07-16,1544.1
2014-07-17,1582.7
2014-07-18,1571.85
2014-07-21,1567.75
2014-07-22,1663.45
2014-07-23,1645.5
2014-07-24,1623.4
2014-07-25,1572.45
2014-07-28,1589.7
2014-07-30,1598.0
2014-07-31,1592.95
2014-08-01,1575.5
2014-08-04,1590.45
2014-08-05,1598.85
2014-08-06,1573.15
2014-08-07,1582.95
2014-08-08,1537.9
2014-08-11,1558.2
2014-08-12,1550.1
2014-08-13,1571.55
2014-08-14,1592.1
2014-08-18,1567.7
2014-08-19,1602.55
2014-08-20,1599.6
2014-08-21,1611.95
2014-08-22,1628.55
2014-08-25,1630.9
2014-08-26,1625.75
2014-08-27,1619.3
2014-08-28,1616.7
2014-09-01,1718.75
2014-09-02,1708.15
2014-09-03,1733.35
2014-09-04,1751.9
2014-09-05,1791.8
2014-09-08,1841.7
2014-09-09,1880.5
2014-09-10,1918.5
2014-09-11,1901.8
2014-09-12,1920.25
2014-09-15,1915.3
2014-09-16,1849.3
2014-09-17,1843.95
2014-09-18,1870.9
2014-09-19,1881.2
2014-09-22,1869.35
2014-09-23,1855.15
2014-09-24,1843.15
2014-09-25,1847.15
2014-09-26,1851.2
2014-09-29,1860.2
2014-09-30,1885.1
2014-10-01,1879.45
2014-10-07,1913.05
2014-10-08,1916.15
2014-10-09,1889.2
2014-10-10,1909.0
2014-10-13,1878.2
2014-10-14,1872.05
2014-10-16,1855.0
2014-10-17,1842.9
2014-10-20,1873.65
2014-10-21,1874.75
2014-10-22,1882.05
2014-10-23,1995.75
2014-10-27,1974.15
2014-10-28,1933.0
2014-10-29,1916.05
2014-10-30,1913.85
2014-10-31,1927.75
2014-11-03,1927.4
2014-11-05,1918.05
2014-11-07,1906.3
2014-11-10,1901.0
2014-11-11,1907.35
2014-11-12,1899.2
2014-11-13,1890.1
2014-11-14,1900.7
2014-11-17,1914.95
2014-11-18,1908.85
2014-11-19,1892.25
2014-11-20,1971.1
2014-11-21,2017.45
2014-11-24,1982.35
2014-11-25,1978.0
2014-11-26,1980.45
2014-11-27,1983.3
2014-11-28,2015.9
2014-12-01,2066.45
2014-12-02,2035.85
2014-12-03,2058.1
2014-12-04,2042.65
2014-12-05,2028.15
2014-12-08,1998.0
2014-12-09,2002.65
2014-12-10,1998.4
2014-12-11,1961.45
2014-12-12,1970.25
2014-12-15,1953.75
2014-12-16,1934.95
2014-12-17,1913.7
2014-12-18,1914.6
2014-12-19,1928.7
2014-12-22,1954.2
2014-12-23,1980.05
2014-12-24,1990.6
2014-12-26,2003.0
2014-12-29,1966.8
2014-12-30,1980.9
2014-12-31,1986.3
