Date,TEXRAIL
2014-01-01,45.2
2014-01-02,45.25
2014-01-03,45.4
2014-01-06,46.35
2014-01-07,45.45
2014-01-08,45.9
2014-01-09,44.05
2014-01-10,42.85
2014-01-13,44.55
2014-01-14,43.6
2014-01-15,43.5
2014-01-16,43.0
2014-01-17,42.95
2014-01-20,42.7
2014-01-21,43.05
2014-01-22,43.0
2014-01-23,44.05
2014-01-24,43.65
2014-01-27,42.8
2014-01-28,43.1
2014-01-29,43.0
2014-01-30,42.05
2014-01-31,42.9
2014-02-03,43.05
2014-02-04,42.9
2014-02-05,43.45
2014-02-06,43.05
2014-02-07,42.65
2014-02-10,42.5
2014-02-11,43.0
2014-02-12,41.35
2014-02-13,40.0
2014-02-14,40.0
2014-02-17,39.8
2014-02-18,38.95
2014-02-19,39.1
2014-02-20,39.95
2014-02-21,38.95
2014-02-24,39.55
2014-02-25,39.15
2014-02-26,39.25
2014-02-28,39.1
2014-03-03,40.5
2014-03-04,41.15
2014-03-05,42.2
2014-03-06,42.55
2014-03-07,43.05
2014-03-10,43.2
2014-03-11,44.5
2014-03-12,44.45
2014-03-13,44.55
2014-03-14,43.5
2014-03-18,44.0
2014-03-19,44.05
2014-03-20,44.0
2014-03-21,46.25
2014-03-22,45.85
2014-03-24,46.45
2014-03-25,47.75
2014-03-26,45.9
2014-03-27,44.15
2014-03-28,48.15
2014-03-31,47.8
2014-04-01,48.5
2014-04-02,50.1
2014-04-03,50.85
2014-04-04,50.0
2014-04-07,52.0
2014-04-09,57.0
2014-04-10,57.95
2014-04-11,59.05
2014-04-15,59.5
2014-04-16,58.55
2014-04-17,58.15
2014-04-21,61.45
2014-04-22,62.0
2014-04-23,63.6
2014-04-25,64.6
2014-04-28,66.15
2014-04-29,64.35
2014-04-30,65.4
2014-05-02,63.0
2014-05-05,65.45
2014-05-06,66.45
2014-05-07,67.9
2014-05-08,72.1
2014-05-09,71.2
2014-05-12,69.85
2014-05-13,73.0
2014-05-14,73.15
2014-05-15,72.65
2014-05-16,85.7
2014-05-19,102.8
2014-05-20,98.75
2014-05-21,99.2
2014-05-22,107.65
2014-05-23,109.3
2014-05-26,114.75
2014-05-27,105.7
2014-05-28,106.3
2014-05-29,104.45
2014-05-30,109.9
2014-06-02,107.8
2014-06-03,107.5
2014-06-04,102.8
2014-06-05,101.05
2014-06-06,103.25
2014-06-09,113.55
2014-06-10,120.3
2014-06-11,124.55
2014-06-12,119.65
2014-06-13,111.75
2014-06-16,106.85
2014-06-17,111.2
2014-06-18,121.45
2014-06-19,121.9
2014-06-20,117.35
2014-06-23,119.8
2014-06-24,118.25
2014-06-25,116.0
2014-06-26,114.7
2014-06-27,115.85
2014-06-30,120.1
2014-07-01,121.35
2014-07-02,120.75
2014-07-03,120.0
2014-07-04,128.6
2014-07-07,145.75
2014-07-08,116.7
2014-07-09,93.4
2014-07-10,98.0
2014-07-11,92.05
2014-07-14,87.85
2014-07-15,92.95
2014-07-16,94.6
2014-07-17,90.3
2014-07-18,99.05
2014-07-21,94.6
2014-07-22,91.95
2014-07-23,95.15
2014-07-24,91.85
2014-07-25,89.9
2014-07-28,86.55
2014-07-30,89.65
2014-07-31,89.1
2014-08-01,88.2
2014-08-04,88.65
2014-08-05,87.55
2014-08-06,91.8
2014-08-07,95.35
2014-08-08,92.85
2014-08-11,91.35
2014-08-12,90.7
2014-08-13,84.5
2014-08-14,86.15
2014-08-18,88.35
2014-08-19,88.4
2014-08-20,86.85
2014-08-21,86.65
2014-08-22,84.5
2014-08-25,82.65
2014-08-26,80.05
2014-08-27,75.8
2014-08-28,79.85
2014-09-01,81.85
2014-09-02,80.35
2014-09-03,79.35
2014-09-04,80.15
2014-09-05,79.35
2014-09-08,83.0
2014-09-09,82.0
2014-09-10,86.25
2014-09-11,89.45
2014-09-12,88.0
2014-09-15,92.75
2014-09-16,89.15
2014-09-17,92.05
2014-09-18,93.55
2014-09-19,92.8
2014-09-22,89.8
2014-09-23,85.1
2014-09-24,83.05
2014-09-25,79.15
2014-09-26,82.95
2014-09-29,86.0
2014-09-30,86.3
2014-10-01,87.9
2014-10-07,83.45
2014-10-08,84.45
2014-10-09,86.1
2014-10-10,83.9
2014-10-13,85.5
2014-10-14,85.25
2014-10-16,83.6
2014-10-17,86.3
2014-10-20,85.75
2014-10-21,88.7
2014-10-22,89.85
2014-10-23,92.15
2014-10-27,89.55
2014-10-28,91.05
2014-10-29,90.9
2014-10-30,93.2
2014-10-31,95.8
2014-11-03,99.1
2014-11-05,98.75
2014-11-07,99.7
2014-11-10,108.8
2014-11-11,109.9
2014-11-12,112.0
2014-11-13,106.9
2014-11-14,109.9
2014-11-17,112.75
2014-11-18,115.4
2014-11-19,111.9
2014-11-20,116.55
2014-11-21,122.15
2014-11-24,121.8
2014-11-25,115.05
2014-11-26,119.5
2014-11-27,122.1
2014-11-28,123.15
2014-12-01,121.75
2014-12-02,127.0
2014-12-03,135.3
2014-12-04,137.4
2014-12-05,130.15
2014-12-08,126.9
2014-12-09,124.0
2014-12-10,126.65
2014-12-11,125.2
2014-12-12,121.1
2014-12-15,120.6
2014-12-16,114.95
2014-12-17,119.8
2014-12-18,125.15
2014-12-19,124.7
2014-12-22,125.55
2014-12-23,127.35
2014-12-24,130.75
2014-12-26,128.0
2014-12-29,131.25
2014-12-30,131.9
2014-12-31,135.0
