Date,RALLIS
2014-01-01,174.95
2014-01-02,175.75
2014-01-03,174.65
2014-01-06,174.95
2014-01-07,179.85
2014-01-08,176.95
2014-01-09,179.3
2014-01-10,174.45
2014-01-13,177.2
2014-01-14,179.05
2014-01-15,180.05
2014-01-16,178.1
2014-01-17,178.35
2014-01-20,175.9
2014-01-21,175.7
2014-01-22,169.1
2014-01-23,165.0
2014-01-24,162.3
2014-01-27,160.05
2014-01-28,158.45
2014-01-29,158.85
2014-01-30,157.2
2014-01-31,163.55
2014-02-03,159.95
2014-02-04,160.0
2014-02-05,161.4
2014-02-06,161.2
2014-02-07,160.0
2014-02-10,160.7
2014-02-11,160.1
2014-02-12,159.4
2014-02-13,157.7
2014-02-14,158.05
2014-02-17,157.45
2014-02-18,159.75
2014-02-19,157.4
2014-02-20,153.0
2014-02-21,157.35
2014-02-24,156.5
2014-02-25,156.85
2014-02-26,162.35
2014-02-28,165.1
2014-03-03,167.45
2014-03-04,170.35
2014-03-05,171.9
2014-03-06,170.95
2014-03-07,172.55
2014-03-10,175.45
2014-03-11,169.7
2014-03-12,165.85
2014-03-13,161.45
2014-03-14,159.95
2014-03-18,164.75
2014-03-19,166.95
2014-03-20,164.8
2014-03-21,163.25
2014-03-22,163.25
2014-03-24,163.25
2014-03-25,162.1
2014-03-26,165.55
2014-03-27,167.1
2014-03-28,168.9
2014-03-31,173.2
2014-04-01,168.95
2014-04-02,170.1
2014-04-03,167.6
2014-04-04,170.15
2014-04-07,167.1
2014-04-09,164.55
2014-04-10,169.55
2014-04-11,170.55
2014-04-15,168.65
2014-04-16,167.1
2014-04-17,167.9
2014-04-21,167.2
2014-04-22,166.3
2014-04-23,180.2
2014-04-25,184.0
2014-04-28,190.6
2014-04-29,185.85
2014-04-30,181.75
2014-05-02,190.65
2014-05-05,199.05
2014-05-06,200.4
2014-05-07,206.75
2014-05-08,189.8
2014-05-09,183.7
2014-05-12,184.3
2014-05-13,184.9
2014-05-14,185.95
2014-05-15,185.85
2014-05-16,189.0
2014-05-19,192.05
2014-05-20,188.6
2014-05-21,191.1
2014-05-22,194.0
2014-05-23,196.95
2014-05-26,184.45
2014-05-27,184.35
2014-05-28,186.35
2014-05-29,187.7
2014-05-30,185.9
2014-06-02,187.9
2014-06-03,187.05
2014-06-04,186.6
2014-06-05,183.0
2014-06-06,189.0
2014-06-09,193.4
2014-06-10,192.05
2014-06-11,200.45
2014-06-12,205.9
2014-06-13,197.4
2014-06-16,195.1
2014-06-17,201.4
2014-06-18,204.75
2014-06-19,212.65
2014-06-20,206.6
2014-06-23,205.35
2014-06-24,218.35
2014-06-25,224.7
2014-06-26,218.0
2014-06-27,219.75
2014-06-30,225.45
2014-07-01,219.7
2014-07-02,226.15
2014-07-03,222.7
2014-07-04,223.1
2014-07-07,220.2
2014-07-08,210.85
2014-07-09,218.0
2014-07-10,216.8
2014-07-11,210.45
2014-07-14,207.5
2014-07-15,207.75
2014-07-16,210.9
2014-07-17,218.0
2014-07-18,217.2
2014-07-21,213.8
2014-07-22,214.8
2014-07-23,215.65
2014-07-24,223.35
2014-07-25,216.75
2014-07-28,213.5
2014-07-30,213.75
2014-07-31,217.4
2014-08-01,210.5
2014-08-04,211.25
2014-08-05,219.2
2014-08-06,223.5
2014-08-07,226.1
2014-08-08,223.5
2014-08-11,222.8
2014-08-12,222.45
2014-08-13,216.15
2014-08-14,218.0
2014-08-18,221.55
2014-08-19,221.8
2014-08-20,221.5
2014-08-21,220.0
2014-08-22,238.0
2014-08-25,232.8
2014-08-26,236.15
2014-08-27,236.65
2014-08-28,233.15
2014-09-01,236.45
2014-09-02,237.15
2014-09-03,241.55
2014-09-04,244.95
2014-09-05,239.35
2014-09-08,241.65
2014-09-09,242.95
2014-09-10,237.5
2014-09-11,241.6
2014-09-12,240.9
2014-09-15,242.8
2014-09-16,232.7
2014-09-17,237.15
2014-09-18,236.5
2014-09-19,237.3
2014-09-22,235.45
2014-09-23,227.6
2014-09-24,221.05
2014-09-25,221.8
2014-09-26,224.5
2014-09-29,224.85
2014-09-30,226.0
2014-10-01,225.95
2014-10-07,228.85
2014-10-08,240.0
2014-10-09,248.2
2014-10-10,250.45
2014-10-13,243.85
2014-10-14,240.8
2014-10-16,226.4
2014-10-17,211.85
2014-10-20,216.0
2014-10-21,225.35
2014-10-22,225.0
2014-10-23,230.25
2014-10-27,226.35
2014-10-28,227.6
2014-10-29,224.7
2014-10-30,228.4
2014-10-31,229.15
2014-11-03,229.8
2014-11-05,225.7
2014-11-07,226.85
2014-11-10,225.2
2014-11-11,222.9
2014-11-12,227.65
2014-11-13,222.5
2014-11-14,222.25
2014-11-17,225.2
2014-11-18,228.6
2014-11-19,225.25
2014-11-20,222.85
2014-11-21,224.5
2014-11-24,221.35
2014-11-25,219.45
2014-11-26,215.5
2014-11-27,215.85
2014-11-28,214.85
2014-12-01,216.2
2014-12-02,214.5
2014-12-03,216.3
2014-12-04,215.7
2014-12-05,215.2
2014-12-08,214.85
2014-12-09,212.7
2014-12-10,216.75
2014-12-11,214.9
2014-12-12,211.95
2014-12-15,215.6
2014-12-16,210.4
2014-12-17,205.25
2014-12-18,209.95
2014-12-19,216.85
2014-12-22,217.45
2014-12-23,213.15
2014-12-24,210.0
2014-12-26,208.75
2014-12-29,209.95
2014-12-30,211.15
2014-12-31,215.45
