Date,TARAJEWELS
2014-01-01,86.8
2014-01-02,84.05
2014-01-03,84.3
2014-01-06,83.8
2014-01-07,83.25
2014-01-08,90.3
2014-01-09,96.9
2014-01-10,99.45
2014-01-13,99.05
2014-01-14,99.8
2014-01-15,117.9
2014-01-16,117.1
2014-01-17,111.6
2014-01-20,105.65
2014-01-21,111.3
2014-01-22,119.55
2014-01-23,127.15
2014-01-24,129.85
2014-01-27,136.8
2014-01-28,128.3
2014-01-29,115.5
2014-01-30,103.95
2014-01-31,98.8
2014-02-03,93.9
2014-02-04,89.25
2014-02-05,93.7
2014-02-06,98.35
2014-02-07,100.25
2014-02-10,100.5
2014-02-11,95.8
2014-02-12,93.0
2014-02-13,90.0
2014-02-14,90.65
2014-02-17,89.2
2014-02-18,88.7
2014-02-19,93.1
2014-02-20,97.75
2014-02-21,102.6
2014-02-24,104.25
2014-02-25,104.65
2014-02-26,104.8
2014-02-28,105.1
2014-03-03,108.65
2014-03-04,106.45
2014-03-05,105.15
2014-03-06,106.05
2014-03-07,102.75
2014-03-10,103.7
2014-03-11,101.6
2014-03-12,98.95
2014-03-13,99.85
2014-03-14,100.65
2014-03-18,99.0
2014-03-19,95.8
2014-03-20,94.2
2014-03-21,93.0
2014-03-22,94.9
2014-03-24,98.5
2014-03-25,97.7
2014-03-26,93.95
2014-03-27,95.3
2014-03-28,104.8
2014-03-31,105.75
2014-04-01,108.25
2014-04-02,108.5
2014-04-03,104.05
2014-04-04,102.8
2014-04-07,100.7
2014-04-09,102.25
2014-04-10,106.5
2014-04-11,105.95
2014-04-15,105.7
2014-04-16,103.45
2014-04-17,104.85
2014-04-21,102.65
2014-04-22,102.55
2014-04-23,106.95
2014-04-25,104.8
2014-04-28,103.75
2014-04-29,106.5
2014-04-30,104.15
2014-05-02,104.25
2014-05-05,105.0
2014-05-06,103.05
2014-05-07,102.15
2014-05-08,102.4
2014-05-09,100.35
2014-05-12,97.9
2014-05-13,101.95
2014-05-14,100.45
2014-05-15,99.25
2014-05-16,95.5
2014-05-19,98.6
2014-05-20,99.2
2014-05-21,103.65
2014-05-22,103.8
2014-05-23,104.15
2014-05-26,97.75
2014-05-27,100.65
2014-05-28,98.6
2014-05-29,95.2
2014-05-30,93.15
2014-06-02,94.85
2014-06-03,94.2
2014-06-04,92.75
2014-06-05,93.45
2014-06-06,96.1
2014-06-09,114.2
2014-06-10,126.15
2014-06-11,119.35
2014-06-12,114.25
2014-06-13,104.85
2014-06-16,108.25
2014-06-17,112.15
2014-06-18,106.55
2014-06-19,107.0
2014-06-20,112.2
2014-06-23,113.35
2014-06-24,112.5
2014-06-25,112.85
2014-06-26,113.5
2014-06-27,113.1
2014-06-30,113.4
2014-07-01,112.1
2014-07-02,111.7
2014-07-03,110.6
2014-07-04,112.4
2014-07-07,112.8
2014-07-08,106.9
2014-07-09,106.85
2014-07-10,104.15
2014-07-11,98.05
2014-07-14,95.45
2014-07-15,100.65
2014-07-16,101.15
2014-07-17,99.75
2014-07-18,98.85
2014-07-21,98.95
2014-07-22,98.7
2014-07-23,97.0
2014-07-24,97.0
2014-07-25,95.45
2014-07-28,93.2
2014-07-30,93.15
2014-07-31,96.5
2014-08-01,89.7
2014-08-04,93.35
2014-08-05,94.45
2014-08-06,91.4
2014-08-07,91.35
2014-08-08,89.8
2014-08-11,91.45
2014-08-12,92.25
2014-08-13,87.75
2014-08-14,88.95
2014-08-18,90.0
2014-08-19,88.9
2014-08-20,86.05
2014-08-21,88.8
2014-08-22,91.15
2014-08-25,88.35
2014-08-26,87.6
2014-08-27,86.9
2014-08-28,86.75
2014-09-01,88.1
2014-09-02,89.1
2014-09-03,88.7
2014-09-04,87.65
2014-09-05,88.15
2014-09-08,89.85
2014-09-09,92.25
2014-09-10,93.05
2014-09-11,89.9
2014-09-12,93.15
2014-09-15,96.35
2014-09-16,93.5
2014-09-17,90.05
2014-09-18,92.45
2014-09-19,97.9
2014-09-22,108.3
2014-09-23,111.45
2014-09-24,112.6
2014-09-25,103.85
2014-09-26,102.1
2014-09-29,98.45
2014-09-30,94.65
2014-10-01,93.65
2014-10-07,93.85
2014-10-08,94.55
2014-10-09,96.45
2014-10-10,96.85
2014-10-13,95.3
2014-10-14,96.4
2014-10-16,93.45
2014-10-17,94.1
2014-10-20,96.0
2014-10-21,95.0
2014-10-22,95.65
2014-10-23,96.0
2014-10-27,97.65
2014-10-28,96.3
2014-10-29,95.55
2014-10-30,94.1
2014-10-31,94.4
2014-11-03,94.55
2014-11-05,92.25
2014-11-07,92.65
2014-11-10,92.4
2014-11-11,92.75
2014-11-12,93.65
2014-11-13,95.45
2014-11-14,92.85
2014-11-17,94.65
2014-11-18,91.95
2014-11-19,91.15
2014-11-20,88.7
2014-11-21,88.3
2014-11-24,89.2
2014-11-25,87.3
2014-11-26,87.6
2014-11-27,90.15
2014-11-28,91.3
2014-12-01,93.3
2014-12-02,91.5
2014-12-03,88.9
2014-12-04,88.45
2014-12-05,88.0
2014-12-08,86.15
2014-12-09,85.2
2014-12-10,86.0
2014-12-11,85.8
2014-12-12,84.65
2014-12-15,82.9
2014-12-16,81.05
2014-12-17,79.6
2014-12-18,80.8
2014-12-19,79.9
2014-12-22,76.8
2014-12-23,76.0
2014-12-24,79.1
2014-12-26,77.8
2014-12-29,79.2
2014-12-30,81.1
2014-12-31,81.0
