Date,ASIANHOTNR
2014-01-01,105.0
2014-01-02,102.0
2014-01-03,104.95
2014-01-06,104.0
2014-01-07,102.0
2014-01-08,102.25
2014-01-09,104.95
2014-01-10,109.45
2014-01-13,104.55
2014-01-14,102.3
2014-01-15,106.05
2014-01-16,102.05
2014-01-17,104.1
2014-01-20,107.7
2014-01-21,103.15
2014-01-22,106.0
2014-01-23,103.35
2014-01-24,103.0
2014-01-27,100.05
2014-01-28,103.2
2014-01-29,99.1
2014-01-30,97.9
2014-01-31,95.75
2014-02-03,100.5
2014-02-04,102.3
2014-02-05,98.65
2014-02-06,99.9
2014-02-07,103.85
2014-02-10,100.0
2014-02-11,103.4
2014-02-12,100.0
2014-02-13,101.15
2014-02-14,97.4
2014-02-17,102.2
2014-02-18,98.0
2014-02-19,96.6
2014-02-20,99.35
2014-02-21,97.45
2014-02-24,98.5
2014-02-25,96.0
2014-02-26,97.0
2014-02-28,97.1
2014-03-03,96.0
2014-03-04,99.7
2014-03-05,100.0
2014-03-06,100.0
2014-03-07,102.65
2014-03-10,99.5
2014-03-11,96.9
2014-03-12,98.25
2014-03-13,100.0
2014-03-14,100.95
2014-03-18,100.0
2014-03-19,98.0
2014-03-20,97.3
2014-03-21,99.0
2014-03-22,102.05
2014-03-24,98.0
2014-03-25,101.85
2014-03-26,100.0
2014-03-27,103.85
2014-03-28,101.6
2014-03-31,100.35
2014-04-01,102.75
2014-04-02,104.85
2014-04-03,105.05
2014-04-04,105.15
2014-04-07,110.75
2014-04-09,113.8
2014-04-10,113.45
2014-04-11,116.3
2014-04-15,117.7
2014-04-16,113.85
2014-04-17,114.9
2014-04-21,120.55
2014-04-22,127.55
2014-04-23,127.85
2014-04-25,119.85
2014-04-28,119.75
2014-04-29,118.05
2014-04-30,114.35
2014-05-02,112.35
2014-05-05,112.0
2014-05-06,111.1
2014-05-07,109.05
2014-05-08,107.1
2014-05-09,108.0
2014-05-12,109.1
2014-05-13,108.0
2014-05-14,108.0
2014-05-15,111.75
2014-05-16,107.9
2014-05-19,111.7
2014-05-20,115.2
2014-05-21,117.3
2014-05-22,119.1
2014-05-23,119.55
2014-05-26,118.25
2014-05-27,113.2
2014-05-28,114.7
2014-05-29,118.75
2014-05-30,117.45
2014-06-02,119.25
2014-06-03,121.0
2014-06-04,123.4
2014-06-05,128.7
2014-06-06,135.5
2014-06-09,140.15
2014-06-10,139.65
2014-06-11,148.75
2014-06-12,147.5
2014-06-13,144.05
2014-06-16,138.25
2014-06-17,140.25
2014-06-18,142.8
2014-06-19,139.9
2014-06-20,139.9
2014-06-23,137.0
2014-06-24,143.35
2014-06-25,140.0
2014-06-26,140.4
2014-06-27,139.05
2014-06-30,140.25
2014-07-01,138.05
2014-07-02,140.15
2014-07-03,138.05
2014-07-04,141.0
2014-07-07,142.0
2014-07-08,143.05
2014-07-09,143.45
2014-07-10,156.35
2014-07-11,150.65
2014-07-14,153.15
2014-07-15,155.05
2014-07-16,164.4
2014-07-17,160.4
2014-07-18,164.95
2014-07-21,165.8
2014-07-22,165.85
2014-07-23,164.05
2014-07-24,162.65
2014-07-25,160.0
2014-07-28,150.4
2014-07-30,150.05
2014-07-31,151.25
2014-08-01,152.95
2014-08-04,151.15
2014-08-05,152.25
2014-08-06,149.85
2014-08-07,146.75
2014-08-08,145.0
2014-08-11,137.5
2014-08-12,137.8
2014-08-13,137.8
2014-08-14,138.05
2014-08-18,139.4
2014-08-19,141.05
2014-08-20,140.45
2014-08-21,140.2
2014-08-22,138.3
2014-08-25,141.35
2014-08-26,140.1
2014-08-27,140.45
2014-08-28,140.45
2014-09-01,138.95
2014-09-02,142.0
2014-09-03,142.0
2014-09-04,140.55
2014-09-05,147.65
2014-09-08,149.15
2014-09-09,148.6
2014-09-10,147.05
2014-09-11,146.95
2014-09-12,142.2
2014-09-15,141.5
2014-09-16,138.25
2014-09-17,136.85
2014-09-18,142.0
2014-09-19,140.25
2014-09-22,141.8
2014-09-23,141.75
2014-09-24,141.0
2014-09-25,141.0
2014-09-26,137.0
2014-09-29,130.15
2014-09-30,134.75
2014-10-01,130.2
2014-10-07,130.0
2014-10-08,128.7
2014-10-09,131.85
2014-10-10,130.5
2014-10-13,129.55
2014-10-14,128.3
2014-10-16,126.1
2014-10-17,129.65
2014-10-20,125.95
2014-10-21,129.2
2014-10-22,130.0
2014-10-23,129.0
2014-10-27,127.05
2014-10-28,127.3
2014-10-29,127.0
2014-10-30,126.85
2014-10-31,126.9
2014-11-03,129.85
2014-11-05,124.7
2014-11-07,124.0
2014-11-10,117.2
2014-11-11,118.25
2014-11-12,118.95
2014-11-13,121.2
2014-11-14,125.75
2014-11-17,123.15
2014-11-18,120.7
2014-11-19,121.2
2014-11-20,117.9
2014-11-21,123.1
2014-11-24,118.4
2014-11-25,116.15
2014-11-26,116.1
2014-11-27,117.0
2014-11-28,117.8
2014-12-01,118.7
2014-12-02,125.55
2014-12-03,135.0
2014-12-04,136.85
2014-12-05,133.3
2014-12-08,133.9
2014-12-09,133.8
2014-12-10,129.9
2014-12-11,127.6
2014-12-12,125.25
2014-12-15,119.4
2014-12-16,116.3
2014-12-17,114.65
2014-12-18,119.1
2014-12-19,120.65
2014-12-22,120.3
2014-12-23,117.4
2014-12-24,118.2
2014-12-26,118.15
2014-12-29,116.65
2014-12-30,121.5
2014-12-31,125.65
