Date,UBL
2014-01-01,768.8
2014-01-02,742.7
2014-01-03,754.15
2014-01-06,772.9
2014-01-07,754.7
2014-01-08,787.55
2014-01-09,773.2
2014-01-10,781.1
2014-01-13,778.15
2014-01-14,786.25
2014-01-15,786.05
2014-01-16,773.25
2014-01-17,778.4
2014-01-20,792.35
2014-01-21,793.7
2014-01-22,799.0
2014-01-23,823.0
2014-01-24,802.8
2014-01-27,789.4
2014-01-28,801.8
2014-01-29,818.4
2014-01-30,791.9
2014-01-31,834.25
2014-02-03,824.05
2014-02-04,823.0
2014-02-05,825.1
2014-02-06,822.8
2014-02-07,821.0
2014-02-10,814.75
2014-02-11,814.25
2014-02-12,788.35
2014-02-13,803.7
2014-02-14,799.55
2014-02-17,791.55
2014-02-18,787.5
2014-02-19,785.95
2014-02-20,779.8
2014-02-21,779.65
2014-02-24,780.1
2014-02-25,774.05
2014-02-26,781.8
2014-02-28,802.5
2014-03-03,797.55
2014-03-04,797.05
2014-03-05,806.85
2014-03-06,813.1
2014-03-07,813.55
2014-03-10,813.1
2014-03-11,808.5
2014-03-12,804.4
2014-03-13,800.0
2014-03-14,780.7
2014-03-18,788.65
2014-03-19,802.35
2014-03-20,798.7
2014-03-21,820.5
2014-03-22,829.3
2014-03-24,821.0
2014-03-25,825.45
2014-03-26,825.0
2014-03-27,807.7
2014-03-28,823.3
2014-03-31,824.0
2014-04-01,824.95
2014-04-02,823.1
2014-04-03,810.45
2014-04-04,803.5
2014-04-07,808.2
2014-04-09,814.5
2014-04-10,820.25
2014-04-11,820.5
2014-04-15,824.4
2014-04-16,811.55
2014-04-17,816.95
2014-04-21,812.15
2014-04-22,808.75
2014-04-23,800.0
2014-04-25,803.95
2014-04-28,802.8
2014-04-29,803.35
2014-04-30,789.7
2014-05-02,782.15
2014-05-05,771.75
2014-05-06,772.6
2014-05-07,773.5
2014-05-08,764.65
2014-05-09,772.9
2014-05-12,790.45
2014-05-13,798.0
2014-05-14,799.9
2014-05-15,792.45
2014-05-16,795.95
2014-05-19,799.55
2014-05-20,796.5
2014-05-21,795.35
2014-05-22,799.05
2014-05-23,800.75
2014-05-26,781.05
2014-05-27,773.2
2014-05-28,780.45
2014-05-29,763.6
2014-05-30,754.75
2014-06-02,749.1
2014-06-03,759.65
2014-06-04,756.75
2014-06-05,752.45
2014-06-06,758.4
2014-06-09,743.0
2014-06-10,746.25
2014-06-11,740.6
2014-06-12,733.1
2014-06-13,720.95
2014-06-16,714.65
2014-06-17,714.8
2014-06-18,710.9
2014-06-19,717.9
2014-06-20,684.25
2014-06-23,675.7
2014-06-24,696.25
2014-06-25,697.35
2014-06-26,695.0
2014-06-27,700.1
2014-06-30,698.45
2014-07-01,700.75
2014-07-02,711.85
2014-07-03,711.85
2014-07-04,713.45
2014-07-07,723.85
2014-07-08,705.2
2014-07-09,696.6
2014-07-10,700.55
2014-07-11,701.8
2014-07-14,712.9
2014-07-15,725.5
2014-07-16,719.95
2014-07-17,722.0
2014-07-18,723.55
2014-07-21,720.35
2014-07-22,723.2
2014-07-23,718.35
2014-07-24,713.65
2014-07-25,708.5
2014-07-28,705.9
2014-07-30,706.35
2014-07-31,705.1
2014-08-01,711.05
2014-08-04,736.25
2014-08-05,735.9
2014-08-06,739.65
2014-08-07,742.5
2014-08-08,725.35
2014-08-11,720.4
2014-08-12,718.35
2014-08-13,707.45
2014-08-14,711.7
2014-08-18,711.35
2014-08-19,735.35
2014-08-20,735.85
2014-08-21,736.8
2014-08-22,733.8
2014-08-25,726.2
2014-08-26,726.5
2014-08-27,720.5
2014-08-28,707.25
2014-09-01,708.75
2014-09-02,713.95
2014-09-03,712.6
2014-09-04,706.45
2014-09-05,727.2
2014-09-08,736.55
2014-09-09,734.45
2014-09-10,718.9
2014-09-11,712.6
2014-09-12,713.15
2014-09-15,711.6
2014-09-16,689.2
2014-09-17,697.95
2014-09-18,712.2
2014-09-19,726.4
2014-09-22,726.45
2014-09-23,702.65
2014-09-24,706.65
2014-09-25,714.3
2014-09-26,717.75
2014-09-29,705.5
2014-09-30,712.25
2014-10-01,711.75
2014-10-07,705.8
2014-10-08,702.1
2014-10-09,715.2
2014-10-10,702.5
2014-10-13,704.9
2014-10-14,702.05
2014-10-16,636.1
2014-10-17,661.3
2014-10-20,681.0
2014-10-21,676.35
2014-10-22,680.35
2014-10-23,701.75
2014-10-27,698.0
2014-10-28,690.9
2014-10-29,700.6
2014-10-30,702.0
2014-10-31,698.35
2014-11-03,700.2
2014-11-05,706.5
2014-11-07,698.2
2014-11-10,686.25
2014-11-11,690.1
2014-11-12,687.35
2014-11-13,695.1
2014-11-14,703.2
2014-11-17,699.95
2014-11-18,708.7
2014-11-19,724.0
2014-11-20,761.7
2014-11-21,775.4
2014-11-24,770.65
2014-11-25,760.6
2014-11-26,762.9
2014-11-27,745.45
2014-11-28,783.8
2014-12-01,764.1
2014-12-02,823.45
2014-12-03,844.55
2014-12-04,833.55
2014-12-05,816.15
2014-12-08,806.8
2014-12-09,824.2
2014-12-10,824.0
2014-12-11,793.95
2014-12-12,798.45
2014-12-15,792.75
2014-12-16,746.1
2014-12-17,770.8
2014-12-18,800.8
2014-12-19,809.85
2014-12-22,814.45
2014-12-23,818.05
2014-12-24,808.15
2014-12-26,824.75
2014-12-29,828.45
2014-12-30,833.15
2014-12-31,835.4
