Date,ZUARI
2014-01-01,146.8
2014-01-02,144.7
2014-01-03,145.7
2014-01-06,150.3
2014-01-07,160.2
2014-01-08,157.2
2014-01-09,155.6
2014-01-10,156.0
2014-01-13,149.0
2014-01-14,149.05
2014-01-15,150.0
2014-01-16,149.4
2014-01-17,147.95
2014-01-20,148.0
2014-01-21,148.75
2014-01-22,153.35
2014-01-23,149.45
2014-01-24,147.1
2014-01-27,145.0
2014-01-28,144.0
2014-01-29,142.5
2014-01-30,141.0
2014-01-31,139.45
2014-02-03,136.45
2014-02-04,136.0
2014-02-05,136.0
2014-02-06,137.15
2014-02-07,137.0
2014-02-10,137.35
2014-02-11,136.65
2014-02-12,136.0
2014-02-13,136.1
2014-02-14,135.15
2014-02-17,133.0
2014-02-18,133.5
2014-02-19,134.1
2014-02-20,132.7
2014-02-21,132.65
2014-02-24,130.65
2014-02-25,129.35
2014-02-26,131.3
2014-02-28,130.15
2014-03-03,128.1
2014-03-04,129.45
2014-03-05,129.45
2014-03-06,129.05
2014-03-07,135.45
2014-03-10,132.35
2014-03-11,133.4
2014-03-12,133.0
2014-03-13,134.0
2014-03-14,131.4
2014-03-18,129.1
2014-03-19,129.05
2014-03-20,129.05
2014-03-21,129.75
2014-03-22,129.35
2014-03-24,126.45
2014-03-25,126.45
2014-03-26,125.3
2014-03-27,124.95
2014-03-28,125.6
2014-03-31,128.0
2014-04-01,131.65
2014-04-02,135.35
2014-04-03,145.75
2014-04-04,142.0
2014-04-07,141.65
2014-04-09,144.85
2014-04-10,141.85
2014-04-11,150.25
2014-04-15,146.1
2014-04-16,141.95
2014-04-17,145.0
2014-04-21,148.65
2014-04-22,145.85
2014-04-23,146.0
2014-04-25,143.1
2014-04-28,140.0
2014-04-29,137.35
2014-04-30,132.25
2014-05-02,134.75
2014-05-05,132.5
2014-05-06,134.4
2014-05-07,134.9
2014-05-08,129.85
2014-05-09,129.6
2014-05-12,129.7
2014-05-13,130.05
2014-05-14,130.4
2014-05-15,131.4
2014-05-16,133.05
2014-05-19,141.2
2014-05-20,148.2
2014-05-21,154.15
2014-05-22,153.7
2014-05-23,157.9
2014-05-26,146.5
2014-05-27,147.4
2014-05-28,156.05
2014-05-29,156.8
2014-05-30,155.2
2014-06-02,160.2
2014-06-03,161.5
2014-06-04,168.75
2014-06-05,195.35
2014-06-06,190.65
2014-06-09,192.15
2014-06-10,186.95
2014-06-11,179.5
2014-06-12,184.5
2014-06-13,174.3
2014-06-16,175.45
2014-06-17,190.8
2014-06-18,203.85
2014-06-19,192.3
2014-06-20,188.7
2014-06-23,183.75
2014-06-24,184.1
2014-06-25,181.35
2014-06-26,176.9
2014-06-27,179.5
2014-06-30,180.6
2014-07-01,185.2
2014-07-02,187.9
2014-07-03,185.6
2014-07-04,187.55
2014-07-07,189.9
2014-07-08,178.6
2014-07-09,177.8
2014-07-10,182.2
2014-07-11,180.3
2014-07-14,180.0
2014-07-15,181.05
2014-07-16,181.75
2014-07-17,185.3
2014-07-18,184.0
2014-07-21,181.4
2014-07-22,183.25
2014-07-23,182.95
2014-07-24,182.25
2014-07-25,181.65
2014-07-28,181.05
2014-07-30,181.35
2014-07-31,176.2
2014-08-01,177.45
2014-08-04,175.05
2014-08-05,178.45
2014-08-06,178.6
2014-08-07,177.2
2014-08-08,176.55
2014-08-11,176.8
2014-08-12,177.05
2014-08-13,176.0
2014-08-14,177.7
2014-08-18,183.05
2014-08-19,181.25
2014-08-20,180.75
2014-08-21,184.35
2014-08-22,191.65
2014-08-25,183.65
2014-08-26,184.95
2014-08-27,180.75
2014-08-28,179.6
2014-09-01,176.1
2014-09-02,179.45
2014-09-03,179.65
2014-09-04,181.25
2014-09-05,184.0
2014-09-08,196.7
2014-09-09,219.45
2014-09-10,210.1
2014-09-11,220.65
2014-09-12,216.65
2014-09-15,222.65
2014-09-16,211.95
2014-09-17,208.4
2014-09-18,212.05
2014-09-19,209.85
2014-09-22,212.45
2014-09-23,207.35
2014-09-24,201.95
2014-09-25,202.1
2014-09-26,195.4
2014-09-29,198.75
2014-09-30,200.4
2014-10-01,201.85
2014-10-07,196.15
2014-10-08,202.95
2014-10-09,206.05
2014-10-10,205.0
2014-10-13,204.9
2014-10-14,200.9
2014-10-16,198.75
2014-10-17,195.4
2014-10-20,196.95
2014-10-21,201.2
2014-10-22,197.2
2014-10-23,200.95
2014-10-27,198.1
2014-10-28,198.85
2014-10-29,232.25
2014-10-30,260.05
2014-10-31,254.35
2014-11-03,249.25
2014-11-05,299.1
2014-11-07,292.8
2014-11-10,294.75
2014-11-11,286.65
2014-11-12,286.65
2014-11-13,286.8
2014-11-14,289.5
2014-11-17,290.6
2014-11-18,287.05
2014-11-19,281.7
2014-11-20,279.8
2014-11-21,283.95
2014-11-24,277.8
2014-11-25,269.25
2014-11-26,267.55
2014-11-27,267.6
2014-11-28,267.0
2014-12-01,265.15
2014-12-02,262.9
2014-12-03,274.4
2014-12-04,276.1
2014-12-05,286.3
2014-12-08,282.8
2014-12-09,281.0
2014-12-10,272.3
2014-12-11,269.4
2014-12-12,263.95
2014-12-15,252.15
2014-12-16,247.1
2014-12-17,248.05
2014-12-18,259.3
2014-12-19,260.5
2014-12-22,252.45
2014-12-23,249.4
2014-12-24,250.05
2014-12-26,251.85
2014-12-29,253.5
2014-12-30,259.2
2014-12-31,261.65
