Date,PFC
2014-01-01,166.3
2014-01-02,159.95
2014-01-03,158.5
2014-01-06,157.95
2014-01-07,152.95
2014-01-08,155.45
2014-01-09,154.0
2014-01-10,151.95
2014-01-13,153.05
2014-01-14,148.65
2014-01-15,153.3
2014-01-16,150.45
2014-01-17,145.7
2014-01-20,143.45
2014-01-21,147.2
2014-01-22,144.35
2014-01-23,145.1
2014-01-24,137.1
2014-01-27,129.4
2014-01-28,133.35
2014-01-29,134.4
2014-01-30,130.8
2014-01-31,136.15
2014-02-03,132.0
2014-02-04,138.0
2014-02-05,145.55
2014-02-06,152.1
2014-02-07,145.1
2014-02-10,145.6
2014-02-11,148.15
2014-02-12,147.5
2014-02-13,145.65
2014-02-14,145.95
2014-02-17,149.95
2014-02-18,149.95
2014-02-19,149.1
2014-02-20,150.45
2014-02-21,153.7
2014-02-24,156.25
2014-02-25,156.3
2014-02-26,154.25
2014-02-28,164.6
2014-03-03,158.5
2014-03-04,163.3
2014-03-05,165.65
2014-03-06,167.75
2014-03-07,173.95
2014-03-10,173.4
2014-03-11,170.6
2014-03-12,165.75
2014-03-13,175.05
2014-03-14,173.6
2014-03-18,178.7
2014-03-19,180.5
2014-03-20,174.9
2014-03-21,170.65
2014-03-22,172.0
2014-03-24,177.4
2014-03-25,185.6
2014-03-26,184.65
2014-03-27,183.25
2014-03-28,194.2
2014-03-31,193.2
2014-04-01,191.4
2014-04-02,197.35
2014-04-03,190.4
2014-04-04,188.05
2014-04-07,186.1
2014-04-09,192.8
2014-04-10,196.05
2014-04-11,189.55
2014-04-15,188.15
2014-04-16,181.5
2014-04-17,190.6
2014-04-21,195.4
2014-04-22,191.1
2014-04-23,189.2
2014-04-25,185.75
2014-04-28,186.35
2014-04-29,182.7
2014-04-30,183.85
2014-05-02,187.3
2014-05-05,188.8
2014-05-06,195.95
2014-05-07,195.8
2014-05-08,195.0
2014-05-09,201.4
2014-05-12,212.25
2014-05-13,225.05
2014-05-14,232.85
2014-05-15,234.55
2014-05-16,257.75
2014-05-19,294.7
2014-05-20,280.2
2014-05-21,295.0
2014-05-22,299.3
2014-05-23,318.15
2014-05-26,308.5
2014-05-27,294.05
2014-05-28,319.15
2014-05-29,308.25
2014-05-30,291.95
2014-06-02,316.0
2014-06-03,309.5
2014-06-04,309.95
2014-06-05,314.5
2014-06-06,324.7
2014-06-09,341.75
2014-06-10,328.3
2014-06-11,314.7
2014-06-12,307.75
2014-06-13,291.95
2014-06-16,298.1
2014-06-17,300.9
2014-06-18,298.25
2014-06-19,294.1
2014-06-20,299.9
2014-06-23,297.6
2014-06-24,312.3
2014-06-25,322.7
2014-06-26,308.9
2014-06-27,300.95
2014-06-30,307.1
2014-07-01,304.9
2014-07-02,316.7
2014-07-03,319.2
2014-07-04,319.95
2014-07-07,322.55
2014-07-08,297.1
2014-07-09,290.25
2014-07-10,302.55
2014-07-11,271.0
2014-07-14,284.0
2014-07-15,295.85
2014-07-16,278.8
2014-07-17,278.15
2014-07-18,270.0
2014-07-21,269.75
2014-07-22,276.25
2014-07-23,271.4
2014-07-24,274.0
2014-07-25,261.25
2014-07-28,259.25
2014-07-30,263.55
2014-07-31,268.35
2014-08-01,265.5
2014-08-04,266.65
2014-08-05,266.15
2014-08-06,262.0
2014-08-07,267.2
2014-08-08,259.9
2014-08-11,262.7
2014-08-12,271.05
2014-08-13,257.5
2014-08-14,265.5
2014-08-18,269.75
2014-08-19,271.55
2014-08-20,272.95
2014-08-21,272.3
2014-08-22,269.5
2014-08-25,257.15
2014-08-26,254.25
2014-08-27,251.95
2014-08-28,250.1
2014-09-01,262.7
2014-09-02,260.2
2014-09-03,261.95
2014-09-04,262.5
2014-09-05,263.6
2014-09-08,264.85
2014-09-09,263.45
2014-09-10,259.6
2014-09-11,268.4
2014-09-12,265.45
2014-09-15,267.2
2014-09-16,249.05
2014-09-17,243.1
2014-09-18,248.3
2014-09-19,246.45
2014-09-22,241.8
2014-09-23,236.3
2014-09-24,236.45
2014-09-25,233.8
2014-09-26,245.3
2014-09-29,235.55
2014-09-30,234.6
2014-10-01,238.05
2014-10-07,226.0
2014-10-08,227.05
2014-10-09,238.25
2014-10-10,240.85
2014-10-13,240.25
2014-10-14,249.3
2014-10-16,242.25
2014-10-17,250.5
2014-10-20,261.55
2014-10-21,275.2
2014-10-22,272.8
2014-10-23,272.85
2014-10-27,276.95
2014-10-28,282.2
2014-10-29,277.8
2014-10-30,277.15
2014-10-31,282.35
2014-11-03,279.8
2014-11-05,283.05
2014-11-07,282.55
2014-11-10,275.0
2014-11-11,273.65
2014-11-12,282.75
2014-11-13,282.8
2014-11-14,280.85
2014-11-17,302.05
2014-11-18,304.75
2014-11-19,296.65
2014-11-20,293.15
2014-11-21,295.8
2014-11-24,297.9
2014-11-25,300.5
2014-11-26,298.6
2014-11-27,298.5
2014-11-28,309.7
2014-12-01,311.15
2014-12-02,302.65
2014-12-03,306.8
2014-12-04,305.8
2014-12-05,304.85
2014-12-08,292.7
2014-12-09,276.75
2014-12-10,293.8
2014-12-11,285.7
2014-12-12,276.9
2014-12-15,278.75
2014-12-16,264.5
2014-12-17,272.1
2014-12-18,296.05
2014-12-19,299.35
2014-12-22,303.05
2014-12-23,294.45
2014-12-24,291.9
2014-12-26,300.8
2014-12-29,298.75
2014-12-30,300.95
2014-12-31,301.4
