Date,MAHSEAMLES
2014-01-01,168.0
2014-01-02,164.95
2014-01-03,164.0
2014-01-06,163.0
2014-01-07,169.6
2014-01-08,177.45
2014-01-09,182.5
2014-01-10,190.0
2014-01-13,192.4
2014-01-14,184.7
2014-01-15,187.95
2014-01-16,187.6
2014-01-17,182.85
2014-01-20,185.2
2014-01-21,182.3
2014-01-22,181.2
2014-01-23,184.0
2014-01-24,182.75
2014-01-27,174.2
2014-01-28,170.05
2014-01-29,169.65
2014-01-30,168.1
2014-01-31,167.05
2014-02-03,163.05
2014-02-04,162.0
2014-02-05,161.7
2014-02-06,161.05
2014-02-07,161.0
2014-02-10,160.75
2014-02-11,159.7
2014-02-12,159.9
2014-02-13,159.1
2014-02-14,156.85
2014-02-17,157.35
2014-02-18,161.15
2014-02-19,161.95
2014-02-20,162.0
2014-02-21,162.1
2014-02-24,164.0
2014-02-25,165.9
2014-02-26,167.5
2014-02-28,165.5
2014-03-03,165.25
2014-03-04,170.6
2014-03-05,170.7
2014-03-06,173.5
2014-03-07,171.45
2014-03-10,168.8
2014-03-11,167.55
2014-03-12,167.9
2014-03-13,165.7
2014-03-14,169.05
2014-03-18,167.85
2014-03-19,169.65
2014-03-20,167.15
2014-03-21,170.55
2014-03-22,172.65
2014-03-24,174.5
2014-03-25,178.2
2014-03-26,184.75
2014-03-27,183.25
2014-03-28,190.75
2014-03-31,193.15
2014-04-01,197.65
2014-04-02,213.05
2014-04-03,226.8
2014-04-04,226.8
2014-04-07,229.1
2014-04-09,236.8
2014-04-10,242.7
2014-04-11,249.2
2014-04-15,257.45
2014-04-16,243.25
2014-04-17,249.5
2014-04-21,251.45
2014-04-22,248.7
2014-04-23,247.15
2014-04-25,241.7
2014-04-28,233.15
2014-04-29,224.95
2014-04-30,215.85
2014-05-02,215.05
2014-05-05,214.4
2014-05-06,220.05
2014-05-07,229.05
2014-05-08,231.45
2014-05-09,243.05
2014-05-12,245.0
2014-05-13,254.25
2014-05-14,251.3
2014-05-15,249.35
2014-05-16,251.9
2014-05-19,279.5
2014-05-20,303.4
2014-05-21,309.5
2014-05-22,299.95
2014-05-23,289.75
2014-05-26,275.9
2014-05-27,288.0
2014-05-28,282.85
2014-05-29,289.65
2014-05-30,300.0
2014-06-02,302.1
2014-06-03,302.85
2014-06-04,298.45
2014-06-05,300.7
2014-06-06,305.5
2014-06-09,331.4
2014-06-10,332.45
2014-06-11,312.7
2014-06-12,319.6
2014-06-13,305.85
2014-06-16,310.4
2014-06-17,304.0
2014-06-18,301.1
2014-06-19,294.35
2014-06-20,272.1
2014-06-23,285.85
2014-06-24,291.5
2014-06-25,290.5
2014-06-26,285.35
2014-06-27,296.8
2014-06-30,314.1
2014-07-01,309.2
2014-07-02,319.35
2014-07-03,321.95
2014-07-04,320.05
2014-07-07,333.5
2014-07-08,315.8
2014-07-09,315.25
2014-07-10,318.25
2014-07-11,306.65
2014-07-14,297.45
2014-07-15,300.25
2014-07-16,310.25
2014-07-17,310.6
2014-07-18,331.0
2014-07-21,325.5
2014-07-22,326.85
2014-07-23,323.05
2014-07-24,318.95
2014-07-25,311.75
2014-07-28,309.45
2014-07-30,305.75
2014-07-31,304.95
2014-08-01,305.05
2014-08-04,307.75
2014-08-05,309.1
2014-08-06,294.75
2014-08-07,278.4
2014-08-08,278.95
2014-08-11,283.5
2014-08-12,288.75
2014-08-13,286.8
2014-08-14,314.25
2014-08-18,322.0
2014-08-19,349.5
2014-08-20,344.35
2014-08-21,352.45
2014-08-22,353.0
2014-08-25,344.3
2014-08-26,330.55
2014-08-27,352.55
2014-08-28,356.2
2014-09-01,351.45
2014-09-02,351.55
2014-09-03,343.75
2014-09-04,343.95
2014-09-05,345.45
2014-09-08,356.9
2014-09-09,357.45
2014-09-10,356.15
2014-09-11,358.45
2014-09-12,352.4
2014-09-15,356.3
2014-09-16,343.45
2014-09-17,338.7
2014-09-18,343.2
2014-09-19,353.55
2014-09-22,354.25
2014-09-23,349.6
2014-09-24,342.3
2014-09-25,335.4
2014-09-26,333.95
2014-09-29,334.7
2014-09-30,321.1
2014-10-01,324.35
2014-10-07,324.65
2014-10-08,330.35
2014-10-09,337.6
2014-10-10,325.95
2014-10-13,322.1
2014-10-14,319.75
2014-10-16,306.95
2014-10-17,306.25
2014-10-20,307.15
2014-10-21,306.05
2014-10-22,307.6
2014-10-23,319.1
2014-10-27,318.5
2014-10-28,313.6
2014-10-29,314.35
2014-10-30,313.35
2014-10-31,314.2
2014-11-03,324.7
2014-11-05,316.9
2014-11-07,319.9
2014-11-10,319.9
2014-11-11,315.8
2014-11-12,339.0
2014-11-13,320.9
2014-11-14,320.3
2014-11-17,316.9
2014-11-18,316.25
2014-11-19,315.0
2014-11-20,314.7
2014-11-21,313.25
2014-11-24,311.1
2014-11-25,305.1
2014-11-26,304.7
2014-11-27,301.7
2014-11-28,293.65
2014-12-01,288.25
2014-12-02,283.3
2014-12-03,273.15
2014-12-04,276.75
2014-12-05,277.75
2014-12-08,275.6
2014-12-09,272.6
2014-12-10,275.5
2014-12-11,271.15
2014-12-12,260.25
2014-12-15,241.25
2014-12-16,238.4
2014-12-17,239.0
2014-12-18,240.2
2014-12-19,246.7
2014-12-22,254.2
2014-12-23,248.25
2014-12-24,247.8
2014-12-26,247.05
2014-12-29,245.0
2014-12-30,244.75
2014-12-31,241.95
