Date,ENIL
2014-01-01,326.75
2014-01-02,332.25
2014-01-03,327.05
2014-01-06,339.6
2014-01-07,333.1
2014-01-08,344.2
2014-01-09,343.15
2014-01-10,339.8
2014-01-13,353.1
2014-01-14,344.1
2014-01-15,343.55
2014-01-16,334.15
2014-01-17,340.4
2014-01-20,339.65
2014-01-21,341.0
2014-01-22,338.2
2014-01-23,342.25
2014-01-24,339.2
2014-01-27,330.4
2014-01-28,341.4
2014-01-29,338.0
2014-01-30,326.7
2014-01-31,336.95
2014-02-03,343.0
2014-02-04,346.65
2014-02-05,345.35
2014-02-06,340.15
2014-02-07,339.7
2014-02-10,345.0
2014-02-11,349.85
2014-02-12,347.25
2014-02-13,348.9
2014-02-14,346.75
2014-02-17,347.6
2014-02-18,347.3
2014-02-19,348.15
2014-02-20,350.0
2014-02-21,351.75
2014-02-24,354.3
2014-02-25,365.05
2014-02-26,374.7
2014-02-28,378.05
2014-03-03,368.4
2014-03-04,388.85
2014-03-05,397.0
2014-03-06,397.7
2014-03-07,398.1
2014-03-10,398.45
2014-03-11,395.9
2014-03-12,397.3
2014-03-13,398.4
2014-03-14,408.85
2014-03-18,418.35
2014-03-19,437.75
2014-03-20,435.15
2014-03-21,432.25
2014-03-22,433.45
2014-03-24,415.25
2014-03-25,392.0
2014-03-26,383.15
2014-03-27,377.6
2014-03-28,378.3
2014-03-31,373.1
2014-04-01,377.25
2014-04-02,379.7
2014-04-03,388.75
2014-04-04,383.8
2014-04-07,374.9
2014-04-09,375.6
2014-04-10,374.45
2014-04-11,374.2
2014-04-15,372.85
2014-04-16,379.15
2014-04-17,374.95
2014-04-21,377.65
2014-04-22,371.95
2014-04-23,373.8
2014-04-25,369.45
2014-04-28,364.9
2014-04-29,366.5
2014-04-30,363.9
2014-05-02,365.85
2014-05-05,368.65
2014-05-06,366.8
2014-05-07,369.6
2014-05-08,363.6
2014-05-09,365.75
2014-05-12,366.6
2014-05-13,364.7
2014-05-14,372.5
2014-05-15,363.0
2014-05-16,377.4
2014-05-19,389.6
2014-05-20,390.1
2014-05-21,398.6
2014-05-22,411.15
2014-05-23,400.05
2014-05-26,410.4
2014-05-27,399.3
2014-05-28,390.75
2014-05-29,400.0
2014-05-30,399.95
2014-06-02,409.2
2014-06-03,411.75
2014-06-04,394.75
2014-06-05,413.9
2014-06-06,414.55
2014-06-09,420.65
2014-06-10,441.1
2014-06-11,425.1
2014-06-12,419.5
2014-06-13,415.1
2014-06-16,421.5
2014-06-17,434.65
2014-06-18,439.8
2014-06-19,444.7
2014-06-20,437.8
2014-06-23,440.1
2014-06-24,445.75
2014-06-25,434.2
2014-06-26,434.6
2014-06-27,448.7
2014-06-30,446.15
2014-07-01,443.25
2014-07-02,449.75
2014-07-03,443.15
2014-07-04,447.65
2014-07-07,451.25
2014-07-08,434.35
2014-07-09,417.1
2014-07-10,403.2
2014-07-11,407.4
2014-07-14,416.0
2014-07-15,429.2
2014-07-16,460.55
2014-07-17,463.25
2014-07-18,442.75
2014-07-21,445.15
2014-07-22,445.8
2014-07-23,450.0
2014-07-24,441.4
2014-07-25,445.35
2014-07-28,436.15
2014-07-30,440.65
2014-07-31,439.45
2014-08-01,432.8
2014-08-04,431.6
2014-08-05,429.85
2014-08-06,439.9
2014-08-07,439.35
2014-08-08,425.45
2014-08-11,426.8
2014-08-12,427.65
2014-08-13,425.15
2014-08-14,420.05
2014-08-18,419.35
2014-08-19,420.05
2014-08-20,419.75
2014-08-21,417.65
2014-08-22,418.45
2014-08-25,414.5
2014-08-26,410.85
2014-08-27,420.4
2014-08-28,420.2
2014-09-01,420.05
2014-09-02,419.75
2014-09-03,418.95
2014-09-04,410.75
2014-09-05,413.85
2014-09-08,412.2
2014-09-09,409.35
2014-09-10,406.65
2014-09-11,420.25
2014-09-12,433.4
2014-09-15,422.4
2014-09-16,409.2
2014-09-17,405.55
2014-09-18,404.95
2014-09-19,404.5
2014-09-22,413.95
2014-09-23,406.05
2014-09-24,410.1
2014-09-25,398.25
2014-09-26,403.2
2014-09-29,416.7
2014-09-30,428.55
2014-10-01,436.1
2014-10-07,424.8
2014-10-08,434.2
2014-10-09,437.0
2014-10-10,435.5
2014-10-13,440.7
2014-10-14,437.1
2014-10-16,446.9
2014-10-17,452.35
2014-10-20,460.95
2014-10-21,465.05
2014-10-22,471.2
2014-10-23,479.0
2014-10-27,487.6
2014-10-28,473.3
2014-10-29,479.65
2014-10-30,495.05
2014-10-31,505.95
2014-11-03,504.45
2014-11-05,498.9
2014-11-07,497.2
2014-11-10,507.9
2014-11-11,525.2
2014-11-12,514.55
2014-11-13,518.8
2014-11-14,517.15
2014-11-17,518.15
2014-11-18,514.45
2014-11-19,507.95
2014-11-20,513.8
2014-11-21,513.45
2014-11-24,505.8
2014-11-25,505.55
2014-11-26,505.95
2014-11-27,504.05
2014-11-28,514.4
2014-12-01,508.95
2014-12-02,516.2
2014-12-03,510.65
2014-12-04,505.75
2014-12-05,503.5
2014-12-08,500.05
2014-12-09,501.3
2014-12-10,500.05
2014-12-11,505.1
2014-12-12,485.95
2014-12-15,486.45
2014-12-16,469.7
2014-12-17,474.35
2014-12-18,482.75
2014-12-19,485.35
2014-12-22,506.05
2014-12-23,493.9
2014-12-24,494.0
2014-12-26,502.15
2014-12-29,501.2
2014-12-30,502.35
2014-12-31,532.5
