Date,BAJAJELEC
2014-01-01,227.45
2014-01-02,218.8
2014-01-03,229.6
2014-01-06,221.25
2014-01-07,225.0
2014-01-08,225.0
2014-01-09,223.1
2014-01-10,221.1
2014-01-13,221.0
2014-01-14,217.15
2014-01-15,210.75
2014-01-16,206.7
2014-01-17,199.85
2014-01-20,214.2
2014-01-21,211.85
2014-01-22,217.25
2014-01-23,209.35
2014-01-24,209.0
2014-01-27,204.6
2014-01-28,205.9
2014-01-29,204.95
2014-01-30,202.0
2014-01-31,209.7
2014-02-03,208.75
2014-02-04,213.85
2014-02-05,214.6
2014-02-06,212.25
2014-02-07,208.45
2014-02-10,209.3
2014-02-11,228.75
2014-02-12,233.95
2014-02-13,225.25
2014-02-14,229.05
2014-02-17,227.85
2014-02-18,230.05
2014-02-19,232.5
2014-02-20,228.6
2014-02-21,228.4
2014-02-24,231.9
2014-02-25,247.75
2014-02-26,246.4
2014-02-28,244.9
2014-03-03,247.5
2014-03-04,261.35
2014-03-05,261.8
2014-03-06,262.45
2014-03-07,254.1
2014-03-10,254.65
2014-03-11,253.05
2014-03-12,254.9
2014-03-13,262.9
2014-03-14,259.4
2014-03-18,257.25
2014-03-19,260.1
2014-03-20,260.2
2014-03-21,265.3
2014-03-22,273.6
2014-03-24,284.1
2014-03-25,285.45
2014-03-26,283.15
2014-03-27,279.8
2014-03-28,288.05
2014-03-31,290.6
2014-04-01,282.85
2014-04-02,282.0
2014-04-03,274.95
2014-04-04,270.6
2014-04-07,265.6
2014-04-09,279.15
2014-04-10,277.0
2014-04-11,277.4
2014-04-15,277.35
2014-04-16,274.35
2014-04-17,277.15
2014-04-21,274.7
2014-04-22,279.75
2014-04-23,281.6
2014-04-25,305.65
2014-04-28,303.35
2014-04-29,299.4
2014-04-30,293.95
2014-05-02,287.75
2014-05-05,294.6
2014-05-06,306.4
2014-05-07,314.45
2014-05-08,323.85
2014-05-09,325.8
2014-05-12,322.35
2014-05-13,319.1
2014-05-14,323.6
2014-05-15,318.55
2014-05-16,311.0
2014-05-19,325.7
2014-05-20,323.7
2014-05-21,330.35
2014-05-22,367.9
2014-05-23,365.55
2014-05-26,377.15
2014-05-27,375.1
2014-05-28,369.8
2014-05-29,319.6
2014-05-30,300.95
2014-06-02,311.45
2014-06-03,300.8
2014-06-04,308.95
2014-06-05,320.05
2014-06-06,320.3
2014-06-09,327.3
2014-06-10,322.85
2014-06-11,344.7
2014-06-12,341.75
2014-06-13,332.75
2014-06-16,336.2
2014-06-17,340.05
2014-06-18,343.5
2014-06-19,337.95
2014-06-20,336.75
2014-06-23,330.65
2014-06-24,333.55
2014-06-25,337.05
2014-06-26,342.6
2014-06-27,336.5
2014-06-30,340.85
2014-07-01,344.4
2014-07-02,350.65
2014-07-03,372.4
2014-07-04,368.85
2014-07-07,356.1
2014-07-08,344.9
2014-07-09,339.9
2014-07-10,342.05
2014-07-11,318.05
2014-07-14,321.6
2014-07-15,325.65
2014-07-16,330.55
2014-07-17,338.0
2014-07-18,334.45
2014-07-21,332.95
2014-07-22,340.5
2014-07-23,336.65
2014-07-24,330.95
2014-07-25,322.95
2014-07-28,336.1
2014-07-30,334.0
2014-07-31,286.75
2014-08-01,274.75
2014-08-04,274.25
2014-08-05,272.4
2014-08-06,275.5
2014-08-07,272.45
2014-08-08,269.95
2014-08-11,272.05
2014-08-12,272.45
2014-08-13,272.4
2014-08-14,272.1
2014-08-18,276.95
2014-08-19,277.6
2014-08-20,284.4
2014-08-21,291.8
2014-08-22,293.9
2014-08-25,291.35
2014-08-26,283.8
2014-08-27,282.6
2014-08-28,284.15
2014-09-01,291.15
2014-09-02,293.35
2014-09-03,289.8
2014-09-04,290.75
2014-09-05,288.1
2014-09-08,286.4
2014-09-09,281.75
2014-09-10,279.35
2014-09-11,279.4
2014-09-12,277.55
2014-09-15,281.65
2014-09-16,275.55
2014-09-17,272.0
2014-09-18,276.1
2014-09-19,284.35
2014-09-22,285.9
2014-09-23,277.4
2014-09-24,277.9
2014-09-25,273.15
2014-09-26,272.0
2014-09-29,272.1
2014-09-30,267.5
2014-10-01,273.35
2014-10-07,272.0
2014-10-08,269.85
2014-10-09,277.3
2014-10-10,277.75
2014-10-13,285.05
2014-10-14,284.4
2014-10-16,266.8
2014-10-17,277.65
2014-10-20,279.55
2014-10-21,278.15
2014-10-22,278.75
2014-10-23,280.8
2014-10-27,284.5
2014-10-28,284.5
2014-10-29,281.2
2014-10-30,282.4
2014-10-31,283.75
2014-11-03,283.45
2014-11-05,286.15
2014-11-07,293.95
2014-11-10,286.85
2014-11-11,276.25
2014-11-12,276.75
2014-11-13,243.65
2014-11-14,233.3
2014-11-17,231.7
2014-11-18,235.9
2014-11-19,236.05
2014-11-20,228.85
2014-11-21,215.95
2014-11-24,217.9
2014-11-25,203.1
2014-11-26,208.3
2014-11-27,204.05
2014-11-28,203.15
2014-12-01,201.85
2014-12-02,209.55
2014-12-03,220.35
2014-12-04,217.75
2014-12-05,216.3
2014-12-08,213.95
2014-12-09,209.0
2014-12-10,217.8
2014-12-11,220.65
2014-12-12,220.0
2014-12-15,222.4
2014-12-16,212.8
2014-12-17,206.85
2014-12-18,216.0
2014-12-19,229.0
2014-12-22,228.4
2014-12-23,222.2
2014-12-24,218.25
2014-12-26,219.8
2014-12-29,219.1
2014-12-30,219.8
2014-12-31,220.35
