Date,BAYERCROP
2014-01-01,1770.15
2014-01-02,1745.9
2014-01-03,1750.05
2014-01-06,1750.4
2014-01-07,1753.05
2014-01-08,1764.0
2014-01-09,1760.85
2014-01-10,1764.45
2014-01-13,1727.25
2014-01-14,1734.0
2014-01-15,1729.65
2014-01-16,1729.1
2014-01-17,1726.65
2014-01-20,1705.7
2014-01-21,1721.15
2014-01-22,1713.5
2014-01-23,1720.85
2014-01-24,1729.55
2014-01-27,1698.7
2014-01-28,1687.05
2014-01-29,1677.55
2014-01-30,1691.95
2014-01-31,1654.3
2014-02-03,1584.15
2014-02-04,1590.9
2014-02-05,1567.4
2014-02-06,1562.0
2014-02-07,1564.05
2014-02-10,1561.25
2014-02-11,1552.2
2014-02-12,1550.6
2014-02-13,1546.65
2014-02-14,1530.3
2014-02-17,1504.2
2014-02-18,1508.05
2014-02-19,1512.55
2014-02-20,1498.15
2014-02-21,1524.0
2014-02-24,1499.35
2014-02-25,1478.45
2014-02-26,1476.5
2014-02-28,1463.45
2014-03-03,1498.95
2014-03-04,1498.5
2014-03-05,1554.75
2014-03-06,1550.35
2014-03-07,1521.45
2014-03-10,1520.9
2014-03-11,1490.2
2014-03-12,1514.55
2014-03-13,1504.3
2014-03-14,1495.9
2014-03-18,1468.6
2014-03-19,1448.6
2014-03-20,1405.7
2014-03-21,1386.2
2014-03-22,1407.7
2014-03-24,1407.8
2014-03-25,1410.4
2014-03-26,1419.7
2014-03-27,1442.05
2014-03-28,1453.5
2014-03-31,1506.15
2014-04-01,1482.0
2014-04-02,1476.45
2014-04-03,1474.45
2014-04-04,1484.45
2014-04-07,1483.05
2014-04-09,1477.95
2014-04-10,1474.95
2014-04-11,1451.9
2014-04-15,1426.95
2014-04-16,1425.05
2014-04-17,1475.8
2014-04-21,1486.85
2014-04-22,1489.35
2014-04-23,1487.85
2014-04-25,1458.1
2014-04-28,1434.8
2014-04-29,1429.05
2014-04-30,1416.55
2014-05-02,1430.3
2014-05-05,1420.5
2014-05-06,1398.75
2014-05-07,1405.3
2014-05-08,1420.05
2014-05-09,1423.05
2014-05-12,1437.95
2014-05-13,1476.55
2014-05-14,1470.1
2014-05-15,1471.8
2014-05-16,1470.6
2014-05-19,1446.3
2014-05-20,1446.2
2014-05-21,1465.7
2014-05-22,1499.15
2014-05-23,1560.85
2014-05-26,1528.9
2014-05-27,1508.85
2014-05-28,1469.0
2014-05-29,1488.9
2014-05-30,1524.4
2014-06-02,1626.0
2014-06-03,1635.75
2014-06-04,1706.0
2014-06-05,1787.05
2014-06-06,1827.65
2014-06-09,1821.25
2014-06-10,1817.1
2014-06-11,1804.1
2014-06-12,1892.7
2014-06-13,1822.2
2014-06-16,1827.55
2014-06-17,1847.6
2014-06-18,1848.65
2014-06-19,1849.05
2014-06-20,1831.05
2014-06-23,1812.95
2014-06-24,1836.35
2014-06-25,1857.6
2014-06-26,1851.1
2014-06-27,1839.3
2014-06-30,1833.65
2014-07-01,1826.4
2014-07-02,1829.15
2014-07-03,1805.35
2014-07-04,1813.35
2014-07-07,1809.65
2014-07-08,1754.6
2014-07-09,1772.8
2014-07-10,1770.6
2014-07-11,1738.65
2014-07-14,1713.05
2014-07-15,1799.55
2014-07-16,1790.1
2014-07-17,1791.55
2014-07-18,1772.8
2014-07-21,1782.6
2014-07-22,1848.85
2014-07-23,1852.6
2014-07-24,1818.85
2014-07-25,1928.95
2014-07-28,2047.7
2014-07-30,2041.25
2014-07-31,2022.45
2014-08-01,2032.1
2014-08-04,2120.7
2014-08-05,2241.2
2014-08-06,2147.6
2014-08-07,2099.55
2014-08-08,2050.0
2014-08-11,2065.8
2014-08-12,2088.65
2014-08-13,2118.85
2014-08-14,2187.9
2014-08-18,2236.5
2014-08-19,2224.75
2014-08-20,2171.35
2014-08-21,2216.55
2014-08-22,2558.15
2014-08-25,2391.45
2014-08-26,2447.2
2014-08-27,2439.3
2014-08-28,2392.5
2014-09-01,2430.65
2014-09-02,2427.65
2014-09-03,2431.4
2014-09-04,2379.2
2014-09-05,2469.45
2014-09-08,2514.95
2014-09-09,2495.45
2014-09-10,2461.1
2014-09-11,2489.25
2014-09-12,2591.55
2014-09-15,2550.95
2014-09-16,2518.05
2014-09-17,2452.25
2014-09-18,2454.5
2014-09-19,2509.9
2014-09-22,2515.3
2014-09-23,2416.1
2014-09-24,2370.75
2014-09-25,2336.35
2014-09-26,2352.5
2014-09-29,2403.75
2014-09-30,2412.1
2014-10-01,2415.65
2014-10-07,2450.05
2014-10-08,2410.5
2014-10-09,2420.55
2014-10-10,2363.3
