Date,SAIL
2014-01-01,73.05
2014-01-02,71.1
2014-01-03,70.65
2014-01-06,72.05
2014-01-07,69.75
2014-01-08,69.9
2014-01-09,69.95
2014-01-10,68.65
2014-01-13,67.15
2014-01-14,66.55
2014-01-15,66.7
2014-01-16,67.85
2014-01-17,67.1
2014-01-20,68.15
2014-01-21,69.05
2014-01-22,69.75
2014-01-23,69.25
2014-01-24,69.15
2014-01-27,67.35
2014-01-28,67.7
2014-01-29,65.45
2014-01-30,65.0
2014-01-31,64.15
2014-02-03,62.2
2014-02-04,60.4
2014-02-05,61.9
2014-02-06,62.0
2014-02-07,63.65
2014-02-10,63.4
2014-02-11,64.1
2014-02-12,62.4
2014-02-13,60.35
2014-02-14,61.3
2014-02-17,60.2
2014-02-18,60.25
2014-02-19,59.9
2014-02-20,58.55
2014-02-21,58.35
2014-02-24,57.2
2014-02-25,55.2
2014-02-26,56.05
2014-02-28,55.7
2014-03-03,55.1
2014-03-04,56.5
2014-03-05,58.2
2014-03-06,59.75
2014-03-07,61.35
2014-03-10,59.8
2014-03-11,57.25
2014-03-12,56.85
2014-03-13,55.8
2014-03-14,55.75
2014-03-18,55.45
2014-03-19,56.45
2014-03-20,56.85
2014-03-21,58.35
2014-03-22,58.2
2014-03-24,59.15
2014-03-25,59.95
2014-03-26,63.45
2014-03-27,64.0
2014-03-28,64.7
2014-03-31,71.4
2014-04-01,71.15
2014-04-02,71.85
2014-04-03,72.05
2014-04-04,71.3
2014-04-07,70.9
2014-04-09,74.3
2014-04-10,74.65
2014-04-11,73.35
2014-04-15,69.6
2014-04-16,69.5
2014-04-17,71.1
2014-04-21,72.45
2014-04-22,70.8
2014-04-23,71.9
2014-04-25,71.35
2014-04-28,71.6
2014-04-29,68.6
2014-04-30,67.45
2014-05-02,66.25
2014-05-05,67.75
2014-05-06,67.05
2014-05-07,67.1
2014-05-08,67.4
2014-05-09,70.25
2014-05-12,69.0
2014-05-13,70.7
2014-05-14,75.0
2014-05-15,75.7
2014-05-16,78.15
2014-05-19,86.25
2014-05-20,88.8
2014-05-21,87.05
2014-05-22,87.1
2014-05-23,90.25
2014-05-26,94.75
2014-05-27,93.75
2014-05-28,90.8
2014-05-29,87.85
2014-05-30,87.5
2014-06-02,91.65
2014-06-03,95.55
2014-06-04,100.3
2014-06-05,107.1
2014-06-06,108.5
2014-06-09,109.9
2014-06-10,107.7
2014-06-11,103.45
2014-06-12,104.05
2014-06-13,96.95
2014-06-16,98.3
2014-06-17,97.65
2014-06-18,98.95
2014-06-19,94.65
2014-06-20,93.8
2014-06-23,93.1
2014-06-24,95.5
2014-06-25,94.25
2014-06-26,92.95
2014-06-27,92.95
2014-06-30,94.95
2014-07-01,98.45
2014-07-02,98.55
2014-07-03,95.75
2014-07-04,94.9
2014-07-07,93.65
2014-07-08,89.0
2014-07-09,89.15
2014-07-10,87.2
2014-07-11,81.85
2014-07-14,83.5
2014-07-15,84.85
2014-07-16,85.35
2014-07-17,87.65
2014-07-18,87.45
2014-07-21,87.5
2014-07-22,88.1
2014-07-23,87.4
2014-07-24,90.45
2014-07-25,87.45
2014-07-28,87.15
2014-07-30,87.3
2014-07-31,87.85
2014-08-01,86.1
2014-08-04,86.7
2014-08-05,86.95
2014-08-06,85.15
2014-08-07,84.8
2014-08-08,81.1
2014-08-11,83.05
2014-08-12,83.2
2014-08-13,81.95
2014-08-14,84.55
2014-08-18,86.7
2014-08-19,87.2
2014-08-20,86.65
2014-08-21,83.9
2014-08-22,82.95
2014-08-25,81.25
2014-08-26,82.8
2014-08-27,82.75
2014-08-28,81.05
2014-09-01,84.65
2014-09-02,84.55
2014-09-03,86.25
2014-09-04,84.4
2014-09-05,84.35
2014-09-08,84.15
2014-09-09,83.15
2014-09-10,80.95
2014-09-11,79.1
2014-09-12,79.5
2014-09-15,79.65
2014-09-16,77.15
2014-09-17,75.6
2014-09-18,75.9
2014-09-19,74.65
2014-09-22,72.45
2014-09-23,71.0
2014-09-24,68.95
2014-09-25,67.4
2014-09-26,71.65
2014-09-29,70.5
2014-09-30,69.6
2014-10-01,70.55
2014-10-07,71.8
2014-10-08,72.25
2014-10-09,73.55
2014-10-10,73.25
2014-10-13,75.95
2014-10-14,77.45
2014-10-16,76.35
2014-10-17,77.0
2014-10-20,78.35
2014-10-21,82.4
2014-10-22,83.35
2014-10-23,83.1
2014-10-27,82.25
2014-10-28,81.4
2014-10-29,83.1
2014-10-30,83.4
2014-10-31,83.1
2014-11-03,86.7
2014-11-05,84.5
2014-11-07,83.5
2014-11-10,83.0
2014-11-11,82.6
2014-11-12,81.0
2014-11-13,80.3
2014-11-14,86.3
2014-11-17,85.6
2014-11-18,87.35
2014-11-19,85.25
2014-11-20,85.5
2014-11-21,84.0
2014-11-24,87.25
2014-11-25,84.2
2014-11-26,87.35
2014-11-27,89.65
2014-11-28,89.05
2014-12-01,87.85
2014-12-02,89.4
2014-12-03,85.65
2014-12-04,85.25
2014-12-05,82.9
2014-12-08,82.25
2014-12-09,79.45
2014-12-10,79.9
2014-12-11,79.45
2014-12-12,78.8
2014-12-15,78.0
2014-12-16,77.55
2014-12-17,75.8
2014-12-18,79.25
2014-12-19,81.9
2014-12-22,82.3
2014-12-23,82.3
2014-12-24,82.0
2014-12-26,80.9
2014-12-29,82.8
2014-12-30,82.35
2014-12-31,82.55
