Date,KOTAKGOLD
2014-01-01,2723.65
2014-01-02,2731.8
2014-01-03,2767.5
2014-01-06,2763.5
2014-01-07,2757.7
2014-01-08,2737.35
2014-01-09,2738.85
2014-01-10,2758.25
2014-01-13,2766.05
2014-01-14,2755.95
2014-01-15,2749.1
2014-01-16,2745.1
2014-01-17,2746.15
2014-01-20,2779.65
2014-01-21,2762.05
2014-01-22,2753.15
2014-01-23,2754.1
2014-01-24,2781.95
2014-01-27,2788.7
2014-01-28,2765.55
2014-01-29,2783.35
2014-01-30,2781.5
2014-01-31,2756.4
2014-02-03,2756.4
2014-02-04,2767.0
2014-02-05,2773.15
2014-02-06,2767.3
2014-02-07,2776.25
2014-02-10,2794.1
2014-02-11,2807.5
2014-02-12,2800.0
2014-02-13,2799.0
2014-02-14,2811.35
2014-02-17,2848.65
2014-02-18,2860.0
2014-02-19,2854.45
2014-02-20,2855.2
2014-02-21,2843.65
2014-02-24,2858.85
2014-02-25,2856.0
2014-02-26,2867.1
2014-02-28,2846.85
2014-03-03,2867.65
2014-03-04,2847.5
2014-03-05,2836.4
2014-03-06,2818.55
2014-03-07,2822.75
2014-03-10,2803.75
2014-03-11,2817.6
2014-03-12,2819.45
2014-03-13,2815.75
2014-03-14,2812.25
2014-03-18,2805.15
2014-03-19,2787.85
2014-03-20,2767.35
2014-03-21,2755.3
2014-03-22,2761.05
2014-03-24,2737.65
2014-03-25,2719.55
2014-03-26,2703.5
2014-03-27,2689.35
2014-03-28,2688.85
2014-03-31,2672.7
2014-04-01,2659.55
2014-04-02,2621.2
2014-04-03,2650.4
2014-04-04,2654.7
2014-04-07,2665.55
2014-04-09,2682.25
2014-04-10,2700.8
2014-04-11,2704.9
2014-04-15,2727.85
2014-04-16,2721.95
2014-04-17,2740.9
2014-04-21,2743.0
2014-04-22,2752.45
2014-04-23,2777.75
2014-04-25,2790.45
2014-04-28,2802.65
2014-04-29,2775.4
2014-04-30,2793.9
2014-05-02,2839.45
2014-05-05,2812.3
2014-05-06,2807.4
2014-05-07,2816.45
2014-05-08,2798.2
2014-05-09,2757.35
2014-05-12,2745.2
2014-05-13,2737.45
2014-05-14,2736.55
2014-05-15,2742.25
2014-05-16,2708.4
2014-05-19,2671.2
2014-05-20,2662.0
2014-05-21,2665.8
2014-05-22,2604.4
2014-05-23,2560.2
2014-05-26,2553.55
2014-05-27,2547.35
2014-05-28,2528.6
2014-05-29,2501.4
2014-05-30,2497.95
2014-06-02,2483.65
2014-06-03,2474.0
2014-06-04,2463.55
2014-06-05,2457.4
2014-06-06,2468.75
2014-06-09,2453.85
2014-06-10,2465.25
2014-06-11,2481.05
2014-06-12,2473.3
2014-06-13,2502.75
2014-06-16,2550.75
2014-06-17,2527.0
2014-06-18,2539.05
2014-06-19,2545.3
2014-06-20,2606.5
2014-06-23,2602.2
2014-06-24,2610.65
2014-06-25,2623.55
2014-06-26,2606.45
2014-06-27,2601.45
2014-06-30,2601.15
2014-07-01,2611.7
2014-07-02,2592.3
2014-07-03,2580.9
2014-07-04,2578.2
2014-07-07,2556.45
2014-07-08,2557.9
2014-07-09,2565.0
2014-07-10,2621.45
2014-07-11,2619.2
2014-07-14,2604.9
2014-07-15,2592.6
2014-07-16,2575.05
2014-07-17,2583.0
2014-07-18,2596.95
2014-07-21,2601.3
2014-07-22,2590.8
2014-07-23,2581.75
2014-07-24,2572.2
2014-07-25,2565.1
2014-07-28,2575.25
2014-07-30,2563.25
2014-07-31,2569.65
2014-08-01,2578.75
2014-08-04,2585.75
2014-08-05,2579.7
2014-08-06,2594.6
2014-08-07,2622.65
2014-08-08,2651.5
2014-08-11,2625.7
2014-08-12,2628.95
2014-08-13,2624.2
2014-08-14,2633.5
2014-08-18,2608.55
2014-08-19,2608.25
2014-08-20,2595.45
2014-08-21,2571.1
2014-08-22,2560.75
2014-08-25,2550.15
2014-08-26,2566.35
2014-08-27,2564.6
2014-08-28,2564.45
2014-09-01,2571.9
2014-09-02,2553.7
2014-09-03,2542.2
2014-09-04,2532.55
2014-09-05,2529.4
2014-09-08,2522.55
2014-09-09,2507.15
2014-09-10,2518.15
2014-09-11,2507.85
2014-09-12,2502.0
2014-09-15,2504.2
2014-09-16,2498.15
2014-09-17,2489.5
2014-09-18,2480.85
2014-09-19,2479.35
2014-09-22,2475.5
2014-09-23,2480.9
2014-09-24,2478.6
2014-09-25,2469.75
2014-09-26,2478.7
2014-09-29,2478.45
2014-09-30,2468.2
2014-10-01,2475.45
2014-10-07,2461.75
2014-10-08,2485.0
2014-10-09,2487.9
2014-10-10,2482.75
2014-10-13,2493.45
2014-10-14,2500.75
2014-10-16,2535.5
2014-10-17,2510.4
2014-10-20,2529.8
2014-10-21,2631.1
2014-10-22,2580.3
2014-10-23,2573.25
2014-10-27,2503.05
2014-10-28,2496.9
2014-10-29,2490.25
2014-10-30,2485.45
2014-10-31,2443.55
2014-11-03,2440.7
2014-11-05,2400.55
2014-11-07,2385.75
2014-11-10,2410.05
2014-11-11,2391.65
2014-11-12,2398.0
2014-11-13,2382.7
2014-11-14,2364.2
2014-11-17,2424.05
2014-11-18,2431.7
2014-11-19,2441.95
2014-11-20,2424.7
2014-11-21,2421.1
2014-11-24,2429.15
2014-11-25,2431.45
2014-11-26,2425.45
2014-11-27,2424.35
2014-11-28,2411.95
2014-12-01,2383.25
2014-12-02,2418.2
2014-12-03,2426.3
2014-12-04,2421.65
2014-12-05,2422.5
2014-12-08,2413.1
2014-12-09,2429.4
2014-12-10,2474.6
2014-12-11,2458.25
2014-12-12,2471.55
2014-12-15,2468.35
2014-12-16,2472.6
2014-12-17,2465.55
2014-12-18,2459.6
2014-12-19,2457.3
2014-12-22,2466.1
2014-12-23,2439.7
2014-12-24,2431.1
2014-12-26,2456.2
2014-12-29,2462.05
2014-12-30,2459.1
2014-12-31,2452.1
