Date,MAHSCOOTER
2014-01-01,409.5
2014-01-02,407.35
2014-01-03,412.5
2014-01-06,414.65
2014-01-07,415.65
2014-01-08,424.7
2014-01-09,420.0
2014-01-10,421.25
2014-01-13,424.35
2014-01-14,432.1
2014-01-15,421.9
2014-01-16,421.85
2014-01-17,411.9
2014-01-20,419.05
2014-01-21,421.0
2014-01-22,418.75
2014-01-23,420.6
2014-01-24,436.6
2014-01-27,418.75
2014-01-28,418.85
2014-01-29,417.25
2014-01-30,421.0
2014-01-31,411.7
2014-02-03,410.05
2014-02-04,413.95
2014-02-05,419.75
2014-02-06,413.95
2014-02-07,455.05
2014-02-10,439.6
2014-02-11,430.8
2014-02-12,430.7
2014-02-13,424.05
2014-02-14,428.8
2014-02-17,419.95
2014-02-18,422.85
2014-02-19,425.0
2014-02-20,425.35
2014-02-21,425.05
2014-02-24,422.4
2014-02-25,430.85
2014-02-26,461.15
2014-02-28,514.0
2014-03-03,507.15
2014-03-04,506.35
2014-03-05,489.4
2014-03-06,480.7
2014-03-07,484.1
2014-03-10,495.5
2014-03-11,483.0
2014-03-12,481.3
2014-03-13,465.95
2014-03-14,462.85
2014-03-18,455.2
2014-03-19,449.95
2014-03-20,460.6
2014-03-21,465.05
2014-03-22,465.3
2014-03-24,459.4
2014-03-25,454.45
2014-03-26,451.7
2014-03-27,453.55
2014-03-28,458.75
2014-03-31,455.45
2014-04-01,467.9
2014-04-02,475.75
2014-04-03,472.9
2014-04-04,466.15
2014-04-07,468.2
2014-04-09,486.6
2014-04-10,492.55
2014-04-11,488.25
2014-04-15,481.15
2014-04-16,474.0
2014-04-17,478.9
2014-04-21,478.6
2014-04-22,487.05
2014-04-23,482.7
2014-04-25,474.0
2014-04-28,480.0
2014-04-29,477.0
2014-04-30,466.95
2014-05-02,474.45
2014-05-05,475.05
2014-05-06,482.75
2014-05-07,475.6
2014-05-08,478.25
2014-05-09,491.7
2014-05-12,492.55
2014-05-13,500.4
2014-05-14,495.7
2014-05-15,488.4
2014-05-16,488.55
2014-05-19,503.25
2014-05-20,508.6
2014-05-21,513.3
2014-05-22,512.85
2014-05-23,522.55
2014-05-26,512.6
2014-05-27,510.25
2014-05-28,514.4
2014-05-29,517.8
2014-05-30,508.35
2014-06-02,514.6
2014-06-03,520.3
2014-06-04,532.35
2014-06-05,544.05
2014-06-06,543.45
2014-06-09,555.45
2014-06-10,646.4
2014-06-11,627.0
2014-06-12,638.2
2014-06-13,600.95
2014-06-16,623.85
2014-06-17,632.05
2014-06-18,631.1
2014-06-19,620.95
2014-06-20,616.4
2014-06-23,629.55
2014-06-24,634.0
2014-06-25,634.3
2014-06-26,644.7
2014-06-27,653.35
2014-06-30,653.85
2014-07-01,658.8
2014-07-02,664.7
2014-07-03,685.6
2014-07-04,676.65
2014-07-07,662.95
2014-07-08,691.75
2014-07-09,661.2
2014-07-10,644.45
2014-07-11,644.5
2014-07-14,625.8
2014-07-15,656.95
2014-07-16,686.9
2014-07-17,704.5
2014-07-18,718.4
2014-07-21,715.75
2014-07-22,694.05
2014-07-23,700.2
2014-07-24,706.0
2014-07-25,699.95
2014-07-28,700.2
2014-07-30,701.9
2014-07-31,700.65
2014-08-01,706.0
2014-08-04,726.95
2014-08-05,719.25
2014-08-06,725.0
2014-08-07,734.6
2014-08-08,733.4
2014-08-11,739.25
2014-08-12,727.5
2014-08-13,722.9
2014-08-14,746.85
2014-08-18,760.8
2014-08-19,763.15
2014-08-20,753.65
2014-08-21,751.6
2014-08-22,733.7
2014-08-25,764.65
2014-08-26,757.1
2014-08-27,771.8
2014-08-28,762.45
2014-09-01,753.2
2014-09-02,769.1
2014-09-03,769.45
2014-09-04,762.5
2014-09-05,759.55
2014-09-08,774.2
2014-09-09,779.75
2014-09-10,769.15
2014-09-11,801.0
2014-09-12,793.5
2014-09-15,804.9
2014-09-16,788.1
2014-09-17,791.15
2014-09-18,813.9
2014-09-19,829.4
2014-09-22,849.4
2014-09-23,848.55
2014-09-24,853.1
2014-09-25,877.7
2014-09-26,868.05
2014-09-29,889.35
2014-09-30,900.75
2014-10-01,912.2
2014-10-07,898.55
2014-10-08,896.7
2014-10-09,912.9
2014-10-10,901.75
2014-10-13,917.4
2014-10-14,910.75
2014-10-16,915.0
2014-10-17,905.05
2014-10-20,898.7
2014-10-21,898.25
2014-10-22,921.45
2014-10-23,927.55
2014-10-27,924.85
2014-10-28,927.05
2014-10-29,929.2
2014-10-30,939.7
2014-10-31,936.5
2014-11-03,946.15
2014-11-05,930.85
2014-11-07,948.2
2014-11-10,944.35
2014-11-11,943.95
2014-11-12,933.3
2014-11-13,917.55
2014-11-14,925.4
2014-11-17,917.85
2014-11-18,929.35
2014-11-19,944.3
2014-11-20,944.05
2014-11-21,955.7
2014-11-24,972.3
2014-11-25,986.05
2014-11-26,1009.5
2014-11-27,1039.1
2014-11-28,1048.4
2014-12-01,1035.45
2014-12-02,1050.0
2014-12-03,1053.75
2014-12-04,1053.75
2014-12-05,1028.6
2014-12-08,1006.4
2014-12-09,1031.65
2014-12-10,1040.65
2014-12-11,1040.45
2014-12-12,996.9
2014-12-15,1045.95
2014-12-16,1019.65
2014-12-17,1029.05
2014-12-18,1031.15
2014-12-19,1010.25
2014-12-22,1010.35
2014-12-23,1009.1
2014-12-24,993.05
2014-12-26,989.2
2014-12-29,988.65
2014-12-30,1008.4
2014-12-31,1004.7
