Date,ZEEL
2014-01-01,277.0
2014-01-02,279.9
2014-01-03,281.0
2014-01-06,287.15
2014-01-07,285.7
2014-01-08,285.2
2014-01-09,288.75
2014-01-10,295.1
2014-01-13,295.95
2014-01-14,284.55
2014-01-15,280.7
2014-01-16,278.0
2014-01-17,278.6
2014-01-20,284.1
2014-01-21,281.6
2014-01-22,284.2
2014-01-23,282.25
2014-01-24,278.85
2014-01-27,265.85
2014-01-28,265.7
2014-01-29,259.4
2014-01-30,256.0
2014-01-31,266.45
2014-02-03,269.1
2014-02-04,270.95
2014-02-05,267.65
2014-02-06,268.95
2014-02-07,271.8
2014-02-10,270.05
2014-02-11,265.2
2014-02-12,264.6
2014-02-13,264.3
2014-02-14,261.4
2014-02-17,262.5
2014-02-18,266.85
2014-02-19,263.1
2014-02-20,264.4
2014-02-21,269.85
2014-02-24,262.1
2014-02-25,264.4
2014-02-26,267.05
2014-02-28,268.7
2014-03-03,267.3
2014-03-04,270.1
2014-03-05,272.4
2014-03-06,273.75
2014-03-07,277.85
2014-03-10,281.9
2014-03-11,280.15
2014-03-12,287.75
2014-03-13,279.2
2014-03-14,276.9
2014-03-18,282.35
2014-03-19,280.15
2014-03-20,278.35
2014-03-21,287.95
2014-03-22,285.9
2014-03-24,290.25
2014-03-25,287.8
2014-03-26,278.8
2014-03-27,271.1
2014-03-28,271.3
2014-03-31,271.35
2014-04-01,273.4
2014-04-02,279.0
2014-04-03,280.75
2014-04-04,276.05
2014-04-07,274.55
2014-04-09,274.7
2014-04-10,279.3
2014-04-11,275.35
2014-04-15,266.5
2014-04-16,268.7
2014-04-17,262.55
2014-04-21,267.25
2014-04-22,260.9
2014-04-23,265.75
2014-04-25,268.95
2014-04-28,269.45
2014-04-29,264.55
2014-04-30,262.6
2014-05-02,269.5
2014-05-05,267.0
2014-05-06,263.25
2014-05-07,261.7
2014-05-08,261.85
2014-05-09,262.75
2014-05-12,277.95
2014-05-13,276.35
2014-05-14,275.9
2014-05-15,268.9
2014-05-16,274.35
2014-05-19,272.75
2014-05-20,288.5
2014-05-21,293.6
2014-05-22,275.9
2014-05-23,273.9
2014-05-26,275.65
2014-05-27,275.9
2014-05-28,269.55
2014-05-29,265.75
2014-05-30,266.75
2014-06-02,265.0
2014-06-03,271.05
2014-06-04,274.05
2014-06-05,275.15
2014-06-06,274.8
2014-06-09,282.1
2014-06-10,281.25
2014-06-11,278.4
2014-06-12,270.7
2014-06-13,266.05
2014-06-16,264.5
2014-06-17,267.8
2014-06-18,276.75
2014-06-19,276.45
2014-06-20,284.45
2014-06-23,289.4
2014-06-24,284.25
2014-06-25,283.65
2014-06-26,289.85
2014-06-27,288.85
2014-06-30,293.45
2014-07-01,299.5
2014-07-02,297.95
2014-07-03,296.25
2014-07-04,299.15
2014-07-07,297.05
2014-07-08,288.8
2014-07-09,287.05
2014-07-10,286.6
2014-07-11,297.7
2014-07-14,293.45
2014-07-15,295.8
2014-07-16,300.25
2014-07-17,300.75
2014-07-18,294.8
2014-07-21,299.65
2014-07-22,300.7
2014-07-23,301.55
2014-07-24,299.55
2014-07-25,289.1
2014-07-28,287.45
2014-07-30,295.15
2014-07-31,290.7
2014-08-01,289.05
2014-08-04,287.45
2014-08-05,284.4
2014-08-06,278.25
2014-08-07,278.95
2014-08-08,271.65
2014-08-11,273.8
2014-08-12,274.7
2014-08-13,269.4
2014-08-14,270.0
2014-08-18,280.35
2014-08-19,283.55
2014-08-20,288.15
2014-08-21,291.95
2014-08-22,289.1
2014-08-25,284.25
2014-08-26,283.0
2014-08-27,277.5
2014-08-28,273.7
2014-09-01,284.5
2014-09-02,283.1
2014-09-03,282.4
2014-09-04,284.25
2014-09-05,281.05
2014-09-08,281.7
2014-09-09,283.1
2014-09-10,292.65
2014-09-11,284.65
2014-09-12,283.7
2014-09-15,286.1
2014-09-16,285.05
2014-09-17,290.75
2014-09-18,306.45
2014-09-19,313.4
2014-09-22,306.95
2014-09-23,299.55
2014-09-24,300.05
2014-09-25,306.1
2014-09-26,302.4
2014-09-29,303.4
2014-09-30,314.15
2014-10-01,313.5
2014-10-07,308.5
2014-10-08,309.6
2014-10-09,324.9
2014-10-10,318.9
2014-10-13,315.7
2014-10-14,316.0
2014-10-16,312.15
2014-10-17,322.4
2014-10-20,329.9
2014-10-21,335.9
2014-10-22,339.7
2014-10-23,337.5
2014-10-27,330.35
2014-10-28,335.0
2014-10-29,339.5
2014-10-30,347.35
2014-10-31,344.25
2014-11-03,350.2
2014-11-05,354.9
2014-11-07,371.9
2014-11-10,368.55
2014-11-11,374.45
2014-11-12,371.4
2014-11-13,372.95
2014-11-14,376.15
2014-11-17,380.1
2014-11-18,383.35
2014-11-19,388.55
2014-11-20,375.15
2014-11-21,375.1
2014-11-24,385.35
2014-11-25,393.85
2014-11-26,375.9
2014-11-27,372.2
2014-11-28,381.95
2014-12-01,377.3
2014-12-02,381.8
2014-12-03,376.6
2014-12-04,374.65
2014-12-05,372.65
2014-12-08,374.55
2014-12-09,365.95
2014-12-10,371.7
2014-12-11,369.8
2014-12-12,361.35
2014-12-15,367.65
2014-12-16,368.25
2014-12-17,369.3
2014-12-18,376.3
2014-12-19,381.05
2014-12-22,377.95
2014-12-23,378.85
2014-12-24,380.55
2014-12-26,376.9
2014-12-29,379.5
2014-12-30,378.6
2014-12-31,380.75
