Date,UFLEX
2014-01-01,84.4
2014-01-02,81.55
2014-01-03,82.0
2014-01-06,82.5
2014-01-07,82.35
2014-01-08,82.0
2014-01-09,83.9
2014-01-10,81.45
2014-01-13,81.15
2014-01-14,80.95
2014-01-15,80.45
2014-01-16,80.25
2014-01-17,78.95
2014-01-20,78.55
2014-01-21,78.5
2014-01-22,78.85
2014-01-23,77.75
2014-01-24,75.95
2014-01-27,72.4
2014-01-28,74.7
2014-01-29,72.1
2014-01-30,70.2
2014-01-31,71.0
2014-02-03,69.2
2014-02-04,70.4
2014-02-05,71.0
2014-02-06,71.15
2014-02-07,71.9
2014-02-10,73.3
2014-02-11,73.35
2014-02-12,73.4
2014-02-13,71.75
2014-02-14,71.85
2014-02-17,70.7
2014-02-18,71.75
2014-02-19,70.3
2014-02-20,67.6
2014-02-21,66.8
2014-02-24,67.75
2014-02-25,67.4
2014-02-26,66.85
2014-02-28,66.2
2014-03-03,65.7
2014-03-04,66.9
2014-03-05,67.45
2014-03-06,70.1
2014-03-07,69.4
2014-03-10,70.5
2014-03-11,69.7
2014-03-12,67.8
2014-03-13,67.35
2014-03-14,66.35
2014-03-18,65.25
2014-03-19,65.0
2014-03-20,64.0
2014-03-21,64.7
2014-03-22,64.95
2014-03-24,64.9
2014-03-25,64.65
2014-03-26,66.75
2014-03-27,66.15
2014-03-28,69.4
2014-03-31,71.35
2014-04-01,72.2
2014-04-02,73.4
2014-04-03,74.75
2014-04-04,80.8
2014-04-07,79.35
2014-04-09,81.0
2014-04-10,80.6
2014-04-11,81.65
2014-04-15,81.55
2014-04-16,80.4
2014-04-17,82.1
2014-04-21,85.0
2014-04-22,85.25
2014-04-23,84.6
2014-04-25,84.25
2014-04-28,87.25
2014-04-29,87.35
2014-04-30,85.45
2014-05-02,85.9
2014-05-05,84.15
2014-05-06,82.95
2014-05-07,81.8
2014-05-08,80.55
2014-05-09,82.25
2014-05-12,82.4
2014-05-13,83.1
2014-05-14,84.35
2014-05-15,83.35
2014-05-16,83.55
2014-05-19,93.5
2014-05-20,98.05
2014-05-21,100.95
2014-05-22,101.8
2014-05-23,107.4
2014-05-26,102.3
2014-05-27,99.2
2014-05-28,103.4
2014-05-29,102.25
2014-05-30,103.45
2014-06-02,123.3
2014-06-03,117.1
2014-06-04,124.55
2014-06-05,130.0
2014-06-06,127.95
2014-06-09,131.2
2014-06-10,129.9
2014-06-11,133.0
2014-06-12,135.3
2014-06-13,122.65
2014-06-16,119.25
2014-06-17,124.7
2014-06-18,123.95
2014-06-19,120.8
2014-06-20,117.65
2014-06-23,117.5
2014-06-24,121.7
2014-06-25,124.55
2014-06-26,122.7
2014-06-27,121.95
2014-06-30,128.8
2014-07-01,129.35
2014-07-02,130.25
2014-07-03,129.4
2014-07-04,128.9
2014-07-07,128.6
2014-07-08,122.65
2014-07-09,121.6
2014-07-10,124.35
2014-07-11,118.65
2014-07-14,119.85
2014-07-15,121.05
2014-07-16,123.1
2014-07-17,123.85
2014-07-18,128.55
2014-07-21,133.6
2014-07-22,136.1
2014-07-23,138.4
2014-07-24,136.95
2014-07-25,129.5
2014-07-28,128.5
2014-07-30,126.3
2014-07-31,124.8
2014-08-01,124.1
2014-08-04,128.0
2014-08-05,131.4
2014-08-06,134.1
2014-08-07,133.45
2014-08-08,132.15
2014-08-11,132.8
2014-08-12,131.5
2014-08-13,127.2
2014-08-14,130.2
2014-08-18,140.0
2014-08-19,140.55
2014-08-20,143.1
2014-08-21,141.15
2014-08-22,139.5
2014-08-25,143.55
2014-08-26,145.45
2014-08-27,147.9
2014-08-28,148.1
2014-09-01,150.4
2014-09-02,152.25
2014-09-03,149.8
2014-09-04,146.35
2014-09-05,149.5
2014-09-08,149.45
2014-09-09,158.2
2014-09-10,159.5
2014-09-11,161.05
2014-09-12,161.75
2014-09-15,159.05
2014-09-16,151.4
2014-09-17,155.9
2014-09-18,163.65
2014-09-19,165.8
2014-09-22,166.6
2014-09-23,160.8
2014-09-24,151.2
2014-09-25,148.3
2014-09-26,146.75
2014-09-29,147.65
2014-09-30,148.2
2014-10-01,148.25
2014-10-07,147.15
2014-10-08,146.85
2014-10-09,153.6
2014-10-10,154.55
2014-10-13,160.15
2014-10-14,159.3
2014-10-16,151.25
2014-10-17,151.8
2014-10-20,151.15
2014-10-21,149.35
2014-10-22,150.4
2014-10-23,152.3
2014-10-27,150.65
2014-10-28,152.95
2014-10-29,153.0
2014-10-30,153.85
2014-10-31,159.5
2014-11-03,165.75
2014-11-05,163.35
2014-11-07,163.45
2014-11-10,163.7
2014-11-11,158.05
2014-11-12,172.0
2014-11-13,168.0
2014-11-14,168.2
2014-11-17,165.75
2014-11-18,163.15
2014-11-19,164.45
2014-11-20,162.5
2014-11-21,161.15
2014-11-24,159.6
2014-11-25,161.25
2014-11-26,160.55
2014-11-27,162.2
2014-11-28,168.25
2014-12-01,169.15
2014-12-02,168.7
2014-12-03,169.85
2014-12-04,173.45
2014-12-05,175.7
2014-12-08,169.7
2014-12-09,162.2
2014-12-10,164.05
2014-12-11,162.45
2014-12-12,158.75
2014-12-15,153.5
2014-12-16,144.4
2014-12-17,144.05
2014-12-18,152.45
2014-12-19,152.1
2014-12-22,153.7
2014-12-23,152.2
2014-12-24,152.3
2014-12-26,151.05
2014-12-29,152.7
2014-12-30,151.75
2014-12-31,153.15
