Date,JAGRAN
2014-01-01,89.95
2014-01-02,85.45
2014-01-03,85.95
2014-01-06,85.3
2014-01-07,85.05
2014-01-08,84.9
2014-01-09,86.45
2014-01-10,85.9
2014-01-13,86.8
2014-01-14,87.1
2014-01-15,87.85
2014-01-16,88.5
2014-01-17,89.35
2014-01-20,88.2
2014-01-21,89.05
2014-01-22,88.7
2014-01-23,90.75
2014-01-24,89.7
2014-01-27,88.25
2014-01-28,89.0
2014-01-29,89.05
2014-01-30,88.95
2014-01-31,89.0
2014-02-03,89.0
2014-02-04,88.7
2014-02-05,88.8
2014-02-06,88.45
2014-02-07,86.95
2014-02-10,85.1
2014-02-11,87.05
2014-02-12,87.55
2014-02-13,87.15
2014-02-14,87.55
2014-02-17,85.15
2014-02-18,84.65
2014-02-19,86.0
2014-02-20,86.55
2014-02-21,88.15
2014-02-24,89.3
2014-02-25,88.7
2014-02-26,89.65
2014-02-28,88.95
2014-03-03,88.5
2014-03-04,87.65
2014-03-05,88.1
2014-03-06,90.15
2014-03-07,89.0
2014-03-10,88.6
2014-03-11,89.75
2014-03-12,91.95
2014-03-13,89.9
2014-03-14,90.5
2014-03-18,91.0
2014-03-19,95.0
2014-03-20,99.45
2014-03-21,99.85
2014-03-22,98.5
2014-03-24,100.95
2014-03-25,100.3
2014-03-26,101.05
2014-03-27,101.0
2014-03-28,101.0
2014-03-31,103.05
2014-04-01,101.8
2014-04-02,104.35
2014-04-03,105.15
2014-04-04,105.0
2014-04-07,103.65
2014-04-09,103.15
2014-04-10,102.65
2014-04-11,104.45
2014-04-15,103.3
2014-04-16,100.3
2014-04-17,103.3
2014-04-21,104.05
2014-04-22,104.65
2014-04-23,107.35
2014-04-25,107.2
2014-04-28,105.3
2014-04-29,104.95
2014-04-30,105.25
2014-05-02,103.5
2014-05-05,103.7
2014-05-06,104.3
2014-05-07,104.1
2014-05-08,104.45
2014-05-09,104.05
2014-05-12,104.05
2014-05-13,106.05
2014-05-14,107.0
2014-05-15,107.1
2014-05-16,106.35
2014-05-19,105.3
2014-05-20,107.35
2014-05-21,109.75
2014-05-22,115.5
2014-05-23,116.45
2014-05-26,117.35
2014-05-27,113.05
2014-05-28,114.2
2014-05-29,115.15
2014-05-30,120.05
2014-06-02,124.9
2014-06-03,122.8
2014-06-04,121.0
2014-06-05,119.15
2014-06-06,121.15
2014-06-09,126.35
2014-06-10,124.8
2014-06-11,122.45
2014-06-12,123.6
2014-06-13,120.65
2014-06-16,125.4
2014-06-17,123.15
2014-06-18,121.4
2014-06-19,123.0
2014-06-20,122.25
2014-06-23,125.45
2014-06-24,124.0
2014-06-25,129.75
2014-06-26,127.25
2014-06-27,130.3
2014-06-30,130.0
2014-07-01,129.9
2014-07-02,128.55
2014-07-03,130.9
2014-07-04,134.55
2014-07-07,133.15
2014-07-08,125.05
2014-07-09,121.75
2014-07-10,123.0
2014-07-11,120.1
2014-07-14,121.9
2014-07-15,122.05
2014-07-16,127.55
2014-07-17,125.15
2014-07-18,125.95
2014-07-21,126.4
2014-07-22,124.85
2014-07-23,121.6
2014-07-24,122.2
2014-07-25,119.7
2014-07-28,119.35
2014-07-30,118.9
2014-07-31,119.7
2014-08-01,116.6
2014-08-04,111.3
2014-08-05,113.25
2014-08-06,112.15
2014-08-07,112.7
2014-08-08,109.65
2014-08-11,110.1
2014-08-12,111.8
2014-08-13,111.0
2014-08-14,112.0
2014-08-18,117.7
2014-08-19,117.8
2014-08-20,117.45
2014-08-21,116.8
2014-08-22,117.9
2014-08-25,117.7
2014-08-26,117.45
2014-08-27,118.0
2014-08-28,118.5
2014-09-01,119.9
2014-09-02,123.85
2014-09-03,125.35
2014-09-04,124.85
2014-09-05,125.15
2014-09-08,123.65
2014-09-09,124.5
2014-09-10,124.35
2014-09-11,127.95
2014-09-12,128.25
2014-09-15,129.95
2014-09-16,128.15
2014-09-17,124.95
2014-09-18,122.35
2014-09-19,121.8
2014-09-22,122.2
2014-09-23,119.4
2014-09-24,121.0
2014-09-25,120.1
2014-09-26,119.85
2014-09-29,123.0
2014-09-30,124.7
2014-10-01,125.0
2014-10-07,125.35
2014-10-08,122.25
2014-10-09,124.15
2014-10-10,124.25
2014-10-13,125.35
2014-10-14,125.45
2014-10-16,124.1
2014-10-17,123.35
2014-10-20,124.15
2014-10-21,125.45
2014-10-22,125.9
2014-10-23,126.55
2014-10-27,129.1
2014-10-28,129.4
2014-10-29,128.25
2014-10-30,126.95
2014-10-31,129.9
2014-11-03,131.85
2014-11-05,134.1
2014-11-07,134.75
2014-11-10,134.15
2014-11-11,133.3
2014-11-12,135.3
2014-11-13,132.5
2014-11-14,134.15
2014-11-17,136.7
2014-11-18,136.0
2014-11-19,136.65
2014-11-20,134.4
2014-11-21,134.9
2014-11-24,136.3
2014-11-25,135.9
2014-11-26,133.65
2014-11-27,134.15
2014-11-28,132.15
2014-12-01,133.75
2014-12-02,132.9
2014-12-03,133.0
2014-12-04,132.95
2014-12-05,137.15
2014-12-08,141.95
2014-12-09,144.45
2014-12-10,145.4
2014-12-11,145.75
2014-12-12,145.4
2014-12-15,142.25
2014-12-16,140.3
2014-12-17,132.8
2014-12-18,134.05
2014-12-19,136.6
2014-12-22,135.35
2014-12-23,135.1
2014-12-24,134.8
2014-12-26,131.4
2014-12-29,132.55
2014-12-30,135.2
2014-12-31,136.55
