Date,SHOPERSTOP
2014-01-01,419.1
2014-01-02,404.55
2014-01-03,412.0
2014-01-06,400.0
2014-01-07,402.4
2014-01-08,417.1
2014-01-09,407.1
2014-01-10,401.7
2014-01-13,400.6
2014-01-14,396.45
2014-01-15,400.3
2014-01-16,391.55
2014-01-17,390.4
2014-01-20,390.45
2014-01-21,390.45
2014-01-22,390.75
2014-01-23,384.95
2014-01-24,381.05
2014-01-27,385.55
2014-01-28,380.05
2014-01-29,385.95
2014-01-30,381.75
2014-01-31,386.3
2014-02-03,374.9
2014-02-04,382.2
2014-02-05,380.3
2014-02-06,379.05
2014-02-07,370.5
2014-02-10,371.65
2014-02-11,374.85
2014-02-12,374.1
2014-02-13,367.2
2014-02-14,378.5
2014-02-17,374.2
2014-02-18,380.25
2014-02-19,384.55
2014-02-20,376.85
2014-02-21,381.9
2014-02-24,386.3
2014-02-25,387.9
2014-02-26,385.45
2014-02-28,383.7
2014-03-03,374.2
2014-03-04,375.25
2014-03-05,375.2
2014-03-06,375.0
2014-03-07,370.3
2014-03-10,391.6
2014-03-11,381.2
2014-03-12,377.85
2014-03-13,376.05
2014-03-14,375.1
2014-03-18,374.3
2014-03-19,375.15
2014-03-20,375.1
2014-03-21,378.1
2014-03-22,381.7
2014-03-24,381.1
2014-03-25,383.6
2014-03-26,384.55
2014-03-27,382.3
2014-03-28,382.8
2014-03-31,384.25
2014-04-01,376.15
2014-04-02,372.55
2014-04-03,366.65
2014-04-04,367.25
2014-04-07,366.5
2014-04-09,372.6
2014-04-10,365.75
2014-04-11,362.4
2014-04-15,364.35
2014-04-16,367.55
2014-04-17,366.45
2014-04-21,364.55
2014-04-22,361.6
2014-04-23,364.75
2014-04-25,360.75
2014-04-28,363.05
2014-04-29,359.35
2014-04-30,367.05
2014-05-02,367.35
2014-05-05,354.9
2014-05-06,360.6
2014-05-07,349.95
2014-05-08,346.25
2014-05-09,366.25
2014-05-12,358.6
2014-05-13,367.8
2014-05-14,359.9
2014-05-15,371.15
2014-05-16,381.4
2014-05-19,389.35
2014-05-20,396.75
2014-05-21,395.5
2014-05-22,394.95
2014-05-23,391.9
2014-05-26,400.05
2014-05-27,395.0
2014-05-28,386.85
2014-05-29,386.2
2014-05-30,396.5
2014-06-02,415.95
2014-06-03,402.1
2014-06-04,411.55
2014-06-05,417.6
2014-06-06,420.7
2014-06-09,429.85
2014-06-10,429.0
2014-06-11,427.75
2014-06-12,424.85
2014-06-13,422.45
2014-06-16,414.65
2014-06-17,411.4
2014-06-18,409.25
2014-06-19,407.8
2014-06-20,402.95
2014-06-23,399.45
2014-06-24,388.8
2014-06-25,384.85
2014-06-26,374.95
2014-06-27,391.95
2014-06-30,399.55
2014-07-01,393.3
2014-07-02,394.55
2014-07-03,393.25
2014-07-04,392.45
2014-07-07,397.55
2014-07-08,379.95
2014-07-09,377.6
2014-07-10,392.8
2014-07-11,387.6
2014-07-14,373.8
2014-07-15,388.95
2014-07-16,395.75
2014-07-17,388.4
2014-07-18,387.6
2014-07-21,394.65
2014-07-22,398.4
2014-07-23,397.35
2014-07-24,398.55
2014-07-25,390.0
2014-07-28,390.35
2014-07-30,390.95
2014-07-31,392.85
2014-08-01,391.4
2014-08-04,405.05
2014-08-05,440.1
2014-08-06,427.2
2014-08-07,419.0
2014-08-08,422.0
2014-08-11,425.5
2014-08-12,420.35
2014-08-13,409.75
2014-08-14,411.9
2014-08-18,416.5
2014-08-19,432.95
2014-08-20,430.9
2014-08-21,429.45
2014-08-22,430.1
2014-08-25,418.85
2014-08-26,435.2
2014-08-27,438.3
2014-08-28,453.1
2014-09-01,473.55
2014-09-02,476.45
2014-09-03,471.5
2014-09-04,465.8
2014-09-05,481.0
2014-09-08,511.6
2014-09-09,517.8
2014-09-10,510.8
2014-09-11,524.9
2014-09-12,547.25
2014-09-15,552.55
2014-09-16,516.95
2014-09-17,524.2
2014-09-18,533.75
2014-09-19,539.35
2014-09-22,538.7
2014-09-23,526.2
2014-09-24,512.95
2014-09-25,506.55
2014-09-26,511.65
2014-09-29,532.45
2014-09-30,553.2
2014-10-01,544.3
2014-10-07,522.25
2014-10-08,513.4
2014-10-09,520.7
2014-10-10,509.3
2014-10-13,513.6
2014-10-14,541.45
2014-10-16,533.7
2014-10-17,547.6
2014-10-20,576.8
2014-10-21,581.2
2014-10-22,570.05
2014-10-23,577.45
2014-10-27,568.65
2014-10-28,566.45
2014-10-29,560.5
2014-10-30,550.2
2014-10-31,537.65
2014-11-03,522.75
2014-11-05,493.0
2014-11-07,490.85
2014-11-10,481.55
2014-11-11,488.0
2014-11-12,485.2
2014-11-13,475.3
2014-11-14,501.9
2014-11-17,508.0
2014-11-18,492.55
2014-11-19,497.05
2014-11-20,489.8
2014-11-21,495.6
2014-11-24,489.6
2014-11-25,491.3
2014-11-26,484.95
2014-11-27,487.8
2014-11-28,481.15
2014-12-01,493.35
2014-12-02,501.4
2014-12-03,501.85
2014-12-04,511.05
2014-12-05,505.4
2014-12-08,503.55
2014-12-09,493.95
2014-12-10,493.0
2014-12-11,500.75
2014-12-12,491.35
2014-12-15,492.6
2014-12-16,488.8
2014-12-17,477.95
2014-12-18,480.65
2014-12-19,477.85
2014-12-22,478.8
2014-12-23,480.5
2014-12-24,483.45
2014-12-26,501.5
2014-12-29,504.15
2014-12-30,503.65
2014-12-31,496.2
