Date,SKMEGGPROD
2014-01-01,7.0
2014-01-02,6.75
2014-01-03,6.8
2014-01-06,6.8
2014-01-07,6.8
2014-01-08,6.9
2014-01-10,7.0
2014-01-13,6.95
2014-01-14,6.95
2014-01-15,6.9
2014-01-16,6.8
2014-01-17,6.5
2014-01-20,6.7
2014-01-21,6.4
2014-01-22,6.65
2014-01-23,6.6
2014-01-24,6.85
2014-01-27,6.6
2014-01-28,6.75
2014-01-29,6.5
2014-01-30,6.8
2014-01-31,6.5
2014-02-03,6.4
2014-02-04,6.4
2014-02-05,6.15
2014-02-06,6.45
2014-02-07,6.45
2014-02-10,6.75
2014-02-11,6.6
2014-02-12,6.7
2014-02-13,6.45
2014-02-14,6.4
2014-02-17,6.55
2014-02-18,6.35
2014-02-19,6.65
2014-02-20,6.35
2014-02-21,6.55
2014-02-24,6.7
2014-02-25,6.4
2014-02-26,6.1
2014-02-28,6.1
2014-03-03,6.4
2014-03-04,6.5
2014-03-05,6.25
2014-03-06,6.2
2014-03-07,6.15
2014-03-10,5.9
2014-03-11,5.8
2014-03-12,5.95
2014-03-13,6.0
2014-03-14,6.15
2014-03-18,6.2
2014-03-19,6.05
2014-03-20,6.35
2014-03-21,6.05
2014-03-24,6.65
2014-03-25,6.35
2014-03-26,6.45
2014-03-27,7.05
2014-03-28,6.9
2014-03-31,7.0
2014-04-01,7.4
2014-04-02,8.0
2014-04-03,8.7
2014-04-04,9.1
2014-04-07,9.55
2014-04-09,10.0
2014-04-10,10.5
2014-04-11,10.9
2014-04-15,10.8
2014-04-16,10.85
2014-04-17,11.35
2014-04-21,11.8
2014-04-22,11.7
2014-04-23,11.55
2014-04-25,11.2
2014-04-28,10.65
2014-04-29,10.15
2014-04-30,10.0
2014-05-02,9.95
2014-05-05,10.2
2014-05-06,10.6
2014-05-07,10.8
2014-05-08,11.4
2014-05-09,12.05
2014-05-12,11.8
2014-05-13,11.85
2014-05-14,11.95
2014-05-15,11.95
2014-05-16,12.9
2014-05-19,13.0
2014-05-20,13.15
2014-05-21,14.0
2014-05-22,13.55
2014-05-23,13.55
2014-05-26,12.6
2014-05-27,12.45
2014-05-28,12.35
2014-05-29,12.3
2014-05-30,12.1
2014-06-02,13.2
2014-06-03,13.65
2014-06-04,13.6
2014-06-05,12.95
2014-06-06,13.5
2014-06-09,12.8
2014-06-10,12.6
2014-06-11,12.55
2014-06-12,12.5
2014-06-13,12.85
2014-06-16,11.9
2014-06-17,12.0
2014-06-18,12.15
2014-06-19,12.0
2014-06-20,11.8
2014-06-23,12.0
2014-06-24,12.35
2014-06-25,12.75
2014-06-26,13.0
2014-06-27,12.9
2014-06-30,12.9
2014-07-01,12.75
2014-07-02,12.85
2014-07-03,12.7
2014-07-04,13.1
2014-07-07,12.35
2014-07-08,11.8
2014-07-09,11.75
2014-07-10,11.35
2014-07-11,10.75
2014-07-14,11.1
2014-07-15,11.85
2014-07-16,11.75
2014-07-17,12.1
2014-07-18,12.3
2014-07-21,12.95
2014-07-22,13.05
2014-07-23,12.95
2014-07-24,12.95
2014-07-25,12.95
2014-07-28,12.5
2014-07-30,13.2
2014-07-31,15.65
2014-08-01,18.3
2014-08-04,19.9
2014-08-05,20.9
2014-08-06,19.35
2014-08-07,19.95
2014-08-08,18.0
2014-08-11,18.45
2014-08-12,18.85
2014-08-13,17.3
2014-08-14,17.25
2014-08-18,18.95
2014-08-19,20.8
2014-08-20,22.85
2014-08-21,21.95
2014-08-22,23.0
2014-08-25,23.3
2014-08-26,23.35
2014-08-27,23.45
2014-08-28,22.45
2014-09-01,23.55
2014-09-02,24.7
2014-09-03,25.9
2014-09-04,26.25
2014-09-05,27.4
2014-09-08,28.55
2014-09-09,28.35
2014-09-10,27.0
2014-09-11,27.85
2014-09-12,29.2
2014-09-15,30.5
2014-09-16,29.0
2014-09-17,28.25
2014-09-18,28.4
2014-09-19,29.8
2014-09-22,30.3
2014-09-23,28.8
2014-09-24,27.75
2014-09-25,29.05
2014-09-26,29.3
2014-09-29,29.6
2014-09-30,31.05
2014-10-01,32.5
2014-10-07,33.9
2014-10-08,37.05
2014-10-09,39.1
2014-10-10,41.5
2014-10-13,45.65
2014-10-14,47.9
2014-10-16,50.15
2014-10-17,52.6
2014-10-20,55.2
2014-10-21,57.95
2014-10-22,60.8
2014-10-23,63.8
2014-10-27,66.95
2014-10-28,70.25
2014-10-29,73.75
2014-10-30,77.4
2014-10-31,81.15
2014-11-03,85.2
2014-11-05,89.45
2014-11-07,93.9
2014-11-10,98.55
2014-11-11,103.45
2014-11-12,108.6
2014-11-13,114.0
2014-11-14,119.7
2014-11-17,125.65
2014-11-18,119.4
2014-11-19,113.45
2014-11-20,107.8
2014-11-21,102.45
2014-11-24,97.35
2014-11-25,102.2
2014-11-26,107.3
2014-11-27,112.65
2014-11-28,111.25
2014-12-01,105.7
2014-12-02,102.55
2014-12-03,105.2
2014-12-04,110.45
2014-12-05,113.65
2014-12-08,107.2
2014-12-09,105.4
2014-12-10,105.05
2014-12-11,105.6
2014-12-12,110.55
2014-12-15,104.25
2014-12-16,99.05
2014-12-17,101.85
2014-12-18,104.75
2014-12-19,105.85
2014-12-22,105.65
2014-12-23,102.35
2014-12-24,101.2
2014-12-26,103.5
2014-12-29,103.0
2014-12-30,102.65
2014-12-31,101.95
