Date,HTMEDIA
2014-01-01,80.85
2014-01-02,79.7
2014-01-03,78.75
2014-01-06,81.1
2014-01-07,81.05
2014-01-08,80.75
2014-01-09,81.1
2014-01-10,81.85
2014-01-13,80.8
2014-01-14,80.6
2014-01-15,79.7
2014-01-16,78.65
2014-01-17,77.85
2014-01-20,77.0
2014-01-21,76.95
2014-01-22,76.65
2014-01-23,76.1
2014-01-24,75.95
2014-01-27,75.0
2014-01-28,75.0
2014-01-29,75.0
2014-01-30,73.6
2014-01-31,74.25
2014-02-03,73.25
2014-02-04,73.3
2014-02-05,73.3
2014-02-06,72.9
2014-02-07,72.8
2014-02-10,72.6
2014-02-11,73.4
2014-02-12,72.6
2014-02-13,71.95
2014-02-14,71.6
2014-02-17,70.95
2014-02-18,71.0
2014-02-19,70.7
2014-02-20,70.4
2014-02-21,70.95
2014-02-24,71.85
2014-02-25,72.4
2014-02-26,71.8
2014-02-28,77.3
2014-03-03,75.75
2014-03-04,79.85
2014-03-05,79.25
2014-03-06,80.9
2014-03-07,82.15
2014-03-10,85.85
2014-03-11,86.45
2014-03-12,85.45
2014-03-13,86.45
2014-03-14,85.65
2014-03-18,85.85
2014-03-19,87.95
2014-03-20,86.6
2014-03-21,85.3
2014-03-22,86.3
2014-03-24,87.15
2014-03-25,89.55
2014-03-26,90.55
2014-03-27,91.8
2014-03-28,94.0
2014-03-31,93.3
2014-04-01,90.1
2014-04-02,91.1
2014-04-03,86.8
2014-04-04,86.8
2014-04-07,86.6
2014-04-09,85.65
2014-04-10,86.7
2014-04-11,88.85
2014-04-15,89.5
2014-04-16,88.5
2014-04-17,89.6
2014-04-21,88.95
2014-04-22,87.55
2014-04-23,86.15
2014-04-25,93.45
2014-04-28,92.75
2014-04-29,90.65
2014-04-30,91.55
2014-05-02,90.9
2014-05-05,90.75
2014-05-06,91.7
2014-05-07,92.5
2014-05-08,91.95
2014-05-09,92.15
2014-05-12,92.45
2014-05-13,96.45
2014-05-14,96.15
2014-05-15,98.75
2014-05-16,95.85
2014-05-19,104.35
2014-05-20,108.9
2014-05-21,105.95
2014-05-22,111.8
2014-05-23,112.0
2014-05-26,116.05
2014-05-27,113.35
2014-05-28,111.7
2014-05-29,114.25
2014-05-30,114.0
2014-06-02,114.75
2014-06-03,114.4
2014-06-04,116.5
2014-06-05,114.2
2014-06-06,114.9
2014-06-09,120.9
2014-06-10,122.75
2014-06-11,117.95
2014-06-12,117.05
2014-06-13,114.05
2014-06-16,116.5
2014-06-17,116.55
2014-06-18,113.3
2014-06-19,110.5
2014-06-20,108.55
2014-06-23,107.7
2014-06-24,108.9
2014-06-25,116.65
2014-06-26,115.8
2014-06-27,116.75
2014-06-30,124.65
2014-07-01,125.4
2014-07-02,121.45
2014-07-03,121.8
2014-07-04,124.35
2014-07-07,129.05
2014-07-08,120.4
2014-07-09,115.2
2014-07-10,119.35
2014-07-11,116.85
2014-07-14,119.25
2014-07-15,116.45
2014-07-16,116.15
2014-07-17,118.55
2014-07-18,117.8
2014-07-21,117.3
2014-07-22,117.6
2014-07-23,117.0
2014-07-24,120.1
2014-07-25,114.05
2014-07-28,107.7
2014-07-30,105.95
2014-07-31,106.0
2014-08-01,103.2
2014-08-04,103.35
2014-08-05,104.85
2014-08-06,108.0
2014-08-07,105.15
2014-08-08,104.85
2014-08-11,105.4
2014-08-12,106.0
2014-08-13,105.95
2014-08-14,106.0
2014-08-18,105.9
2014-08-19,106.0
2014-08-20,106.95
2014-08-21,103.25
2014-08-22,105.95
2014-08-25,106.6
2014-08-26,103.65
2014-08-27,106.85
2014-08-28,104.15
2014-09-01,104.25
2014-09-02,107.2
2014-09-03,104.45
2014-09-04,104.7
2014-09-05,107.85
2014-09-08,113.6
2014-09-09,109.15
2014-09-10,110.9
2014-09-11,114.95
2014-09-12,113.9
2014-09-15,118.45
2014-09-16,113.15
2014-09-17,111.75
2014-09-18,111.95
2014-09-19,118.85
2014-09-22,116.45
2014-09-23,112.3
2014-09-24,111.65
2014-09-25,108.4
2014-09-26,110.4
2014-09-29,112.25
2014-09-30,111.0
2014-10-01,111.45
2014-10-07,108.1
2014-10-08,107.45
2014-10-09,112.55
2014-10-10,110.7
2014-10-13,108.0
2014-10-14,109.75
2014-10-16,108.55
2014-10-17,113.05
2014-10-20,110.65
2014-10-21,109.3
2014-10-22,112.25
2014-10-23,113.1
2014-10-27,111.2
2014-10-28,109.05
2014-10-29,113.2
2014-10-30,114.3
2014-10-31,115.95
2014-11-03,115.55
2014-11-05,114.0
2014-11-07,112.45
2014-11-10,109.3
2014-11-11,109.55
2014-11-12,108.45
2014-11-13,107.25
2014-11-14,105.95
2014-11-17,109.4
2014-11-18,110.85
2014-11-19,108.6
2014-11-20,108.85
2014-11-21,107.8
2014-11-24,113.8
2014-11-25,113.9
2014-11-26,110.55
2014-11-27,112.8
2014-11-28,111.2
2014-12-01,110.95
2014-12-02,113.1
2014-12-03,112.5
2014-12-04,114.6
2014-12-05,117.1
2014-12-08,120.65
2014-12-09,124.05
2014-12-10,124.85
2014-12-11,121.4
2014-12-12,119.95
2014-12-15,119.45
2014-12-16,120.65
2014-12-17,120.65
2014-12-18,121.5
2014-12-19,122.55
2014-12-22,123.6
2014-12-23,126.0
2014-12-24,125.65
2014-12-26,124.35
2014-12-29,123.55
2014-12-30,130.6
2014-12-31,129.75
