Date,IBREALEST
2014-01-01,72.95
2014-01-02,68.4
2014-01-03,68.15
2014-01-06,67.4
2014-01-07,66.55
2014-01-08,66.8
2014-01-09,64.4
2014-01-10,63.15
2014-01-13,63.65
2014-01-14,64.25
2014-01-15,65.9
2014-01-16,65.55
2014-01-17,63.65
2014-01-20,65.3
2014-01-21,64.95
2014-01-22,65.6
2014-01-23,65.05
2014-01-24,62.4
2014-01-27,56.85
2014-01-28,57.1
2014-01-29,56.4
2014-01-30,53.45
2014-01-31,53.8
2014-02-03,52.1
2014-02-04,51.85
2014-02-05,52.1
2014-02-06,50.35
2014-02-07,50.7
2014-02-10,51.15
2014-02-11,50.35
2014-02-12,48.6
2014-02-13,46.95
2014-02-14,47.25
2014-02-17,46.5
2014-02-18,47.85
2014-02-19,46.9
2014-02-20,46.65
2014-02-21,46.65
2014-02-24,46.85
2014-02-25,46.2
2014-02-26,46.55
2014-02-28,47.3
2014-03-03,47.35
2014-03-04,48.15
2014-03-05,49.3
2014-03-06,52.0
2014-03-07,54.35
2014-03-10,54.8
2014-03-11,55.0
2014-03-12,54.5
2014-03-13,52.3
2014-03-14,52.85
2014-03-18,53.65
2014-03-19,53.2
2014-03-20,51.05
2014-03-21,50.95
2014-03-22,50.7
2014-03-24,50.1
2014-03-25,49.75
2014-03-26,47.65
2014-03-27,48.65
2014-03-28,52.25
2014-03-31,54.5
2014-04-01,56.45
2014-04-02,57.9
2014-04-03,56.85
2014-04-04,60.05
2014-04-07,59.2
2014-04-09,60.55
2014-04-10,62.3
2014-04-11,62.65
2014-04-15,64.15
2014-04-16,60.0
2014-04-17,62.55
2014-04-21,63.1
2014-04-22,61.55
2014-04-23,62.8
2014-04-25,66.6
2014-04-28,67.2
2014-04-29,65.35
2014-04-30,62.2
2014-05-02,63.7
2014-05-05,63.65
2014-05-06,63.25
2014-05-07,62.3
2014-05-08,60.6
2014-05-09,63.8
2014-05-12,63.5
2014-05-13,63.7
2014-05-14,68.8
2014-05-15,65.75
2014-05-16,78.25
2014-05-19,82.95
2014-05-20,82.9
2014-05-21,89.65
2014-05-22,97.25
2014-05-23,94.55
2014-05-26,88.2
2014-05-27,90.4
2014-05-28,87.95
2014-05-29,85.55
2014-05-30,86.1
2014-06-02,91.05
2014-06-03,97.35
2014-06-04,106.2
2014-06-05,106.4
2014-06-06,106.55
2014-06-09,107.6
2014-06-10,102.3
2014-06-11,98.0
2014-06-12,98.2
2014-06-13,94.95
2014-06-16,96.15
2014-06-17,96.0
2014-06-18,92.1
2014-06-19,92.15
2014-06-20,92.75
2014-06-23,91.95
2014-06-24,94.45
2014-06-25,95.75
2014-06-26,92.95
2014-06-27,97.15
2014-06-30,99.9
2014-07-01,98.05
2014-07-02,98.75
2014-07-03,95.2
2014-07-04,95.25
2014-07-07,93.1
2014-07-08,85.15
2014-07-09,83.45
2014-07-10,87.65
2014-07-11,79.1
2014-07-14,80.7
2014-07-15,82.2
2014-07-16,85.15
2014-07-17,84.55
2014-07-18,82.95
2014-07-21,83.1
2014-07-22,82.75
2014-07-23,81.2
2014-07-24,81.05
2014-07-25,77.2
2014-07-28,75.3
2014-07-30,79.35
2014-07-31,78.65
2014-08-01,77.05
2014-08-04,77.8
2014-08-05,80.75
2014-08-06,76.2
2014-08-07,75.3
2014-08-08,71.2
2014-08-11,71.85
2014-08-12,72.6
2014-08-13,66.4
2014-08-14,70.1
2014-08-18,72.45
2014-08-19,75.55
2014-08-20,73.95
2014-08-21,71.55
2014-08-22,70.7
2014-08-25,69.3
2014-08-26,68.7
2014-08-27,69.45
2014-08-28,68.8
2014-09-01,72.5
2014-09-02,72.0
2014-09-03,71.25
2014-09-04,68.65
2014-09-05,68.5
2014-09-08,69.75
2014-09-09,68.4
2014-09-10,68.0
2014-09-11,68.25
2014-09-12,66.55
2014-09-15,66.8
2014-09-16,64.75
2014-09-17,64.55
2014-09-18,67.6
2014-09-19,70.8
2014-09-22,71.45
2014-09-23,69.25
2014-09-24,66.85
2014-09-25,65.75
2014-09-26,72.8
2014-09-29,71.35
2014-09-30,67.5
2014-10-01,67.35
2014-10-07,65.75
2014-10-08,66.4
2014-10-09,69.0
2014-10-10,66.55
2014-10-13,66.35
2014-10-14,66.45
2014-10-16,65.95
2014-10-17,67.7
2014-10-20,64.55
2014-10-21,66.4
2014-10-22,65.2
2014-10-23,66.1
2014-10-27,63.95
2014-10-28,64.15
2014-10-29,66.35
2014-10-30,69.05
2014-10-31,71.15
2014-11-03,74.55
2014-11-05,72.2
2014-11-07,75.05
2014-11-10,77.1
2014-11-11,78.5
2014-11-12,79.75
2014-11-13,77.6
2014-11-14,80.7
2014-11-17,84.4
2014-11-18,84.55
2014-11-19,81.7
2014-11-20,79.65
2014-11-21,79.4
2014-11-24,80.9
2014-11-25,75.45
2014-11-26,76.7
2014-11-27,78.25
2014-11-28,81.9
2014-12-01,77.6
2014-12-02,79.65
2014-12-03,78.4
2014-12-04,77.25
2014-12-05,76.9
2014-12-08,74.1
2014-12-09,71.25
2014-12-10,72.45
2014-12-11,70.0
2014-12-12,67.3
2014-12-15,68.1
2014-12-16,65.45
2014-12-17,67.6
2014-12-18,69.9
2014-12-19,68.4
2014-12-22,68.2
2014-12-23,66.25
2014-12-24,67.9
2014-12-26,68.8
2014-12-29,68.6
2014-12-30,68.55
2014-12-31,68.9
