Date,TATAMETALI
2014-01-01,56.0
2014-01-02,55.15
2014-01-03,53.95
2014-01-06,53.75
2014-01-07,52.5
2014-01-08,51.4
2014-01-09,51.3
2014-01-10,50.55
2014-01-13,50.75
2014-01-14,49.8
2014-01-15,49.8
2014-01-16,50.1
2014-01-17,49.85
2014-01-20,49.15
2014-01-21,50.05
2014-01-22,51.35
2014-01-23,51.3
2014-01-24,49.65
2014-01-27,46.55
2014-01-28,48.0
2014-01-29,46.95
2014-01-30,45.8
2014-01-31,46.15
2014-02-03,45.55
2014-02-04,44.95
2014-02-05,47.55
2014-02-06,47.5
2014-02-07,50.75
2014-02-10,51.55
2014-02-11,51.65
2014-02-12,49.95
2014-02-13,49.1
2014-02-14,48.95
2014-02-17,49.2
2014-02-18,51.35
2014-02-19,49.55
2014-02-20,48.8
2014-02-21,49.7
2014-02-24,49.45
2014-02-25,48.5
2014-02-26,47.05
2014-02-28,45.55
2014-03-03,46.15
2014-03-04,47.8
2014-03-05,48.0
2014-03-06,48.7
2014-03-07,49.25
2014-03-10,48.75
2014-03-11,46.6
2014-03-12,46.5
2014-03-13,45.85
2014-03-14,45.9
2014-03-18,45.75
2014-03-19,47.7
2014-03-20,47.0
2014-03-21,48.25
2014-03-22,48.5
2014-03-24,48.1
2014-03-25,48.85
2014-03-26,49.65
2014-03-27,50.0
2014-03-28,50.6
2014-03-31,52.05
2014-04-01,53.4
2014-04-02,53.5
2014-04-03,52.7
2014-04-04,53.55
2014-04-07,53.55
2014-04-09,55.2
2014-04-10,55.15
2014-04-11,55.9
2014-04-15,55.85
2014-04-16,55.55
2014-04-17,63.7
2014-04-21,60.55
2014-04-22,61.15
2014-04-23,60.9
2014-04-25,61.95
2014-04-28,60.4
2014-04-29,58.1
2014-04-30,58.95
2014-05-02,57.3
2014-05-05,56.75
2014-05-06,56.75
2014-05-07,57.35
2014-05-08,56.2
2014-05-09,57.55
2014-05-12,57.45
2014-05-13,59.0
2014-05-14,62.45
2014-05-15,62.45
2014-05-16,60.0
2014-05-19,61.25
2014-05-20,63.7
2014-05-21,63.05
2014-05-22,67.0
2014-05-23,67.95
2014-05-26,65.35
2014-05-27,65.45
2014-05-28,66.0
2014-05-29,65.4
2014-05-30,66.15
2014-06-02,68.95
2014-06-03,72.5
2014-06-04,77.45
2014-06-05,77.5
2014-06-06,78.5
2014-06-09,79.8
2014-06-10,78.45
2014-06-11,77.05
2014-06-12,77.85
2014-06-13,73.95
2014-06-16,73.2
2014-06-17,74.9
2014-06-18,74.4
2014-06-19,74.4
2014-06-20,74.6
2014-06-23,74.1
2014-06-24,75.05
2014-06-25,74.6
2014-06-26,73.55
2014-06-27,73.2
2014-06-30,75.75
2014-07-01,77.35
2014-07-02,76.7
2014-07-03,75.0
2014-07-04,75.15
2014-07-07,75.35
2014-07-08,71.55
2014-07-09,71.75
2014-07-10,72.65
2014-07-11,68.95
2014-07-14,71.7
2014-07-15,73.5
2014-07-16,75.7
2014-07-17,90.3
2014-07-18,102.8
2014-07-21,113.05
2014-07-22,121.7
2014-07-23,119.85
2014-07-24,131.8
2014-07-25,138.35
2014-07-28,131.75
2014-07-30,125.2
2014-07-31,118.95
2014-08-01,113.05
2014-08-04,107.4
2014-08-05,112.75
2014-08-06,118.35
2014-08-07,113.4
2014-08-08,107.8
2014-08-11,105.45
2014-08-12,105.35
2014-08-13,101.45
2014-08-14,106.5
2014-08-18,108.05
2014-08-19,105.3
2014-08-20,105.55
2014-08-21,110.8
2014-08-22,109.4
2014-08-25,105.5
2014-08-26,104.0
2014-08-27,103.6
2014-08-28,102.7
2014-09-01,105.15
2014-09-02,105.0
2014-09-03,104.8
2014-09-04,102.55
2014-09-05,112.8
2014-09-08,116.65
2014-09-09,114.2
2014-09-10,115.3
2014-09-11,114.7
2014-09-12,114.05
2014-09-15,112.7
2014-09-16,104.0
2014-09-17,107.3
2014-09-18,110.3
2014-09-19,119.4
2014-09-22,118.15
2014-09-23,111.75
2014-09-24,108.7
2014-09-25,104.15
2014-09-26,107.2
2014-09-29,111.3
2014-09-30,112.4
2014-10-01,111.2
2014-10-07,108.95
2014-10-08,113.6
2014-10-09,114.85
2014-10-10,119.6
2014-10-13,134.35
2014-10-14,137.25
2014-10-16,128.45
2014-10-17,128.7
2014-10-20,131.7
2014-10-21,130.9
2014-10-22,153.15
2014-10-23,170.7
2014-10-27,166.95
2014-10-28,161.2
2014-10-29,163.8
2014-10-30,161.65
2014-10-31,161.1
2014-11-03,157.6
2014-11-05,157.35
2014-11-07,152.95
2014-11-10,149.75
2014-11-11,161.95
2014-11-12,157.6
2014-11-13,156.4
2014-11-14,156.85
2014-11-17,156.45
2014-11-18,155.65
2014-11-19,155.05
2014-11-20,154.05
2014-11-21,153.45
2014-11-24,154.6
2014-11-25,148.15
2014-11-26,148.05
2014-11-27,150.7
2014-11-28,147.8
2014-12-01,141.65
2014-12-02,139.1
2014-12-03,142.5
2014-12-04,141.8
2014-12-05,141.8
2014-12-08,138.7
2014-12-09,133.65
2014-12-10,132.7
2014-12-11,129.75
2014-12-12,142.75
2014-12-15,138.7
2014-12-16,131.6
2014-12-17,131.9
2014-12-18,137.95
2014-12-19,136.7
2014-12-22,137.9
2014-12-23,135.8
2014-12-24,140.0
2014-12-26,145.2
2014-12-29,144.8
2014-12-30,143.5
2014-12-31,145.4
