Date,TDPOWERSYS
2014-01-01,237.85
2014-01-02,227.05
2014-01-03,232.05
2014-01-06,244.15
2014-01-07,231.4
2014-01-08,234.3
2014-01-09,230.0
2014-01-10,233.0
2014-01-13,229.2
2014-01-14,229.75
2014-01-15,239.65
2014-01-16,236.0
2014-01-17,242.45
2014-01-20,244.85
2014-01-21,243.7
2014-01-22,247.4
2014-01-23,242.95
2014-01-24,244.05
2014-01-27,240.2
2014-01-28,247.3
2014-01-29,243.1
2014-01-30,240.0
2014-01-31,238.6
2014-02-03,238.55
2014-02-04,240.0
2014-02-05,238.15
2014-02-06,245.25
2014-02-07,241.9
2014-02-10,245.2
2014-02-11,236.35
2014-02-12,237.0
2014-02-13,234.8
2014-02-14,236.05
2014-02-17,246.05
2014-02-18,242.0
2014-02-19,244.65
2014-02-20,242.0
2014-02-21,238.8
2014-02-24,240.5
2014-02-25,240.9
2014-02-26,240.05
2014-02-28,239.6
2014-03-03,239.4
2014-03-04,245.0
2014-03-05,249.4
2014-03-06,249.25
2014-03-07,259.3
2014-03-10,259.95
2014-03-11,255.0
2014-03-12,257.4
2014-03-13,255.0
2014-03-14,250.0
2014-03-18,245.6
2014-03-19,253.8
2014-03-20,250.35
2014-03-21,247.15
2014-03-24,254.2
2014-03-25,242.25
2014-03-26,246.35
2014-03-27,261.0
2014-03-28,261.0
2014-03-31,267.85
2014-04-01,308.15
2014-04-02,300.1
2014-04-03,296.35
2014-04-04,301.85
2014-04-07,290.05
2014-04-09,294.65
2014-04-10,284.5
2014-04-11,282.35
2014-04-15,282.7
2014-04-16,282.1
2014-04-17,287.75
2014-04-21,285.95
2014-04-22,281.55
2014-04-23,280.05
2014-04-25,281.85
2014-04-28,271.95
2014-04-29,276.4
2014-04-30,269.65
2014-05-02,276.1
2014-05-05,281.25
2014-05-06,280.95
2014-05-07,279.75
2014-05-08,264.05
2014-05-09,277.3
2014-05-12,282.6
2014-05-13,286.75
2014-05-14,286.25
2014-05-15,280.05
2014-05-16,280.7
2014-05-19,300.75
2014-05-20,300.0
2014-05-21,304.0
2014-05-22,318.55
2014-05-23,311.95
2014-05-26,302.0
2014-05-27,303.0
2014-05-29,304.0
2014-05-30,310.0
2014-06-02,310.05
2014-06-03,305.95
2014-06-04,314.4
2014-06-05,314.25
2014-06-06,338.25
2014-06-09,359.9
2014-06-10,350.0
2014-06-11,340.25
2014-06-12,347.75
2014-06-13,348.6
2014-06-16,325.65
2014-06-17,332.35
2014-06-18,324.9
2014-06-19,318.95
2014-06-20,318.6
2014-06-23,317.05
2014-06-24,320.3
2014-06-25,315.3
2014-06-26,313.45
2014-06-27,316.7
2014-06-30,319.85
2014-07-01,320.1
2014-07-02,324.3
2014-07-03,325.0
2014-07-04,326.4
2014-07-07,322.35
2014-07-08,311.5
2014-07-09,313.75
2014-07-10,309.0
2014-07-11,306.45
2014-07-14,300.65
2014-07-15,311.65
2014-07-16,330.95
2014-07-17,323.85
2014-07-18,322.35
2014-07-21,327.4
2014-07-22,326.3
2014-07-23,329.65
2014-07-24,336.35
2014-07-25,341.95
2014-07-28,322.35
2014-07-30,335.05
2014-07-31,327.55
2014-08-01,330.0
2014-08-04,329.4
2014-08-05,325.1
2014-08-06,325.05
2014-08-07,325.5
2014-08-08,325.45
2014-08-11,320.8
2014-08-12,322.15
2014-08-13,311.9
2014-08-14,309.7
2014-08-18,310.35
2014-08-19,312.15
2014-08-20,330.65
2014-08-21,331.35
2014-08-22,335.9
2014-08-25,334.85
2014-08-26,337.0
2014-08-27,329.8
2014-08-28,329.0
2014-09-01,327.0
2014-09-02,330.7
2014-09-03,328.0
2014-09-04,329.3
2014-09-05,328.75
2014-09-08,333.0
2014-09-09,325.95
2014-09-10,332.75
2014-09-11,320.75
2014-09-12,315.25
2014-09-15,320.25
2014-09-16,321.1
2014-09-17,329.4
2014-09-18,326.2
2014-09-19,323.8
2014-09-22,332.45
2014-09-23,337.5
2014-09-24,325.55
2014-09-25,326.85
2014-09-26,323.4
2014-09-29,343.9
2014-09-30,334.95
2014-10-01,326.05
2014-10-07,316.3
2014-10-08,323.8
2014-10-09,334.7
2014-10-10,371.15
2014-10-13,372.95
2014-10-14,368.25
2014-10-16,341.35
2014-10-17,340.05
2014-10-20,340.8
2014-10-21,336.6
2014-10-22,344.95
2014-10-23,349.8
2014-10-27,347.95
2014-10-28,349.65
2014-10-29,343.25
2014-10-30,343.6
2014-10-31,347.85
2014-11-03,357.2
2014-11-05,373.7
2014-11-07,388.65
2014-11-10,385.6
2014-11-11,391.2
2014-11-12,390.2
2014-11-13,405.85
2014-11-14,439.5
2014-11-17,450.7
2014-11-18,446.75
2014-11-19,438.1
2014-11-20,424.7
2014-11-21,425.05
2014-11-24,419.95
2014-11-25,409.3
2014-11-26,418.25
2014-11-27,431.2
2014-11-28,431.45
2014-12-01,428.45
2014-12-02,429.45
2014-12-03,437.2
2014-12-04,437.2
2014-12-05,420.3
2014-12-08,413.35
2014-12-09,415.4
2014-12-10,423.05
2014-12-11,420.3
2014-12-12,415.3
2014-12-15,419.4
2014-12-16,401.55
2014-12-17,382.6
2014-12-18,396.6
2014-12-19,406.2
2014-12-22,451.5
2014-12-23,450.5
2014-12-24,448.35
2014-12-26,453.75
2014-12-29,468.75
2014-12-30,457.6
2014-12-31,450.75
