Date,TITAN
2014-01-01,230.8
2014-01-02,226.35
2014-01-03,227.4
2014-01-06,227.8
2014-01-07,226.05
2014-01-08,222.75
2014-01-09,223.85
2014-01-10,220.25
2014-01-13,221.1
2014-01-14,221.0
2014-01-15,218.05
2014-01-16,218.2
2014-01-17,217.05
2014-01-20,216.5
2014-01-21,217.8
2014-01-22,217.35
2014-01-23,225.35
2014-01-24,218.7
2014-01-27,215.85
2014-01-28,217.0
2014-01-29,214.65
2014-01-30,222.8
2014-01-31,221.55
2014-02-03,219.95
2014-02-04,221.75
2014-02-05,220.9
2014-02-06,225.55
2014-02-07,225.7
2014-02-10,230.95
2014-02-11,232.3
2014-02-12,230.3
2014-02-13,229.35
2014-02-14,231.55
2014-02-17,228.95
2014-02-18,228.65
2014-02-19,232.6
2014-02-20,234.15
2014-02-21,234.05
2014-02-24,235.7
2014-02-25,243.2
2014-02-26,245.6
2014-02-28,242.5
2014-03-03,249.25
2014-03-04,254.8
2014-03-05,245.65
2014-03-06,246.8
2014-03-07,255.0
2014-03-10,250.55
2014-03-11,248.75
2014-03-12,252.25
2014-03-13,251.65
2014-03-14,253.15
2014-03-18,255.35
2014-03-19,254.85
2014-03-20,253.4
2014-03-21,255.0
2014-03-22,254.95
2014-03-24,252.9
2014-03-25,255.4
2014-03-26,248.75
2014-03-27,253.8
2014-03-28,253.15
2014-03-31,262.7
2014-04-01,265.15
2014-04-02,265.35
2014-04-03,268.0
2014-04-04,269.8
2014-04-07,262.75
2014-04-09,264.25
2014-04-10,262.95
2014-04-11,262.75
2014-04-15,257.4
2014-04-16,255.65
2014-04-17,257.2
2014-04-21,259.45
2014-04-22,261.25
2014-04-23,255.0
2014-04-25,258.2
2014-04-28,258.3
2014-04-29,260.0
2014-04-30,254.85
2014-05-02,258.05
2014-05-05,262.1
2014-05-06,271.2
2014-05-07,272.45
2014-05-08,277.45
2014-05-09,277.5
2014-05-12,285.05
2014-05-13,296.1
2014-05-14,304.7
2014-05-15,317.4
2014-05-16,307.0
2014-05-19,307.3
2014-05-20,314.1
2014-05-21,310.45
2014-05-22,331.4
2014-05-23,325.35
2014-05-26,321.25
2014-05-27,319.0
2014-05-28,315.1
2014-05-29,313.85
2014-05-30,310.0
2014-06-02,315.15
2014-06-03,320.25
2014-06-04,320.2
2014-06-05,323.35
2014-06-06,327.25
2014-06-09,326.6
2014-06-10,341.4
2014-06-11,328.9
2014-06-12,328.65
2014-06-13,319.9
2014-06-16,322.6
2014-06-17,322.45
2014-06-18,314.35
2014-06-19,320.45
2014-06-20,333.85
2014-06-23,326.05
2014-06-24,337.75
2014-06-25,342.7
2014-06-26,346.8
2014-06-27,353.15
2014-06-30,353.05
2014-07-01,355.8
2014-07-02,359.5
2014-07-03,360.8
2014-07-04,357.2
2014-07-07,357.4
2014-07-08,341.5
2014-07-09,347.95
2014-07-10,327.2
2014-07-11,330.4
2014-07-14,322.0
2014-07-15,327.75
2014-07-16,327.9
2014-07-17,334.5
2014-07-18,329.95
2014-07-21,330.95
2014-07-22,337.75
2014-07-23,340.65
2014-07-24,336.1
2014-07-25,332.15
2014-07-28,334.5
2014-07-30,342.65
2014-07-31,341.05
2014-08-01,326.65
2014-08-04,342.2
2014-08-05,344.35
2014-08-06,344.25
2014-08-07,347.3
2014-08-08,341.95
2014-08-11,341.75
2014-08-12,349.1
2014-08-13,343.55
2014-08-14,350.95
2014-08-18,350.35
2014-08-19,348.4
2014-08-20,346.4
2014-08-21,366.95
2014-08-22,363.25
2014-08-25,361.7
2014-08-26,361.65
2014-08-27,363.6
2014-08-28,363.4
2014-09-01,371.9
2014-09-02,385.35
2014-09-03,383.45
2014-09-04,387.9
2014-09-05,387.65
2014-09-08,385.8
2014-09-09,397.05
2014-09-10,385.1
2014-09-11,381.95
2014-09-12,388.0
2014-09-15,381.95
2014-09-16,376.35
2014-09-17,370.25
2014-09-18,387.6
2014-09-19,388.55
2014-09-22,396.95
2014-09-23,390.85
2014-09-24,393.15
2014-09-25,389.0
2014-09-26,389.2
2014-09-29,397.95
2014-09-30,407.95
2014-10-01,404.85
2014-10-07,397.25
2014-10-08,402.45
2014-10-09,401.15
2014-10-10,397.9
2014-10-13,394.6
2014-10-14,388.35
2014-10-16,369.05
2014-10-17,380.5
2014-10-20,382.8
2014-10-21,389.95
2014-10-22,394.9
2014-10-23,395.65
2014-10-27,400.8
2014-10-28,405.75
2014-10-29,411.7
2014-10-30,419.4
2014-10-31,393.5
2014-11-03,382.65
2014-11-05,375.2
2014-11-07,378.85
2014-11-10,378.95
2014-11-11,372.95
2014-11-12,378.45
2014-11-13,376.5
2014-11-14,374.65
2014-11-17,377.6
2014-11-18,373.45
2014-11-19,366.4
2014-11-20,361.8
2014-11-21,367.35
2014-11-24,371.7
2014-11-25,370.3
2014-11-26,370.7
2014-11-27,364.3
2014-11-28,370.85
2014-12-01,390.2
2014-12-02,388.3
2014-12-03,386.45
2014-12-04,385.6
2014-12-05,387.0
2014-12-08,381.15
2014-12-09,370.95
2014-12-10,385.6
2014-12-11,385.35
2014-12-12,373.9
2014-12-15,366.55
2014-12-16,360.0
2014-12-17,355.0
2014-12-18,377.25
2014-12-19,376.6
2014-12-22,381.95
2014-12-23,374.85
2014-12-24,368.75
2014-12-26,367.25
2014-12-29,373.95
2014-12-30,377.1
2014-12-31,381.65
