Date,TECHNOFAB
2014-01-01,76.95
2014-01-02,73.25
2014-01-03,73.0
2014-01-06,73.1
2014-01-07,75.0
2014-01-08,82.5
2014-01-09,89.35
2014-01-10,92.0
2014-01-13,90.95
2014-01-14,87.0
2014-01-15,85.1
2014-01-16,87.8
2014-01-17,83.85
2014-01-20,79.7
2014-01-21,76.05
2014-01-22,76.15
2014-01-23,79.85
2014-01-24,77.0
2014-01-27,77.0
2014-01-28,76.1
2014-01-29,76.0
2014-01-30,74.45
2014-01-31,72.0
2014-02-03,70.8
2014-02-04,72.0
2014-02-05,73.0
2014-02-06,74.0
2014-02-07,75.9
2014-02-10,74.05
2014-02-11,77.75
2014-02-12,75.2
2014-02-13,75.1
2014-02-14,71.35
2014-02-17,67.8
2014-02-18,64.55
2014-02-19,62.25
2014-02-20,61.75
2014-02-21,60.3
2014-02-24,61.9
2014-02-25,63.85
2014-02-26,64.95
2014-02-28,63.5
2014-03-03,64.8
2014-03-04,66.5
2014-03-05,64.25
2014-03-06,65.0
2014-03-07,66.5
2014-03-10,69.65
2014-03-11,68.75
2014-03-12,68.0
2014-03-13,69.5
2014-03-14,71.05
2014-03-18,73.85
2014-03-19,70.0
2014-03-20,70.0
2014-03-21,71.0
2014-03-22,71.05
2014-03-24,70.85
2014-03-25,74.45
2014-03-26,75.0
2014-03-27,74.55
2014-03-28,75.55
2014-03-31,77.15
2014-04-01,77.35
2014-04-02,80.0
2014-04-03,77.1
2014-04-04,78.15
2014-04-07,79.4
2014-04-09,80.0
2014-04-10,82.9
2014-04-11,79.0
2014-04-15,80.0
2014-04-16,83.45
2014-04-17,79.4
2014-04-21,81.55
2014-04-22,83.7
2014-04-23,81.5
2014-04-25,81.45
2014-04-28,82.0
2014-04-29,82.9
2014-04-30,82.0
2014-05-02,83.0
2014-05-05,81.75
2014-05-06,83.65
2014-05-07,81.75
2014-05-08,81.95
2014-05-09,80.75
2014-05-12,80.05
2014-05-13,80.0
2014-05-14,79.5
2014-05-15,79.95
2014-05-16,80.0
2014-05-19,96.0
2014-05-20,110.7
2014-05-21,109.6
2014-05-22,108.0
2014-05-23,106.25
2014-05-26,97.7
2014-05-27,98.95
2014-05-28,96.05
2014-05-29,97.9
2014-05-30,95.65
2014-06-02,98.8
2014-06-03,99.05
2014-06-04,108.95
2014-06-05,118.65
2014-06-06,130.5
2014-06-09,132.85
2014-06-10,129.35
2014-06-11,129.85
2014-06-12,133.25
2014-06-13,133.6
2014-06-16,134.45
2014-06-17,134.85
2014-06-18,134.45
2014-06-19,135.45
2014-06-20,134.25
2014-06-23,135.5
2014-06-24,134.9
2014-06-25,137.8
2014-06-26,137.45
2014-06-27,138.4
2014-06-30,142.05
2014-07-01,149.15
2014-07-02,156.6
2014-07-03,163.9
2014-07-04,159.4
2014-07-07,152.85
2014-07-08,144.3
2014-07-09,142.95
2014-07-10,141.2
2014-07-11,140.0
2014-07-14,136.25
2014-07-15,139.0
2014-07-16,140.35
2014-07-17,145.55
2014-07-18,149.95
2014-07-21,146.35
2014-07-22,147.0
2014-07-23,147.4
2014-07-24,152.45
2014-07-25,149.55
2014-07-28,145.05
2014-07-30,152.75
2014-07-31,148.25
2014-08-01,147.65
2014-08-04,148.0
2014-08-05,149.15
2014-08-06,148.5
2014-08-07,144.0
2014-08-08,142.75
2014-08-11,138.65
2014-08-12,137.5
2014-08-13,135.0
2014-08-14,135.1
2014-08-18,134.35
2014-08-19,131.8
2014-08-20,130.5
2014-08-21,129.6
2014-08-22,128.9
2014-08-25,128.9
2014-08-26,128.0
2014-08-27,126.5
2014-08-28,128.0
2014-09-01,128.45
2014-09-02,127.75
2014-09-03,126.0
2014-09-04,125.05
2014-09-05,125.25
2014-09-08,122.75
2014-09-09,120.95
2014-09-10,129.25
2014-09-11,133.95
2014-09-12,130.15
2014-09-15,132.8
2014-09-16,133.95
2014-09-17,128.95
2014-09-18,130.0
2014-09-19,130.5
2014-09-22,131.85
2014-09-23,127.3
2014-09-24,126.6
2014-09-25,122.45
2014-09-26,119.65
2014-09-29,124.55
2014-09-30,121.15
2014-10-01,126.95
2014-10-07,123.85
2014-10-08,124.4
2014-10-09,125.0
2014-10-10,123.8
2014-10-13,124.0
2014-10-14,125.0
2014-10-16,122.2
2014-10-17,121.05
2014-10-20,121.95
2014-10-21,118.5
2014-10-22,117.55
2014-10-23,119.4
2014-10-27,125.05
2014-10-28,124.75
2014-10-29,122.9
2014-10-30,122.1
2014-10-31,127.0
2014-11-03,125.95
2014-11-05,139.45
2014-11-07,141.05
2014-11-10,140.3
2014-11-11,149.6
2014-11-12,148.6
2014-11-13,149.85
2014-11-14,142.65
2014-11-17,138.55
2014-11-18,135.05
2014-11-19,132.35
2014-11-20,130.95
2014-11-21,133.3
2014-11-24,133.2
2014-11-25,131.7
2014-11-26,133.8
2014-11-27,134.0
2014-11-28,133.7
2014-12-01,131.55
2014-12-02,133.45
2014-12-03,133.9
2014-12-04,135.65
2014-12-05,136.35
2014-12-08,138.0
2014-12-09,141.0
2014-12-10,141.05
2014-12-11,140.65
2014-12-12,139.0
2014-12-15,138.5
2014-12-16,132.0
2014-12-17,127.1
2014-12-18,130.2
2014-12-19,131.15
2014-12-22,130.05
2014-12-23,132.55
2014-12-24,133.0
2014-12-26,131.55
2014-12-29,131.85
2014-12-30,134.0
2014-12-31,139.8
