Date,RELIANCE
2014-01-01,888.8
2014-01-02,875.0
2014-01-03,864.25
2014-01-06,854.95
2014-01-07,842.1
2014-01-08,849.05
2014-01-09,850.7
2014-01-10,858.15
2014-01-13,880.4
2014-01-14,881.5
2014-01-15,885.45
2014-01-16,886.15
2014-01-17,884.75
2014-01-20,869.75
2014-01-21,863.05
2014-01-22,872.45
2014-01-23,865.8
2014-01-24,867.65
2014-01-27,843.15
2014-01-28,844.85
2014-01-29,836.6
2014-01-30,825.0
2014-01-31,831.15
2014-02-03,820.9
2014-02-04,821.55
2014-02-05,817.25
2014-02-06,815.85
2014-02-07,814.45
2014-02-10,821.95
2014-02-11,805.25
2014-02-12,817.9
2014-02-13,807.4
2014-02-14,822.05
2014-02-17,812.3
2014-02-18,813.15
2014-02-19,812.25
2014-02-20,805.45
2014-02-21,811.5
2014-02-24,812.35
2014-02-25,810.55
2014-02-26,810.7
2014-02-28,799.95
2014-03-03,803.4
2014-03-04,812.95
2014-03-05,807.0
2014-03-06,822.45
2014-03-07,869.4
2014-03-10,885.45
2014-03-11,874.75
2014-03-12,871.35
2014-03-13,879.55
2014-03-14,886.15
2014-03-18,896.45
2014-03-19,903.0
2014-03-20,906.0
2014-03-21,885.8
2014-03-22,888.15
2014-03-24,905.4
2014-03-25,879.3
2014-03-26,891.2
2014-03-27,900.75
2014-03-28,916.15
2014-03-31,930.75
2014-04-01,942.6
2014-04-02,958.2
2014-04-03,952.65
2014-04-04,944.25
2014-04-07,944.15
2014-04-09,962.15
2014-04-10,969.05
2014-04-11,953.75
2014-04-15,949.1
2014-04-16,941.3
2014-04-17,959.1
2014-04-21,959.6
2014-04-22,967.75
2014-04-23,967.15
2014-04-25,948.25
2014-04-28,945.0
2014-04-29,940.3
2014-04-30,935.8
2014-05-02,928.1
2014-05-05,946.85
2014-05-06,963.35
2014-05-07,960.85
2014-05-08,960.3
2014-05-09,997.6
2014-05-12,1028.7
2014-05-13,1063.4
2014-05-14,1045.5
2014-05-15,1053.4
2014-05-16,1079.25
2014-05-19,1120.05
2014-05-20,1079.85
2014-05-21,1078.4
2014-05-22,1100.8
2014-05-23,1127.45
2014-05-26,1101.7
2014-05-27,1087.95
2014-05-28,1088.9
2014-05-29,1073.55
2014-05-30,1064.7
2014-06-02,1082.2
2014-06-03,1095.4
2014-06-04,1077.5
2014-06-05,1089.9
2014-06-06,1122.4
2014-06-09,1122.65
2014-06-10,1118.3
2014-06-11,1102.1
2014-06-12,1094.15
2014-06-13,1081.9
2014-06-16,1065.45
2014-06-17,1090.05
2014-06-18,1066.75
2014-06-19,1042.1
2014-06-20,1036.5
2014-06-23,1037.95
2014-06-24,1059.85
2014-06-25,1051.0
2014-06-26,1011.9
2014-06-27,1012.1
2014-06-30,1015.4
2014-07-01,1008.0
2014-07-02,1018.25
2014-07-03,1006.5
2014-07-04,1031.95
2014-07-07,1027.2
2014-07-08,995.05
2014-07-09,1000.95
2014-07-10,997.2
2014-07-11,966.5
2014-07-14,961.75
2014-07-15,972.2
2014-07-16,989.7
2014-07-17,982.5
2014-07-18,976.75
2014-07-21,997.65
2014-07-22,1030.95
2014-07-23,1033.25
2014-07-24,1041.05
2014-07-25,1021.85
2014-07-28,1005.6
2014-07-30,1006.15
2014-07-31,1006.45
2014-08-01,976.3
2014-08-04,985.0
2014-08-05,983.85
2014-08-06,988.15
2014-08-07,989.3
2014-08-08,980.5
2014-08-11,980.5
2014-08-12,984.4
2014-08-13,990.15
2014-08-14,1002.95
2014-08-18,1013.05
2014-08-19,1009.3
2014-08-20,998.35
2014-08-21,995.1
2014-08-22,998.3
2014-08-25,995.8
2014-08-26,993.35
2014-08-27,993.7
2014-08-28,998.7
2014-09-01,1014.1
2014-09-02,1023.8
2014-09-03,1031.25
2014-09-04,1025.9
2014-09-05,1025.65
2014-09-08,1037.7
2014-09-09,1033.0
2014-09-10,1015.85
2014-09-11,1019.4
2014-09-12,1015.6
2014-09-15,1002.75
2014-09-16,979.4
2014-09-17,988.65
2014-09-18,1004.9
2014-09-19,995.45
2014-09-22,991.55
2014-09-23,965.85
2014-09-24,965.05
2014-09-25,929.85
2014-09-26,933.25
2014-09-29,933.15
2014-09-30,945.7
2014-10-01,927.2
2014-10-07,926.15
2014-10-08,936.7
2014-10-09,954.65
2014-10-10,960.65
2014-10-13,957.9
2014-10-14,961.25
2014-10-16,931.0
2014-10-17,937.9
2014-10-20,935.05
2014-10-21,929.35
2014-10-22,945.65
2014-10-23,952.7
2014-10-27,941.35
2014-10-28,934.05
2014-10-29,951.6
2014-10-30,979.25
2014-10-31,1000.55
2014-11-03,1002.35
2014-11-05,991.3
2014-11-07,980.5
2014-11-10,969.35
2014-11-11,977.7
2014-11-12,974.05
2014-11-13,969.25
2014-11-14,969.15
2014-11-17,985.2
2014-11-18,988.65
2014-11-19,978.15
2014-11-20,980.75
2014-11-21,997.7
2014-11-24,985.35
2014-11-25,993.0
2014-11-26,987.05
2014-11-27,988.65
2014-11-28,991.6
2014-12-01,961.6
2014-12-02,962.65
2014-12-03,968.35
2014-12-04,958.55
2014-12-05,957.35
2014-12-08,944.6
2014-12-09,939.85
2014-12-10,932.55
2014-12-11,906.15
2014-12-12,882.35
2014-12-15,878.8
2014-12-16,864.6
2014-12-17,869.5
2014-12-18,880.1
2014-12-19,900.55
2014-12-22,904.9
2014-12-23,893.75
2014-12-24,884.15
2014-12-26,888.85
2014-12-29,897.0
2014-12-30,880.15
2014-12-31,891.15
