Date,DICIND
2014-01-01,371.65
2014-01-02,393.7
2014-01-03,392.4
2014-01-06,395.35
2014-01-07,392.75
2014-01-08,392.55
2014-01-09,385.2
2014-01-10,386.3
2014-01-13,384.8
2014-01-14,387.65
2014-01-15,389.55
2014-01-16,387.8
2014-01-17,391.75
2014-01-20,389.85
2014-01-21,392.15
2014-01-22,388.2
2014-01-23,384.95
2014-01-24,374.95
2014-01-27,372.25
2014-01-28,369.05
2014-01-29,370.85
2014-01-30,368.85
2014-01-31,366.5
2014-02-03,366.0
2014-02-04,370.0
2014-02-05,369.8
2014-02-06,365.05
2014-02-07,368.7
2014-02-10,370.2
2014-02-11,364.6
2014-02-12,364.75
2014-02-13,361.1
2014-02-14,360.95
2014-02-17,362.85
2014-02-18,362.3
2014-02-19,357.4
2014-02-20,355.95
2014-02-21,357.05
2014-02-24,353.05
2014-02-25,356.95
2014-02-26,351.0
2014-02-28,355.95
2014-03-03,362.5
2014-03-04,360.2
2014-03-05,359.9
2014-03-06,360.3
2014-03-07,360.15
2014-03-10,360.9
2014-03-11,360.05
2014-03-12,360.8
2014-03-13,359.5
2014-03-14,361.0
2014-03-18,370.5
2014-03-19,372.5
2014-03-20,370.9
2014-03-21,378.35
2014-03-22,375.15
2014-03-24,372.35
2014-03-25,371.0
2014-03-26,364.3
2014-03-27,370.35
2014-03-28,373.05
2014-03-31,373.05
2014-04-01,376.9
2014-04-02,378.4
2014-04-03,388.85
2014-04-04,397.55
2014-04-07,413.75
2014-04-09,422.7
2014-04-10,422.1
2014-04-11,414.85
2014-04-15,417.8
2014-04-16,426.7
2014-04-17,428.9
2014-04-21,438.4
2014-04-22,436.85
2014-04-23,435.75
2014-04-25,433.25
2014-04-28,420.45
2014-04-29,409.6
2014-04-30,401.2
2014-05-02,400.55
2014-05-05,403.3
2014-05-06,410.45
2014-05-07,408.45
2014-05-08,404.9
2014-05-09,408.8
2014-05-12,406.25
2014-05-13,407.6
2014-05-14,409.7
2014-05-15,406.65
2014-05-16,412.05
2014-05-19,414.9
2014-05-20,418.35
2014-05-21,414.7
2014-05-22,417.75
2014-05-23,424.3
2014-05-26,420.4
2014-05-27,430.55
2014-05-28,455.25
2014-05-29,447.8
2014-05-30,450.4
2014-06-02,460.55
2014-06-03,474.9
2014-06-04,496.7
2014-06-05,500.05
2014-06-06,498.15
2014-06-09,524.55
2014-06-10,545.0
2014-06-11,542.8
2014-06-12,542.35
2014-06-13,537.0
2014-06-16,547.1
2014-06-17,443.75
2014-06-18,442.3
2014-06-19,449.65
2014-06-20,449.35
2014-06-23,438.95
2014-06-24,442.8
2014-06-25,440.15
2014-06-26,433.0
2014-06-27,432.3
2014-06-30,442.7
2014-07-01,437.8
2014-07-02,445.7
2014-07-03,447.4
2014-07-04,446.35
2014-07-07,450.9
2014-07-08,454.5
2014-07-09,448.7
2014-07-10,451.0
2014-07-11,446.65
2014-07-14,440.45
2014-07-15,450.0
2014-07-16,455.1
2014-07-17,462.45
2014-07-18,474.05
2014-07-21,476.35
2014-07-22,474.75
2014-07-23,475.0
2014-07-24,476.25
2014-07-25,476.6
2014-07-28,471.25
2014-07-30,459.65
2014-07-31,462.9
2014-08-01,460.45
2014-08-04,453.2
2014-08-05,456.85
2014-08-06,452.25
2014-08-07,451.0
2014-08-08,449.05
2014-08-11,448.5
2014-08-12,450.0
2014-08-13,444.65
2014-08-14,446.0
2014-08-18,445.1
2014-08-19,451.0
2014-08-20,465.05
2014-08-21,459.6
2014-08-22,458.7
2014-08-25,459.65
2014-08-26,461.8
2014-08-27,460.0
2014-08-28,465.95
2014-09-01,472.1
2014-09-02,470.25
2014-09-03,466.15
2014-09-04,464.95
2014-09-05,465.2
2014-09-08,469.85
2014-09-09,462.0
2014-09-10,467.9
2014-09-11,463.15
2014-09-12,474.7
2014-09-15,528.9
2014-09-16,521.5
2014-09-17,525.9
2014-09-18,530.2
2014-09-19,528.95
2014-09-22,526.2
2014-09-23,534.45
2014-09-24,539.1
2014-09-25,538.95
2014-09-26,549.6
2014-09-29,558.8
2014-09-30,586.65
2014-10-01,606.7
2014-10-07,618.4
2014-10-08,610.0
2014-10-09,606.65
2014-10-10,603.05
2014-10-13,609.85
2014-10-14,615.2
2014-10-16,492.25
2014-10-17,424.85
2014-10-20,434.75
2014-10-21,391.3
2014-10-22,373.25
2014-10-23,391.0
2014-10-27,370.8
2014-10-28,389.65
2014-10-29,409.45
2014-10-30,415.75
2014-10-31,416.1
2014-11-03,424.6
2014-11-05,436.6
2014-11-07,420.45
2014-11-10,414.5
2014-11-11,413.3
2014-11-12,409.2
2014-11-13,398.95
2014-11-14,407.55
2014-11-17,407.05
2014-11-18,414.15
2014-11-19,407.5
2014-11-20,400.75
2014-11-21,394.05
2014-11-24,395.25
2014-11-25,380.55
2014-11-26,388.2
2014-11-27,388.85
2014-11-28,388.45
2014-12-01,388.7
2014-12-02,387.1
2014-12-03,398.85
2014-12-04,399.7
2014-12-05,398.0
2014-12-08,394.2
2014-12-09,398.15
2014-12-10,395.95
2014-12-11,387.1
2014-12-12,380.5
2014-12-15,379.8
2014-12-16,375.6
2014-12-17,363.25
2014-12-18,375.5
2014-12-19,379.15
2014-12-22,377.95
2014-12-23,369.45
2014-12-24,368.5
2014-12-26,371.6
2014-12-29,370.25
2014-12-30,376.3
2014-12-31,372.5
