Date,OFSS
2014-01-01,3274.85
2014-01-02,3290.45
2014-01-03,3361.4
2014-01-06,3298.95
2014-01-07,3288.1
2014-01-08,3288.95
2014-01-09,3247.65
2014-01-10,3243.3
2014-01-13,3251.55
2014-01-14,3240.9
2014-01-15,3248.55
2014-01-16,3200.3
2014-01-17,3145.15
2014-01-20,3181.7
2014-01-21,3174.5
2014-01-22,3189.8
2014-01-23,3263.05
2014-01-24,3241.85
2014-01-27,3225.15
2014-01-28,3195.2
2014-01-29,3199.4
2014-01-30,3185.8
2014-01-31,3203.75
2014-02-03,3183.75
2014-02-04,3142.6
2014-02-05,3173.5
2014-02-06,3148.4
2014-02-07,3159.1
2014-02-10,3131.1
2014-02-11,3124.95
2014-02-12,3125.15
2014-02-13,3085.3
2014-02-14,3085.4
2014-02-17,3065.15
2014-02-18,3038.8
2014-02-19,3019.7
2014-02-20,3040.3
2014-02-21,3101.45
2014-02-24,3074.85
2014-02-25,3067.4
2014-02-26,3077.0
2014-02-28,3114.15
2014-03-03,3099.45
2014-03-04,3075.05
2014-03-05,3062.0
2014-03-06,3038.3
2014-03-07,3008.95
2014-03-10,2968.9
2014-03-11,2955.45
2014-03-12,2947.85
2014-03-13,2904.95
2014-03-14,2883.9
2014-03-18,2905.75
2014-03-19,2850.5
2014-03-20,2884.15
2014-03-21,2904.75
2014-03-22,2908.35
2014-03-24,2904.4
2014-03-25,2934.75
2014-03-26,2940.75
2014-03-27,2983.35
2014-03-28,3047.5
2014-03-31,3087.45
2014-04-01,3050.1
2014-04-02,3060.55
2014-04-03,3028.9
2014-04-04,3045.55
2014-04-07,3039.45
2014-04-09,3049.95
2014-04-10,3079.8
2014-04-11,3199.0
2014-04-15,3157.15
2014-04-16,3136.25
2014-04-17,3196.7
2014-04-21,3166.25
2014-04-22,3136.6
2014-04-23,3089.95
2014-04-25,3094.7
2014-04-28,3053.1
2014-04-29,3000.8
2014-04-30,3000.4
2014-05-02,2991.25
2014-05-05,2990.2
2014-05-06,2961.1
2014-05-07,2916.2
2014-05-08,2966.25
2014-05-09,2952.7
2014-05-12,2953.25
2014-05-13,3006.25
