Date,ECLERX
2014-01-01,1074.75
2014-01-02,1068.55
2014-01-03,1073.55
2014-01-06,1061.1
2014-01-07,1047.15
2014-01-08,1028.75
2014-01-09,1045.0
2014-01-10,1105.35
2014-01-13,1092.35
2014-01-14,1108.2
2014-01-15,1099.0
2014-01-16,1133.5
2014-01-17,1095.75
2014-01-20,1165.55
2014-01-21,1142.55
2014-01-22,1150.95
2014-01-23,1152.4
2014-01-24,1150.75
2014-01-27,1156.05
2014-01-28,1200.1
2014-01-29,1215.5
2014-01-30,1217.35
2014-01-31,1219.0
2014-02-03,1237.85
2014-02-04,1216.3
2014-02-05,1195.1
2014-02-06,1137.55
2014-02-07,1125.95
2014-02-10,1153.15
2014-02-11,1169.6
2014-02-12,1204.9
2014-02-13,1189.0
2014-02-14,1218.55
2014-02-17,1228.7
2014-02-18,1210.1
2014-02-19,1232.65
2014-02-20,1319.25
2014-02-21,1309.7
2014-02-24,1328.45
2014-02-25,1339.2
2014-02-26,1340.35
2014-02-28,1332.45
2014-03-03,1323.2
2014-03-04,1278.55
2014-03-05,1285.5
2014-03-06,1280.9
2014-03-07,1207.85
2014-03-10,1147.85
2014-03-11,1190.95
2014-03-12,1179.45
2014-03-13,1156.0
2014-03-14,1145.5
2014-03-18,1136.05
2014-03-19,1090.45
2014-03-20,1097.65
2014-03-21,1062.2
2014-03-22,1087.2
2014-03-24,1091.85
2014-03-25,1098.35
2014-03-26,1079.45
2014-03-27,1059.45
2014-03-28,1043.6
2014-03-31,1061.05
2014-04-01,1094.7
2014-04-02,1115.85
2014-04-03,1172.75
2014-04-04,1242.6
2014-04-07,1226.3
2014-04-09,1235.5
2014-04-10,1222.1
2014-04-11,1225.85
2014-04-15,1230.7
2014-04-16,1236.3
2014-04-17,1243.1
2014-04-21,1232.0
2014-04-22,1244.35
2014-04-23,1229.9
2014-04-25,1201.45
2014-04-28,1208.75
2014-04-29,1218.1
2014-04-30,1213.1
2014-05-02,1239.8
2014-05-05,1245.25
2014-05-06,1237.75
2014-05-07,1208.6
2014-05-08,1210.75
2014-05-09,1221.9
2014-05-12,1245.85
2014-05-13,1263.7
2014-05-14,1266.6
2014-05-15,1230.35
2014-05-16,1221.95
2014-05-19,1181.45
2014-05-20,1204.9
2014-05-21,1149.25
2014-05-22,1122.2
2014-05-23,1110.9
2014-05-26,1077.9
2014-05-27,1075.05
2014-05-28,1072.25
2014-05-29,1079.25
2014-05-30,1095.2
2014-06-02,1128.05
2014-06-03,1199.35
2014-06-04,1175.1
2014-06-05,1138.05
2014-06-06,1161.85
2014-06-09,1196.75
2014-06-10,1194.7
2014-06-11,1172.55
2014-06-12,1160.0
2014-06-13,1169.15
2014-06-16,1174.15
2014-06-17,1178.95
2014-06-18,1154.1
2014-06-19,1171.35
2014-06-20,1171.9
2014-06-23,1165.7
