Date,FINPIPE
2014-01-01,173.35
2014-01-02,169.4
2014-01-03,169.9
2014-01-06,166.05
2014-01-07,165.15
2014-01-08,163.8
2014-01-09,160.45
2014-01-10,152.9
2014-01-13,150.45
2014-01-14,151.15
2014-01-15,155.45
2014-01-16,152.5
2014-01-17,150.5
2014-01-20,154.1
2014-01-21,156.45
2014-01-22,152.45
2014-01-23,151.7
2014-01-24,151.0
2014-01-27,157.2
2014-01-28,156.8
2014-01-29,155.15
2014-01-30,152.8
2014-01-31,155.05
2014-02-03,150.9
2014-02-04,152.5
2014-02-05,156.9
2014-02-06,156.15
2014-02-07,155.5
2014-02-10,155.05
2014-02-11,157.0
2014-02-12,167.35
2014-02-13,173.25
2014-02-14,175.0
2014-02-17,185.0
2014-02-18,187.85
2014-02-19,179.9
2014-02-20,181.3
2014-02-21,183.9
2014-02-24,185.7
2014-02-25,190.1
2014-02-26,194.6
2014-02-28,187.1
2014-03-03,182.6
2014-03-04,185.55
2014-03-05,185.2
2014-03-06,193.0
2014-03-07,191.6
2014-03-10,187.6
2014-03-11,193.65
2014-03-12,195.4
2014-03-13,196.35
2014-03-14,192.5
2014-03-18,194.1
2014-03-19,194.85
2014-03-20,195.05
2014-03-21,195.15
2014-03-22,195.25
2014-03-24,190.65
2014-03-25,189.85
2014-03-26,194.2
2014-03-27,192.3
2014-03-28,189.9
2014-03-31,191.0
2014-04-01,194.9
2014-04-02,192.95
2014-04-03,190.25
2014-04-04,199.75
2014-04-07,202.65
2014-04-09,207.25
2014-04-10,201.9
2014-04-11,213.8
2014-04-15,210.3
2014-04-16,213.45
2014-04-17,211.2
2014-04-21,217.8
2014-04-22,220.45
2014-04-23,223.15
2014-04-25,221.55
2014-04-28,222.1
2014-04-29,221.85
2014-04-30,222.7
2014-05-02,228.2
2014-05-05,223.6
2014-05-06,225.05
2014-05-07,220.95
2014-05-08,220.6
2014-05-09,225.8
2014-05-12,231.4
2014-05-13,221.65
2014-05-14,226.85
2014-05-15,227.25
2014-05-16,224.65
2014-05-19,236.0
2014-05-20,236.75
2014-05-21,234.2
2014-05-22,246.25
2014-05-23,252.8
2014-05-26,250.35
2014-05-27,250.0
2014-05-28,254.95
2014-05-29,249.7
2014-05-30,254.05
2014-06-02,254.4
2014-06-03,257.55
2014-06-04,262.1
2014-06-05,262.75
2014-06-06,270.15
2014-06-09,270.7
2014-06-10,265.35
2014-06-11,268.3
2014-06-12,260.05
2014-06-13,260.7
2014-06-16,260.1
2014-06-17,262.5
2014-06-18,267.95
2014-06-19,264.95
2014-06-20,261.4
2014-06-23,262.25
2014-06-24,261.4
2014-06-25,263.4
2014-06-26,276.5
2014-06-27,280.85
2014-06-30,288.25
2014-07-01,292.5
2014-07-02,299.65
2014-07-03,288.4
2014-07-04,286.25
2014-07-07,281.65
2014-07-08,276.3
2014-07-09,280.4
2014-07-10,273.25
2014-07-11,264.3
2014-07-14,274.2
2014-07-15,292.6
2014-07-16,292.9
2014-07-17,284.55
2014-07-18,283.55
2014-07-21,276.25
2014-07-22,278.4
2014-07-23,275.0
2014-07-24,286.65
2014-07-25,280.15
2014-07-28,279.8
2014-07-30,275.9
2014-07-31,279.1
2014-08-01,275.55
2014-08-04,272.5
2014-08-05,272.05
2014-08-06,267.65
2014-08-07,263.4
2014-08-08,269.8
2014-08-11,271.05
2014-08-12,267.45
2014-08-13,270.15
2014-08-14,288.1
2014-08-18,296.75
2014-08-19,293.4
2014-08-20,287.15
2014-08-21,284.85
2014-08-22,302.35
2014-08-25,295.8
2014-08-26,292.7
2014-08-27,292.65
2014-08-28,288.1
2014-09-01,293.25
2014-09-02,303.55
2014-09-03,301.0
2014-09-04,298.65
2014-09-05,303.55
2014-09-08,308.35
2014-09-09,310.55
2014-09-10,316.45
2014-09-11,316.4
2014-09-12,321.5
2014-09-15,323.45
2014-09-16,312.5
2014-09-17,315.55
2014-09-18,323.8
2014-09-19,335.8
2014-09-22,341.75
2014-09-23,324.5
2014-09-24,318.4
2014-09-25,304.45
2014-09-26,311.05
2014-09-29,317.85
2014-09-30,326.35
2014-10-01,330.1
2014-10-07,320.1
2014-10-08,320.0
2014-10-09,326.9
2014-10-10,335.65
2014-10-13,336.8
2014-10-14,337.65
2014-10-16,316.95
2014-10-17,317.55
2014-10-20,318.45
2014-10-21,318.95
2014-10-22,319.9
2014-10-23,326.9
2014-10-27,323.9
2014-10-28,319.85
2014-10-29,326.1
2014-10-30,323.6
2014-10-31,320.9
2014-11-03,325.55
2014-11-05,337.05
2014-11-07,337.6
2014-11-10,335.85
2014-11-11,329.75
2014-11-12,323.9
2014-11-13,312.25
2014-11-14,285.3
2014-11-17,297.1
2014-11-18,305.45
2014-11-19,305.45
2014-11-20,291.95
2014-11-21,285.15
2014-11-24,284.0
2014-11-25,279.3
2014-11-26,284.15
2014-11-27,284.35
2014-11-28,280.7
2014-12-01,284.95
2014-12-02,291.05
2014-12-03,290.25
2014-12-04,286.9
2014-12-05,288.3
2014-12-08,290.2
2014-12-09,282.95
2014-12-10,290.95
2014-12-11,280.5
2014-12-12,276.4
2014-12-15,273.5
2014-12-16,260.7
2014-12-17,263.0
2014-12-18,265.3
2014-12-19,270.55
2014-12-22,265.35
2014-12-23,261.75
2014-12-24,259.15
2014-12-26,257.4
2014-12-29,261.0
2014-12-30,257.2
2014-12-31,261.4
